left_member_id,right_member_id,distance
2864601_0.404,2864601_0.307,0.994002163081965
2864601_0.404,2864601_0.339,1.5158352368956969
2864601_0.404,2864601_0.426,1.8410335517140064
2864601_0.404,2864601_0.379,1.1790165627098521
2864601_0.274,2864601_0.240,0.97470593842957
2864601_0.274,2864601_0.417,1.464815960100032
2864601_0.274,2864601_0.494,0.944311995615182
2864601_0.274,2864601_0.260,0.9802996833288042
2864601_0.274,2864601_0.434,0.9373005163968973
2864601_0.274,2864601_0.460,1.09687655527434
2864601_0.274,2864601_0.402,0.9643810186800175
2864601_0.274,2864601_0.279,1.0624320861431438
2864601_0.274,2864601_0.353,1.0801489466801495
2864601_0.274,2864601_0.175,0.9933928215489984
2864601_0.274,2864601_0.277,1.1001180075817927
2864601_0.274,2864601_0.463,1.8207096883224183
2864601_0.274,2864601_0.229,1.1993383185598454
2864601_0.274,2864601_0.224,1.0140787159120344
2864601_0.274,2864601_0.373,0.9031490152482549
2864601_0.274,2864601_0.481,1.0674761802391968
2864601_0.274,2864601_0.289,0.9988595525876935
2864601_0.274,2864601_0.393,1.005139485527842
2864601_0.274,2864601_0.406,1.0916306654881096
2864601_0.274,2864601_0.206,0.9218623765243171
2864601_0.274,2864601_0.284,2.1107226174140385
2864601_0.274,2864601_0.235,1.1343166580094908
2864601_0.274,2864601_0.405,1.1586409486017433
2864601_0.274,2864601_0.398,1.2571666894818931
2864601_0.274,2864601_0.358,1.0840893212950806
2864601_0.274,2864601_0.242,0.9495979475021767
2864601_0.274,2864601_0.490,0.9132786210978222
2864601_0.274,2864601_0.263,0.8780275335403195
2864601_0.274,2864601_0.211,1.0471339322069526
2864601_0.274,2864601_0.292,2.3314794275042794
2864601_0.274,2864601_0.276,0.9570874606061746
2864601_0.274,2864601_0.427,0.9986694686360338
2864601_0.274,2864601_0.461,1.0011496288524842
2864601_0.274,2864601_0.471,0.9554723679132823
2864601_0.274,2864601_0.440,1.4085871824048037
2864601_0.274,2864601_0.457,0.8934227489655149
2864601_0.274,2864601_0.400,0.8988777976489722
2864601_0.274,2864601_0.385,2.6207526462978232
2864601_0.274,2864601_0.350,0.9459376474232003
2864601_0.274,2864601_0.416,1.796334751136135
2864601_0.274,2864601_0.342,1.0597539681315655
2864601_0.274,2864601_0.359,0.9518974426079587
2864601_0.274,2864601_0.475,1.0131448172547017
2864601_0.274,2864601_0.462,4.848373508283195
2864601_0.274,2864601_0.268,3.5014922577961176
2864601_0.274,2864601_0.262,1.076439073361897
2864601_0.274,2864601_0.485,1.4588674973358766
2864601_0.274,2864601_0.473,1.0791716253305248
2864601_0.274,2864601_0.189,1.8718875339699026
2864601_0.274,2864601_0.395,1.4761614684499003
2864601_0.274,2864601_0.237,1.222827370751966
2864601_0.274,2864601_0.372,1.0521135988014625
2864601_0.274,2864601_0.472,1.0085158451686533
2864601_0.274,2864601_0.436,1.7829270063191938
2864601_0.274,2864601_0.454,1.2003625486061287
2864601_0.274,2864601_0.377,1.0216748277022136
2864601_0.274,2864601_0.212,1.6351454439624213
2864601_0.274,2864601_0.123,1.0971368469104785
2864601_0.274,2864601_0.288,1.061199849510429
2864601_0.274,2864601_0.349,0.9472102853418252
2864601_0.274,2864601_0.510,1.057692156351803
2864601_0.274,2864601_0.376,1.0215816495777486
2864601_0.274,2864601_0.305,1.2135778495945517
2864601_0.274,2864601_0.496,1.0811921738380506
2864601_0.274,2864601_0.261,1.0584875835239567
2864601_0.274,2864601_0.252,1.0339899385294915
2864601_0.274,2864601_0.208,1.0177918917853677
2864601_0.274,2864601_0.230,0.994041245757208
2864601_0.274,2864601_0.452,1.0306137390253014
2864601_0.274,2864601_0.498,1.0148422034487665
2864601_0.274,2864601_0.271,1.2307879740112893
2864601_0.274,2864601_0.450,3.542181087960063
2864601_0.274,2864601_0.46,1.067996006698277
2864601_0.274,2864601_0.308,1.0314244348768418
2864601_0.274,2864601_0.163,0.9740243116658837
2864601_0.274,2864601_0.246,1.0320077100480456
2864601_0.274,2864601_0.438,0.9216380078471754
2864601_0.274,2864601_0.362,0.9819149296108929
2864601_0.274,2864601_0.136,1.1959058114548378
2864601_0.274,2864601_0.250,1.1999595517745407
2864601_0.274,2864601_0.247,1.0155851609702033
2864601_0.274,2864601_0.382,3.6815877934123713
2864601_0.274,2864601_0.307,0.9013143673856518
2864601_0.274,2864601_0.339,1.4356187413567745
2864601_0.274,2864601_0.426,1.8289943938164155
2864601_0.274,2864601_0.379,1.2171023953589668
2864601_0.240,2864601_0.417,1.536688955320168
2864601_0.240,2864601_0.494,0.9015842829937233
2864601_0.240,2864601_0.260,0.9186110682357805
2864601_0.240,2864601_0.434,0.9517807855412586
2864601_0.240,2864601_0.460,0.9800885824830594
2864601_0.240,2864601_0.402,1.0575124633850306
2864601_0.240,2864601_0.279,0.8366378644002548
2864601_0.240,2864601_0.353,1.0162365772948336
2864601_0.240,2864601_0.175,1.0904688374581646
2864601_0.240,2864601_0.277,1.0216178078490674
2864601_0.240,2864601_0.463,1.9768880709748804
2864601_0.240,2864601_0.229,0.983503044174634
2864601_0.240,2864601_0.224,1.1304215398324273
2864601_0.240,2864601_0.373,1.0913883210047044
2864601_0.240,2864601_0.481,0.9412825817804142
2864601_0.240,2864601_0.289,1.0102437619123412
2864601_0.240,2864601_0.393,0.9168286966627179
2864601_0.240,2864601_0.406,1.0556284916308145
2864601_0.240,2864601_0.206,1.0270468740156724
2864601_0.240,2864601_0.284,2.098840655227258
2864601_0.240,2864601_0.235,0.9816410738960227
2864601_0.240,2864601_0.405,1.227655080636251
2864601_0.240,2864601_0.398,1.1542799875077467
2864601_0.240,2864601_0.358,1.0524333625994746
2864601_0.240,2864601_0.242,1.0092985594426376
2864601_0.240,2864601_0.490,0.9320835775549655
2864601_0.240,2864601_0.263,0.9743474372807323
2864601_0.240,2864601_0.211,1.2269817425273588
2864601_0.240,2864601_0.292,2.3675548531956085
2864601_0.240,2864601_0.276,0.9130204910500567
2864601_0.240,2864601_0.427,1.060199925497656
2864601_0.240,2864601_0.461,1.0065640103315812
2864601_0.240,2864601_0.471,0.9292059118216465
2864601_0.240,2864601_0.440,1.3581401655231815
2864601_0.240,2864601_0.457,0.9783062055933506
2864601_0.240,2864601_0.400,0.85626113136119
2864601_0.240,2864601_0.385,2.6506077460798916
2864601_0.240,2864601_0.350,1.0369009190156957
2864601_0.240,2864601_0.416,1.568032159658955
2864601_0.240,2864601_0.342,0.9580382284089937
2864601_0.240,2864601_0.359,0.9183085498708737
2864601_0.240,2864601_0.475,1.1111960651002664
2864601_0.240,2864601_0.462,4.69456240492601
2864601_0.240,2864601_0.268,3.462268598384464
2864601_0.240,2864601_0.262,1.0319825018516278
2864601_0.240,2864601_0.485,1.2492842443435381
2864601_0.240,2864601_0.473,0.9631475522517826
2864601_0.240,2864601_0.189,1.9456842863076942
2864601_0.240,2864601_0.395,1.3894765339724677
2864601_0.240,2864601_0.237,1.1306892957098544
2864601_0.240,2864601_0.372,0.9559676930821709
2864601_0.240,2864601_0.472,0.8556353009908977
2864601_0.240,2864601_0.436,1.8621548799313539
2864601_0.240,2864601_0.454,1.1937175388233379
2864601_0.240,2864601_0.377,0.9751572869534246
2864601_0.240,2864601_0.212,1.710476781160695
2864601_0.240,2864601_0.123,1.0563964530633498
2864601_0.240,2864601_0.288,0.9610400092525236
2864601_0.240,2864601_0.349,0.839084727715264
2864601_0.240,2864601_0.510,1.0718288596156804
2864601_0.240,2864601_0.376,0.9819796004919698
2864601_0.240,2864601_0.305,1.2774049447705573
2864601_0.240,2864601_0.496,1.1668258709799093
2864601_0.240,2864601_0.261,1.058437898423932
2864601_0.240,2864601_0.252,1.0951254696156343
2864601_0.240,2864601_0.208,1.1208164507074267
2864601_0.240,2864601_0.230,0.9639089267383195
2864601_0.240,2864601_0.452,0.9990524295606099
2864601_0.240,2864601_0.498,0.9661320910847265
2864601_0.240,2864601_0.271,1.011548993970928
2864601_0.240,2864601_0.450,3.619947118038405
2864601_0.240,2864601_0.46,0.9929930680370117
2864601_0.240,2864601_0.308,0.9885597104128478
2864601_0.240,2864601_0.163,1.1617921569700111
2864601_0.240,2864601_0.246,1.0198085548316387
2864601_0.240,2864601_0.438,0.9228998425755139
2864601_0.240,2864601_0.362,0.8895763847862939
2864601_0.240,2864601_0.136,1.1518984510071408
2864601_0.240,2864601_0.250,1.2119919874934804
2864601_0.240,2864601_0.247,0.9785160426957119
2864601_0.240,2864601_0.382,3.7118055925157996
2864601_0.240,2864601_0.307,0.8955182058438129
2864601_0.240,2864601_0.339,1.5099899386720859
2864601_0.240,2864601_0.426,1.839475458112042
2864601_0.240,2864601_0.379,1.1891781516614912
2864601_0.417,2864601_0.494,1.3801046600240492
2864601_0.417,2864601_0.260,1.523590715924966
2864601_0.417,2864601_0.434,1.36637715887225
2864601_0.417,2864601_0.460,1.5205966675683773
2864601_0.417,2864601_0.402,1.4788906933065322
2864601_0.417,2864601_0.279,1.5726533021514548
2864601_0.417,2864601_0.353,1.44346971035134
2864601_0.417,2864601_0.175,1.51512646405513
2864601_0.417,2864601_0.277,1.5154880343546693
2864601_0.417,2864601_0.463,1.1991389933614307
2864601_0.417,2864601_0.229,1.7587490000861212
2864601_0.417,2864601_0.224,1.4569895340880348
2864601_0.417,2864601_0.373,1.643319932855495
2864601_0.417,2864601_0.481,1.5356185027482545
2864601_0.417,2864601_0.289,1.3941030774020107
2864601_0.417,2864601_0.393,1.5796576264229234
2864601_0.417,2864601_0.406,1.4679625591938081
2864601_0.417,2864601_0.206,1.565214156817608
2864601_0.417,2864601_0.284,1.3305564344102283
2864601_0.417,2864601_0.235,1.453839700594732
2864601_0.417,2864601_0.405,1.4995697647342658
2864601_0.417,2864601_0.398,1.7513398197962942
2864601_0.417,2864601_0.358,1.5907008636762063
2864601_0.417,2864601_0.242,1.5482209136747174
2864601_0.417,2864601_0.490,1.4194721747272556
2864601_0.417,2864601_0.263,1.474984858759813
2864601_0.417,2864601_0.211,1.3917972542258032
2864601_0.417,2864601_0.292,1.5509299767714013
2864601_0.417,2864601_0.276,1.4799796287169509
2864601_0.417,2864601_0.427,1.3972704433331562
2864601_0.417,2864601_0.461,1.4522336454290583
2864601_0.417,2864601_0.471,1.512451545211017
2864601_0.417,2864601_0.440,1.9348609599598379
2864601_0.417,2864601_0.457,1.428080312347893
2864601_0.417,2864601_0.400,1.47288609422194
2864601_0.417,2864601_0.385,1.7655126338826561
2864601_0.417,2864601_0.350,1.3340467099514328
2864601_0.417,2864601_0.416,2.2277966991011615
2864601_0.417,2864601_0.342,1.5119478888970774
2864601_0.417,2864601_0.359,1.4684781385942103
2864601_0.417,2864601_0.475,1.5894557655200616
2864601_0.417,2864601_0.462,5.160439010114784
2864601_0.417,2864601_0.268,2.543366588525471
2864601_0.417,2864601_0.262,1.5420922548659262
2864601_0.417,2864601_0.485,1.984902575672777
2864601_0.417,2864601_0.473,1.6865851454838572
2864601_0.417,2864601_0.189,1.2149858582719855
2864601_0.417,2864601_0.395,1.978595137759745
2864601_0.417,2864601_0.237,1.621004322388261
2864601_0.417,2864601_0.372,1.5444928679828978
2864601_0.417,2864601_0.472,1.541711674383745
2864601_0.417,2864601_0.436,1.8889122081369123
2864601_0.417,2864601_0.454,1.5750537274403147
2864601_0.417,2864601_0.377,1.5406341268344694
2864601_0.417,2864601_0.212,0.9766619590217493
2864601_0.417,2864601_0.123,1.584929263676574
2864601_0.417,2864601_0.288,1.6552281239670195
2864601_0.417,2864601_0.349,1.3757637096450779
2864601_0.417,2864601_0.510,1.6782683506119327
2864601_0.417,2864601_0.376,1.582169150473473
2864601_0.417,2864601_0.305,1.6454011664601047
2864601_0.417,2864601_0.496,1.540835067054064
2864601_0.417,2864601_0.261,1.5844219120358003
2864601_0.417,2864601_0.252,1.6438701071306427
2864601_0.417,2864601_0.208,1.5091748767082116
2864601_0.417,2864601_0.230,1.4471316876365048
2864601_0.417,2864601_0.452,1.5267469048187086
2864601_0.417,2864601_0.498,1.5282209184181657
2864601_0.417,2864601_0.271,1.8440179436200077
2864601_0.417,2864601_0.450,2.807473375002047
2864601_0.417,2864601_0.46,1.5929678585867557
2864601_0.417,2864601_0.308,1.451470689036778
2864601_0.417,2864601_0.163,1.329581794927118
2864601_0.417,2864601_0.246,1.4641370652454013
2864601_0.417,2864601_0.438,1.5033509148837347
2864601_0.417,2864601_0.362,1.6143120361193213
2864601_0.417,2864601_0.136,1.1851108683812617
2864601_0.417,2864601_0.250,1.7030717265310507
2864601_0.417,2864601_0.247,1.4380634730593234
2864601_0.417,2864601_0.382,2.7834471174136852
2864601_0.417,2864601_0.307,1.505763828403929
2864601_0.417,2864601_0.339,1.2604729490811775
2864601_0.417,2864601_0.426,1.175996402479121
2864601_0.417,2864601_0.379,1.6957041109650357
2864601_0.494,2864601_0.260,1.0722316277905946
2864601_0.494,2864601_0.434,0.9272165227043987
2864601_0.494,2864601_0.460,0.8882654301379284
2864601_0.494,2864601_0.402,1.0269489278212605
2864601_0.494,2864601_0.279,1.0615563879908954
2864601_0.494,2864601_0.353,0.9365096406628257
2864601_0.494,2864601_0.175,0.9960109595222456
2864601_0.494,2864601_0.277,0.9620814953959753
2864601_0.494,2864601_0.463,1.8422226710915033
2864601_0.494,2864601_0.229,1.1837740240251673
2864601_0.494,2864601_0.224,1.0156107817796927
2864601_0.494,2864601_0.373,1.1427147945530678
2864601_0.494,2864601_0.481,0.9697582165982689
2864601_0.494,2864601_0.289,0.9044707960278727
2864601_0.494,2864601_0.393,0.9899100788624408
2864601_0.494,2864601_0.406,0.9764855431500108
2864601_0.494,2864601_0.206,1.0796088058362847
2864601_0.494,2864601_0.284,2.0428822125671844
2864601_0.494,2864601_0.235,0.8590767312119174
2864601_0.494,2864601_0.405,1.1698859136672235
2864601_0.494,2864601_0.398,1.2242905302877036
2864601_0.494,2864601_0.358,1.053302471155558
2864601_0.494,2864601_0.242,1.0032500443639398
2864601_0.494,2864601_0.490,0.8493812372060516
2864601_0.494,2864601_0.263,0.9462941323758449
2864601_0.494,2864601_0.211,1.0598679590328204
2864601_0.494,2864601_0.292,2.3421461297448443
2864601_0.494,2864601_0.276,0.8081981777291929
2864601_0.494,2864601_0.427,0.8860971616789411
2864601_0.494,2864601_0.461,0.7817640020502933
2864601_0.494,2864601_0.471,0.977942616493239
2864601_0.494,2864601_0.440,1.4247248184577561
2864601_0.494,2864601_0.457,0.890895400784127
2864601_0.494,2864601_0.400,0.815334788235993
2864601_0.494,2864601_0.385,2.5824971758499977
2864601_0.494,2864601_0.350,0.8442833766408031
2864601_0.494,2864601_0.416,1.7580046256811046
2864601_0.494,2864601_0.342,0.8112846934508404
2864601_0.494,2864601_0.359,0.818304936449744
2864601_0.494,2864601_0.475,0.9798769583852623
2864601_0.494,2864601_0.462,4.903074215460587
2864601_0.494,2864601_0.268,3.426364774816577
2864601_0.494,2864601_0.262,1.0183591494453725
2864601_0.494,2864601_0.485,1.4451855255086667
2864601_0.494,2864601_0.473,1.0488524997029833
2864601_0.494,2864601_0.189,1.8848801019593824
2864601_0.494,2864601_0.395,1.5091969378570114
2864601_0.494,2864601_0.237,1.1699201823350194
2864601_0.494,2864601_0.372,0.9633396076728342
2864601_0.494,2864601_0.472,0.9402830161859187
2864601_0.494,2864601_0.436,1.8273591779493967
2864601_0.494,2864601_0.454,1.1419451563536651
2864601_0.494,2864601_0.377,0.9700123400470411
2864601_0.494,2864601_0.212,1.6227114615933533
2864601_0.494,2864601_0.123,1.0431023911108437
2864601_0.494,2864601_0.288,1.1220198544825501
2864601_0.494,2864601_0.349,0.7349684938169696
2864601_0.494,2864601_0.510,1.0988427073342084
2864601_0.494,2864601_0.376,1.0426203470520137
2864601_0.494,2864601_0.305,1.2333359235020587
2864601_0.494,2864601_0.496,1.0891006972542712
2864601_0.494,2864601_0.261,1.0718864350166804
2864601_0.494,2864601_0.252,1.184623268243027
2864601_0.494,2864601_0.208,1.0527375827680323
2864601_0.494,2864601_0.230,0.8915125202168075
2864601_0.494,2864601_0.452,0.8707770918359483
2864601_0.494,2864601_0.498,0.9390158446410573
2864601_0.494,2864601_0.271,1.3308963159713
2864601_0.494,2864601_0.450,3.63574631952004
2864601_0.494,2864601_0.46,1.0656475813243624
2864601_0.494,2864601_0.308,0.9252556168734766
2864601_0.494,2864601_0.163,1.0755692876906293
2864601_0.494,2864601_0.246,0.955684190721906
2864601_0.494,2864601_0.438,0.9294855049006152
2864601_0.494,2864601_0.362,1.027286542564041
2864601_0.494,2864601_0.136,1.0779616823561382
2864601_0.494,2864601_0.250,1.1881422956622611
2864601_0.494,2864601_0.247,0.8989866655635531
2864601_0.494,2864601_0.382,3.671574198675348
2864601_0.494,2864601_0.307,0.9694720114139812
2864601_0.494,2864601_0.339,1.4139873976824633
2864601_0.494,2864601_0.426,1.7652060035014212
2864601_0.494,2864601_0.379,1.202816830351249
2864601_0.260,2864601_0.434,0.9575327303617436
2864601_0.260,2864601_0.460,1.0601663320931272
2864601_0.260,2864601_0.402,1.0629258138977316
2864601_0.260,2864601_0.279,0.8229273160706951
2864601_0.260,2864601_0.353,1.0167732688157867
2864601_0.260,2864601_0.175,1.045040754638174
2864601_0.260,2864601_0.277,1.0072840677728356
2864601_0.260,2864601_0.463,1.965894992764136
2864601_0.260,2864601_0.229,1.055392672689719
2864601_0.260,2864601_0.224,1.0465064958245325
2864601_0.260,2864601_0.373,0.964929394410436
2864601_0.260,2864601_0.481,1.025930710401342
2864601_0.260,2864601_0.289,1.0706567830981921
2864601_0.260,2864601_0.393,1.0128857154986743
2864601_0.260,2864601_0.406,1.0859724716016255
2864601_0.260,2864601_0.206,0.976375078057917
2864601_0.260,2864601_0.284,2.1381536899672016
2864601_0.260,2864601_0.235,1.2092124296538447
2864601_0.260,2864601_0.405,1.1287595950207543
2864601_0.260,2864601_0.398,1.2312290194048028
2864601_0.260,2864601_0.358,1.123935528276802
2864601_0.260,2864601_0.242,0.9143093347892677
2864601_0.260,2864601_0.490,1.049635091629664
2864601_0.260,2864601_0.263,0.945878655192911
2864601_0.260,2864601_0.211,1.2119465968343024
2864601_0.260,2864601_0.292,2.3135013483739773
2864601_0.260,2864601_0.276,1.038245150242561
2864601_0.260,2864601_0.427,1.0374325744394066
2864601_0.260,2864601_0.461,1.0936833292079242
2864601_0.260,2864601_0.471,0.9766822732446091
2864601_0.260,2864601_0.440,1.4147276139161522
2864601_0.260,2864601_0.457,1.0221516234338095
2864601_0.260,2864601_0.400,0.9933960546969369
2864601_0.260,2864601_0.385,2.648453966663614
2864601_0.260,2864601_0.350,1.0656862747006708
2864601_0.260,2864601_0.416,1.7507939627347033
2864601_0.260,2864601_0.342,1.0920290984326162
2864601_0.260,2864601_0.359,0.9399925913631466
2864601_0.260,2864601_0.475,1.0822196018172892
2864601_0.260,2864601_0.462,4.7428413378939585
2864601_0.260,2864601_0.268,3.498089617538935
2864601_0.260,2864601_0.262,0.9853784367916484
2864601_0.260,2864601_0.485,1.4178190768889731
2864601_0.260,2864601_0.473,1.1094215335427218
2864601_0.260,2864601_0.189,1.9294095073105764
2864601_0.260,2864601_0.395,1.4651210447470433
2864601_0.260,2864601_0.237,1.2513202223461972
2864601_0.260,2864601_0.372,1.0565546891729347
2864601_0.260,2864601_0.472,1.0428384868433542
2864601_0.260,2864601_0.436,1.7263718822693603
2864601_0.260,2864601_0.454,1.2674981119869482
2864601_0.260,2864601_0.377,1.0938186077615077
2864601_0.260,2864601_0.212,1.6712538947829039
2864601_0.260,2864601_0.123,1.1658153996512195
2864601_0.260,2864601_0.288,0.9980004637184561
2864601_0.260,2864601_0.349,0.9598302015892397
2864601_0.260,2864601_0.510,1.0021034156498885
2864601_0.260,2864601_0.376,1.043174106502996
2864601_0.260,2864601_0.305,1.0379502656259072
2864601_0.260,2864601_0.496,1.1471729541063895
2864601_0.260,2864601_0.261,1.1145501875565136
2864601_0.260,2864601_0.252,0.997022198479327
2864601_0.260,2864601_0.208,0.9947060808765456
2864601_0.260,2864601_0.230,1.0150549951270522
2864601_0.260,2864601_0.452,1.1046517464133023
2864601_0.260,2864601_0.498,1.0032257845206274
2864601_0.260,2864601_0.271,1.0868384876349042
2864601_0.260,2864601_0.450,3.5216360482263127
2864601_0.260,2864601_0.46,0.998612189627605
2864601_0.260,2864601_0.308,1.0606020526910096
2864601_0.260,2864601_0.163,1.0207412679395538
2864601_0.260,2864601_0.246,1.1422764065608242
2864601_0.260,2864601_0.438,0.9897147269755954
2864601_0.260,2864601_0.362,0.9488746684081214
2864601_0.260,2864601_0.136,1.2395858966847648
2864601_0.260,2864601_0.250,1.2694788710520133
2864601_0.260,2864601_0.247,1.048117230279033
2864601_0.260,2864601_0.382,3.712878912861112
2864601_0.260,2864601_0.307,0.8963930368830804
2864601_0.260,2864601_0.339,1.5565067078358783
2864601_0.260,2864601_0.426,1.9141748586897136
2864601_0.260,2864601_0.379,1.1374547928171836
2864601_0.434,2864601_0.460,1.0677444454904614
2864601_0.434,2864601_0.402,0.9513414603200752
2864601_0.434,2864601_0.279,0.9951205755293754
2864601_0.434,2864601_0.353,0.929243633292675
2864601_0.434,2864601_0.175,1.0906678980718372
2864601_0.434,2864601_0.277,1.0930134255161417
2864601_0.434,2864601_0.463,1.7459345006852898
2864601_0.434,2864601_0.229,1.1814927018007366
2864601_0.434,2864601_0.224,0.9984705846607109
2864601_0.434,2864601_0.373,1.0838339882444787
2864601_0.434,2864601_0.481,1.0244578713506596
2864601_0.434,2864601_0.289,0.9377955500268215
2864601_0.434,2864601_0.393,1.1399448162144092
2864601_0.434,2864601_0.406,1.0068698441177226
2864601_0.434,2864601_0.206,1.00131633653801
2864601_0.434,2864601_0.284,2.0656603721560254
2864601_0.434,2864601_0.235,1.0607239849710683
2864601_0.434,2864601_0.405,1.0603073210642513
2864601_0.434,2864601_0.398,1.2360910424506248
2864601_0.434,2864601_0.358,1.1239220661819629
2864601_0.434,2864601_0.242,1.0434481482185414
2864601_0.434,2864601_0.490,0.9833720859129957
2864601_0.434,2864601_0.263,0.9656768675101495
2864601_0.434,2864601_0.211,1.1320151346383784
2864601_0.434,2864601_0.292,2.2781831306299214
2864601_0.434,2864601_0.276,0.9474891095901677
2864601_0.434,2864601_0.427,1.0309585069085816
2864601_0.434,2864601_0.461,1.0061732756148056
2864601_0.434,2864601_0.471,1.0123089161270378
2864601_0.434,2864601_0.440,1.527361565554026
2864601_0.434,2864601_0.457,0.96711031766178
2864601_0.434,2864601_0.400,0.8252735521468758
2864601_0.434,2864601_0.385,2.5398112377070126
2864601_0.434,2864601_0.350,0.989550370351902
2864601_0.434,2864601_0.416,1.7736828259122919
2864601_0.434,2864601_0.342,1.0243989549960801
2864601_0.434,2864601_0.359,1.0104601307922216
2864601_0.434,2864601_0.475,1.1551707225429646
2864601_0.434,2864601_0.462,4.8724207615716155
2864601_0.434,2864601_0.268,3.466429784445257
2864601_0.434,2864601_0.262,1.1064902100625402
2864601_0.434,2864601_0.485,1.4665589091813689
2864601_0.434,2864601_0.473,1.218851096427553
2864601_0.434,2864601_0.189,1.8893392289857047
2864601_0.434,2864601_0.395,1.5154527352221558
2864601_0.434,2864601_0.237,1.1688821565614118
2864601_0.434,2864601_0.372,1.076540603492361
2864601_0.434,2864601_0.472,1.0070466753861829
2864601_0.434,2864601_0.436,1.7001749920950757
2864601_0.434,2864601_0.454,1.111880463767687
2864601_0.434,2864601_0.377,1.0580744521206544
2864601_0.434,2864601_0.212,1.5744876356530044
2864601_0.434,2864601_0.123,1.142563544513117
2864601_0.434,2864601_0.288,1.1508598579472555
2864601_0.434,2864601_0.349,0.8721972489960145
2864601_0.434,2864601_0.510,1.1569416324856667
2864601_0.434,2864601_0.376,1.0814475710993559
2864601_0.434,2864601_0.305,1.1807949548205
2864601_0.434,2864601_0.496,1.2014153593039063
2864601_0.434,2864601_0.261,1.1066999518626237
2864601_0.434,2864601_0.252,1.1139484244437339
2864601_0.434,2864601_0.208,0.929304722563193
2864601_0.434,2864601_0.230,0.9632774777892191
2864601_0.434,2864601_0.452,1.0031561987817015
2864601_0.434,2864601_0.498,1.0611896184451686
2864601_0.434,2864601_0.271,1.2913993062013365
2864601_0.434,2864601_0.450,3.5458008096282927
2864601_0.434,2864601_0.46,1.122442839531551
2864601_0.434,2864601_0.308,1.0222801928257046
2864601_0.434,2864601_0.163,0.9409978508549333
2864601_0.434,2864601_0.246,0.9601427731937103
2864601_0.434,2864601_0.438,0.9678727239324826
2864601_0.434,2864601_0.362,1.0008667692179676
2864601_0.434,2864601_0.136,1.2011771954347217
2864601_0.434,2864601_0.250,1.301661369524643
2864601_0.434,2864601_0.247,0.9836386903007867
2864601_0.434,2864601_0.382,3.6606350671737733
2864601_0.434,2864601_0.307,0.9450492836063356
2864601_0.434,2864601_0.339,1.3579421098058777
2864601_0.434,2864601_0.426,1.7622284643715778
2864601_0.434,2864601_0.379,1.1169575326599797
2864601_0.460,2864601_0.402,1.1285339883652248
2864601_0.460,2864601_0.279,1.080473969999931
2864601_0.460,2864601_0.353,0.9985265216909026
2864601_0.460,2864601_0.175,1.072966321817743
2864601_0.460,2864601_0.277,1.0751287264004532
2864601_0.460,2864601_0.463,2.0002525214039837
2864601_0.460,2864601_0.229,1.1202018310639998
2864601_0.460,2864601_0.224,1.140259267097636
2864601_0.460,2864601_0.373,1.1284514306516609
2864601_0.460,2864601_0.481,0.9464658000102016
2864601_0.460,2864601_0.289,1.0066972469131534
2864601_0.460,2864601_0.393,1.0226007399845514
2864601_0.460,2864601_0.406,1.2324104994645104
2864601_0.460,2864601_0.206,1.134619270937979
2864601_0.460,2864601_0.284,2.1335005910235365
2864601_0.460,2864601_0.235,1.033116983476686
2864601_0.460,2864601_0.405,1.1803959413226763
2864601_0.460,2864601_0.398,1.2228152477100316
2864601_0.460,2864601_0.358,0.996780180328035
2864601_0.460,2864601_0.242,1.0477420177912207
2864601_0.460,2864601_0.490,1.0305614654609359
2864601_0.460,2864601_0.263,1.0384713453380912
2864601_0.460,2864601_0.211,1.197299857565349
2864601_0.460,2864601_0.292,2.3891131447317293
2864601_0.460,2864601_0.276,0.8655938296532345
2864601_0.460,2864601_0.427,0.9092577659494626
2864601_0.460,2864601_0.461,0.916877590403441
2864601_0.460,2864601_0.471,1.0459436007489473
2864601_0.460,2864601_0.440,1.4053813985562051
2864601_0.460,2864601_0.457,1.0945843016976378
2864601_0.460,2864601_0.400,0.9381138267572171
2864601_0.460,2864601_0.385,2.6736510046232422
2864601_0.460,2864601_0.350,0.9637201737188757
2864601_0.460,2864601_0.416,1.6677046309514303
2864601_0.460,2864601_0.342,0.8663703963446073
2864601_0.460,2864601_0.359,0.878772789316783
2864601_0.460,2864601_0.475,1.04462789143615
2864601_0.460,2864601_0.462,4.801828013367563
2864601_0.460,2864601_0.268,3.464813228820303
2864601_0.460,2864601_0.262,1.074126086650677
2864601_0.460,2864601_0.485,1.414950958956035
2864601_0.460,2864601_0.473,1.1229138550463815
2864601_0.460,2864601_0.189,1.9307378958718286
2864601_0.460,2864601_0.395,1.4509524079575733
2864601_0.460,2864601_0.237,1.2608652133850342
2864601_0.460,2864601_0.372,1.0704455355197378
2864601_0.460,2864601_0.472,1.0429664533098237
2864601_0.460,2864601_0.436,1.8202317798714103
2864601_0.460,2864601_0.454,1.2855649894799104
2864601_0.460,2864601_0.377,1.1337861903591455
2864601_0.460,2864601_0.212,1.7171555798552225
2864601_0.460,2864601_0.123,1.0658327452054106
2864601_0.460,2864601_0.288,1.1309043673285657
2864601_0.460,2864601_0.349,0.939086923574231
2864601_0.460,2864601_0.510,0.981496399930449
2864601_0.460,2864601_0.376,1.0284428075536873
2864601_0.460,2864601_0.305,1.354970866092789
2864601_0.460,2864601_0.496,1.137397304585566
2864601_0.460,2864601_0.261,1.1077453965067041
