left_outcome,right_outcome,regime,sample_count,spearman,pearson,resampling_unit,interval_kind,spearman_interval_lower,spearman_interval_upper,spearman_finite_resamples,pearson_interval_lower,pearson_interval_upper,pearson_finite_resamples
ensemble_spread,ensemble_absolute_error,all,1000,0.7614159519844477,0.6520737143019956,equilibrium_files,grouped_resample_sensitivity_interval,0.7302924567379097,0.7942374912103701,500,0.5917810769026929,0.7093497108453793,500
ensemble_spread,ensemble_absolute_error,stable_or_near_floor,240,0.8285069308959837,0.7491467893656094,equilibrium_files,grouped_resample_sensitivity_interval,0.765690675638277,0.8756222788510558,500,0.6356702537632387,0.9044729725482745,500
ensemble_spread,ensemble_absolute_error,unstable,760,0.5745359578822714,0.610551616237169,equilibrium_files,grouped_resample_sensitivity_interval,0.5170214359767968,0.6193585496837996,500,0.5405183567922965,0.6724203022070973,500
