member_id,row_id,function,perturbation,validity,signed_change_native,absolute_change_native,estimand
2864601_0.386,30584,original_f,random_joint_shift,exact_symmetry,0.004498481750488281,0.004498481750488281,"native max(log Q, -2)"
2864601_0.386,30783,original_f,random_joint_shift,exact_symmetry,-0.005612373352050781,0.005612373352050781,"native max(log Q, -2)"
2864601_0.386,30941,original_f,random_joint_shift,exact_symmetry,-0.03052520751953125,0.03052520751953125,"native max(log Q, -2)"
2864601_0.386,30959,original_f,random_joint_shift,exact_symmetry,-0.04349327087402344,0.04349327087402344,"native max(log Q, -2)"
2864601_0.386,31026,original_f,random_joint_shift,exact_symmetry,0.04313671588897705,0.04313671588897705,"native max(log Q, -2)"
2864601_0.386,31355,original_f,random_joint_shift,exact_symmetry,-0.24341249465942383,0.24341249465942383,"native max(log Q, -2)"
2864601_0.386,31450,original_f,random_joint_shift,exact_symmetry,-0.08464014530181885,0.08464014530181885,"native max(log Q, -2)"
2864601_0.386,31850,original_f,random_joint_shift,exact_symmetry,-0.1360185146331787,0.1360185146331787,"native max(log Q, -2)"
2864601_0.386,31920,original_f,random_joint_shift,exact_symmetry,-0.04175400733947754,0.04175400733947754,"native max(log Q, -2)"
2864601_0.386,31970,original_f,random_joint_shift,exact_symmetry,-0.23466968536376953,0.23466968536376953,"native max(log Q, -2)"
2864601_0.386,32032,original_f,random_joint_shift,exact_symmetry,0.13544785976409912,0.13544785976409912,"native max(log Q, -2)"
2864601_0.386,32037,original_f,random_joint_shift,exact_symmetry,-0.23620188236236572,0.23620188236236572,"native max(log Q, -2)"
2864601_0.386,32148,original_f,random_joint_shift,exact_symmetry,-0.10615789890289307,0.10615789890289307,"native max(log Q, -2)"
2864601_0.386,32578,original_f,random_joint_shift,exact_symmetry,-0.06382179260253906,0.06382179260253906,"native max(log Q, -2)"
2864601_0.386,32941,original_f,random_joint_shift,exact_symmetry,-0.004023730754852295,0.004023730754852295,"native max(log Q, -2)"
2864601_0.386,32975,original_f,random_joint_shift,exact_symmetry,-0.01654815673828125,0.01654815673828125,"native max(log Q, -2)"
2864601_0.386,33091,original_f,random_joint_shift,exact_symmetry,-0.056012943387031555,0.056012943387031555,"native max(log Q, -2)"
2864601_0.386,33550,original_f,random_joint_shift,exact_symmetry,0.0007941722869873047,0.0007941722869873047,"native max(log Q, -2)"
2864601_0.386,33553,original_f,random_joint_shift,exact_symmetry,-0.11762911081314087,0.11762911081314087,"native max(log Q, -2)"
2864601_0.386,33735,original_f,random_joint_shift,exact_symmetry,0.0,0.0,"native max(log Q, -2)"
2864601_0.386,33758,original_f,random_joint_shift,exact_symmetry,-0.15164709091186523,0.15164709091186523,"native max(log Q, -2)"
2864601_0.386,35209,original_f,random_joint_shift,exact_symmetry,-0.013460159301757812,0.013460159301757812,"native max(log Q, -2)"
2864601_0.386,35442,original_f,random_joint_shift,exact_symmetry,-0.00031566619873046875,0.00031566619873046875,"native max(log Q, -2)"
2864601_0.386,35560,original_f,random_joint_shift,exact_symmetry,0.0,0.0,"native max(log Q, -2)"
2864601_0.386,35565,original_f,random_joint_shift,exact_symmetry,0.0002970695495605469,0.0002970695495605469,"native max(log Q, -2)"
2864601_0.386,35630,original_f,random_joint_shift,exact_symmetry,0.1781243085861206,0.1781243085861206,"native max(log Q, -2)"
2864601_0.386,35648,original_f,random_joint_shift,exact_symmetry,-0.08681702613830566,0.08681702613830566,"native max(log Q, -2)"
