row_id,equilibrium_file,equilibrium_class,stability,target_native,ensemble_mean_native,ensemble_spread_native,ensemble_absolute_error_native,failure_category,support_warning_score,a_over_lt,a_over_ln,q_stds,symmetry_error,motif_activation_dispersion,concept_activation_dispersion,nfp,iota,shat,d_pressure_d_s,aspect,rho,aspect_over_rho
1596,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000402.h5,0,stable_or_near_floor,-2.0,-1.9989679,0.011938535591669323,0.001032114028930664,unanimous_success,0.1875,1.2963321208953857,3.5341105461120605,1.1544182854095197e-07,0.00059854984,0.09190752044147962,0.3720099718059185,2.0,-0.3826151934374561,-0.0362271344147284,-7551.244185067511,5.462525367736816,0.8222443112121511,6.64343345797549
1766,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000444.h5,0,unstable,1.5468908548355103,1.2430156,0.1732153024177875,0.303875207901001,high_spread_low_error,0.4375,4.719461917877197,-0.3948129415512085,4.696844100952148,0.033214927,0.25120313733267785,1.0036625729397637,2.0,-0.26525627863998064,0.22475641029775226,-6161.438688795835,5.340968608856201,0.8382963039615167,6.371218128502433
2004,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000504.h5,0,stable_or_near_floor,-2.0,-1.6265393,0.22950495689404055,0.37346065044403076,high_spread_low_error,0.375,3.077700138092041,0.1455884426832199,5.160740670362429e-07,0.03353846,0.34177841152215693,1.2443556232117494,2.0,-0.2377374469405071,-0.05198017895425057,-6325.944295976357,5.237170219421387,0.6980542553478446,7.502526027596055
2023,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000509.h5,0,unstable,4.462491035461426,4.440427,0.28419298775344215,0.022064208984375,high_spread_low_error,0.8125,3.6627719402313232,0.6906870603561401,86.70320892333984,0.06573677,0.1413467302616394,1.2662137457292493,2.0,-0.3573484534104614,-0.2210775619936461,-51649.16139661429,3.114131212234497,0.5517464024711334,5.644135056045833
2091,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000526.h5,0,unstable,0.8716307282447815,0.794581,0.08061497279258083,0.07704973220825195,unanimous_success,0.328125,1.2919080257415771,0.43998709321022034,2.3908064365386963,0.046081305,0.06766446016647173,0.4968582919623439,2.0,-0.26896456466769975,-0.008142350872137424,-1050.5378636787163,3.4368350505828857,0.3779957283766012,9.092258966373107
2532,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000637.h5,0,stable_or_near_floor,-2.0,-1.9694618,0.041116470855196006,0.030538201332092285,unanimous_success,1.0,3.850400924682617,2.7118282318115234,0.06329391151666641,0.0010925531,0.32060210837309644,0.9147054355763931,2.0,-0.27662610521336106,-0.276441339383205,-19468.16796035433,8.401308059692383,0.5512343121776222,15.24090187075521
2545,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000641.h5,0,unstable,4.527513027191162,3.7764993,0.38426193563157746,0.7510137557983398,high_spread_high_error,0.546875,1.5542140007019043,0.3252461850643158,92.5281753540039,0.0,0.1615465363592116,1.1268512573555747,2.0,-0.43218346647605965,0.01678001140493985,-66687.30004970914,6.636191368103027,0.1898661873053018,34.9519388485541
2557,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000644.h5,0,unstable,2.515554904937744,2.3845453,0.2122965302805091,0.13100957870483398,high_spread_low_error,0.53125,1.1169103384017944,0.2780963182449341,12.37347412109375,0.05054474,0.1491314985697059,1.0837154024482745,2.0,-0.26010515776606385,0.4075142554758526,-8961.580213909172,4.978497505187988,0.6999423100674954,7.112725482630007
2721,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000685.h5,0,stable_or_near_floor,-1.9343392848968506,-1.7630074,0.21842661465803728,0.17133188247680664,high_spread_low_error,0.484375,0.6473765969276428,-0.021756552159786224,0.14451971650123596,0.059189677,0.06488075224633821,0.29733947455395626,2.0,-0.458197097839767,-0.05784077296070962,-15434.171749341138,5.683304309844971,0.3214956964035518,17.677699494649232
3269,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000823.h5,0,unstable,0.9009987711906433,0.81703573,0.0753425111508797,0.08396303653717041,unanimous_success,0.375,1.2684509754180908,0.5281643867492676,2.4620609283447266,0.05470085,0.09146445704640982,0.5086950424392811,2.0,-0.30540359019224395,-0.04464278173992556,-14090.763706135951,5.067728519439697,0.2869150637479132,17.662817884990034
3436,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000865.h5,0,stable_or_near_floor,-2.0,-2.0030243,0.010628150628821859,0.0030243396759033203,unanimous_success,0.640625,0.9944862723350525,1.5860697031021118,9.762896269194243e-08,0.00072574615,0.17005188514606934,0.420251184550216,2.0,-0.3273878733961016,0.09929083577065068,-4932.219645002205,8.197948455810547,0.45033011566388503,18.204308729663747
3497,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000880.h5,0,unstable,0.4648672342300415,0.9196463,0.10775413582413366,0.45477908849716187,unanimous_success,0.40625,4.197283744812012,0.6683399677276611,1.5918028354644775,0.029337883,0.3032208060403619,1.0458854718232096,2.0,-0.2602565326779929,0.07205957799923626,-7000.449588148781,5.272176265716553,0.7502409614089298,7.027310606735688
3643,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000917.h5,0,unstable,1.7825825214385986,1.5712154,0.08182561676302197,0.21136713027954102,unanimous_success,0.5,1.745578408241272,0.7905091643333435,5.9451904296875,0.012880206,0.12549411623270795,0.5622009283694218,2.0,-0.4141288453229631,0.003503758441939223,-80535.7904264078,4.970755577087402,0.18078132750367237,27.495956832081713
3737,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000940.h5,0,unstable,-1.2940174341201782,-0.40636075,0.5252859755081895,0.8876566886901855,high_spread_high_error,0.765625,0.9143383502960205,0.08154667913913727,0.27416712045669556,0.13241914,0.14929315967956155,0.671799550416051,2.0,-0.5461924083665407,0.0031010040279683317,-16840.769213114356,5.004940509796143,0.10934962592915354,45.7700743579936
4387,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001104.h5,0,unstable,-1.8767303228378296,-1.4450634,0.19663834222091395,0.4316669702529907,high_spread_low_error,0.34375,1.8930085897445679,0.41002586483955383,0.15308983623981476,0.016662002,0.16792967941677311,0.7846466339898472,2.0,-0.24241533842449398,-0.019894173454757823,-20396.648438435073,4.388138771057129,0.3233440910633334,13.571111680521245
4415,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001111.h5,0,unstable,-0.0008617775747552514,-0.08455958,0.12395854360616056,0.08369780459906906,unanimous_success,0.21875,1.4639354944229126,0.6553667783737183,0.999138593673706,0.0038701817,0.10604854495231036,0.4264198363058953,2.0,-0.3258600842807072,0.0025519408670053624,-1338.030255881165,4.697968482971191,0.207749568535593,22.613613669990873
4589,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001155.h5,0,unstable,1.937544345855713,1.834996,0.09264846538435072,0.10254836082458496,unanimous_success,0.28125,1.7973695993423462,0.4834042489528656,6.941683292388916,0.010964394,0.06965446376223919,0.38304735255138544,2.0,-0.45366573451700565,-0.02400520463245281,-34683.57654365032,4.100578784942627,0.4103031886444879,9.994021246799576
4798,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001207.h5,0,unstable,0.6036708950996399,0.0481657,0.26900554877884086,0.5555051937699318,high_spread_high_error,0.140625,1.0246310234069824,-0.25202420353889465,1.8288198709487915,0.16110104,0.08118522968227837,0.5508801100834423,2.0,-0.35582524570248236,-0.15077923859276818,-33077.48435470113,3.901670455932617,0.5476983575306091,7.123757817211575
5052,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001272.h5,0,unstable,1.0126317739486694,0.8877956,0.0808429250494576,0.12483614683151245,unanimous_success,1.0,1.1438112258911133,0.03755893558263779,2.7528364658355713,0.031520486,0.16591390160162942,0.4784582359908073,2.0,-0.266024708465212,0.011952390032484607,-18024.85299108817,8.082123756408691,0.2363055585101801,34.20200441903914
5181,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001304.h5,0,unstable,1.1268283128738403,0.9737471,0.07752955103797574,0.1530812382698059,unanimous_success,0.921875,1.218807339668274,0.28983500599861145,3.0858535766601562,0.004792094,0.14622771248837987,0.5517256315207844,2.0,-0.27124503281502144,-0.018731348199667347,-19631.22061269603,7.913419246673584,0.19059703938333583,41.51910896557958
5384,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001355.h5,0,stable_or_near_floor,-1.9847023487091064,-1.5702244,0.22900945057432504,0.4144779443740845,high_spread_low_error,0.671875,0.6690587401390076,0.13087989389896393,0.13742150366306305,0.112056375,0.07762402749932293,0.45480564570514675,2.0,-0.37271903033069625,0.010167964937997336,-26433.70539915024,4.726311683654785,0.09057209422799517,52.1828685086749
5817,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001464.h5,0,unstable,1.0625438690185547,0.7699989,0.09417767753276893,0.292544960975647,unanimous_success,0.671875,0.9729540944099426,0.22170254588127136,2.8937227725982666,2.0205975e-05,0.12343067902579237,0.4445614930843155,2.0,-0.3559257039648662,0.009078336159707616,-5114.121361612984,7.088863372802734,0.1723308233432691,41.135202834157475
6232,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001568.h5,0,unstable,1.6981406211853027,1.7893996,0.11827502608691187,0.09125900268554688,unanimous_success,0.28125,2.576599359512329,1.4092004299163818,5.463778495788574,0.008641124,0.16634300430833715,0.6538492499061058,2.0,-0.23490292163036725,0.08692962662452,-2089.4645222833487,6.191605091094971,0.9317755407867964,6.644953446477834
6627,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001667.h5,0,unstable,3.0140912532806396,2.9945283,0.1645898016052802,0.019562959671020508,high_spread_low_error,0.671875,2.7163898944854736,1.3166000843048096,20.370569229125977,0.021389723,0.1688982254439268,1.1835954196226557,2.0,-0.498194298054972,0.05979783395985966,-29203.469365212946,3.624668836593628,0.5407644966692021,6.702860226437757
6645,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001672.h5,0,unstable,0.23391138017177582,0.027615223,0.23576495559658311,0.206296157091856,high_spread_low_error,0.296875,1.0455119609832764,-0.1341572403907776,1.2635325193405151,0.08031121,0.08521322209152844,0.44782626347949256,2.0,-0.3249510266824342,-0.08248207834668861,-6888.29238040009,4.446946144104004,0.4879090713400085,9.114292816673348
6724,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001691.h5,0,unstable,-1.5231740474700928,-1.0290552,0.298369260102637,0.4941188097000122,high_spread_low_error,0.421875,1.3223215341567993,0.2091600000858307,0.2180187851190567,0.082817554,0.15282001795712707,0.4079047182901197,2.0,-0.37245554074911713,-0.03248635105357998,-8266.540967272966,9.861982345581055,0.5746469219415621,17.16181183440491
6727,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001692.h5,0,unstable,-1.1569825410842896,-0.84158576,0.1685543403327278,0.315396785736084,high_spread_low_error,0.78125,2.549062490463257,-0.32096749544143677,0.3144335448741913,0.0018497109,0.26369281325163996,0.8765696998002522,2.0,-0.31848646698631233,0.04797393978719488,-163.8338455146687,8.915397644042969,0.8092119981234264,11.017381927996492
7271,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001828.h5,0,unstable,0.1739904135465622,-0.07386932,0.16571604192921244,0.24785973131656647,high_spread_low_error,0.609375,1.3368514776229858,0.10973340272903442,1.1900441646575928,0.0,0.10931252101417235,0.4393706848033046,2.0,-0.3894515441033016,0.016628365145717628,-11110.468792506714,7.1748433113098145,0.23607439263786445,30.392298085103818
7442,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001871.h5,0,stable_or_near_floor,-2.0,-1.9973786,0.019559852761498832,0.0026214122772216797,unanimous_success,0.9375,3.157550811767578,3.716560125350952,7.014268987859396e-08,0.00062024593,0.3668909698354892,1.0822170401064797,2.0,-0.24087254951889864,-0.03533140469851086,-1354.1164190792704,6.609411239624023,0.9317197954940364,7.093775694783258
7467,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001878.h5,0,unstable,1.0208245515823364,1.0588088,0.08871665409017268,0.037984251976013184,unanimous_success,0.453125,1.339295744895935,-0.03653128445148468,2.775482416152954,0.043828607,0.08367793064114147,0.37397989852184454,2.0,-0.33206117536380314,-0.13710100361606453,-7044.055751470126,5.656120777130127,0.4596204910484666,12.306067478035251
7764,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001952.h5,0,stable_or_near_floor,-2.0,-1.978352,0.028873794334496737,0.021648049354553223,unanimous_success,0.328125,1.4739819765090942,0.025626812130212784,1.2377894336168538e-06,0.0053589344,0.22350162602536605,0.801531173991335,2.0,-0.4666699402853223,0.02674087898600598,-27559.673571319374,9.554875373840332,0.25874741061041373,36.92742412880317
7895,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001985.h5,0,unstable,3.973263740539551,3.387288,0.16784893986615132,0.5859756469726562,high_spread_high_error,0.875,8.550597190856934,1.6012234687805176,53.15774154663086,0.03626275,0.22067972307874723,0.5945416279974378,2.0,-0.42811155008192436,-0.5853999858882803,-16495.756261311006,4.9967360496521,0.9154964182211429,5.457952592934244
7975,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002005.h5,0,unstable,0.34865421056747437,0.31072444,0.08370072518263669,0.03792977333068848,unanimous_success,0.6875,3.0622971057891846,1.036831259727478,1.417159080505371,0.012868553,0.24833933559388455,0.7136686128572263,2.0,-0.21913558352818524,0.026525924716615076,-1828.0927827709202,5.7758893966674805,0.7270269544130374,7.9445326773759355
8018,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002016.h5,0,unstable,0.543563723564148,0.4217326,0.09098607950691956,0.12183111906051636,unanimous_success,0.796875,3.229166030883789,-0.17189724743366241,1.7221331596374512,0.008517593,0.3035456629001942,0.7853541153995316,2.0,-0.30425558162913263,-0.09688428028889574,-5544.409168874325,8.871745109558105,0.7462407705017537,11.888582693750388
8376,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002106.h5,0,unstable,6.615955352783203,6.556427,0.3635523089449935,0.059528350830078125,high_spread_low_error,0.546875,3.7836787700653076,0.21341706812381744,746.9178466796875,0.09120226,0.19669550288265636,1.4277909958201904,2.0,-0.3151627155371438,0.22815425258968297,-17656.288780522777,8.246170043945312,0.6205570324373644,13.288335500053552
8384,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002108.h5,0,unstable,2.816754102706909,3.0542765,0.20080898954967338,0.23752236366271973,high_spread_low_error,0.6875,1.9173048734664917,0.020598996430635452,16.722482681274414,0.09375763,0.10091988190710591,0.8032531213742,2.0,-0.43950738134465134,0.045305059217963975,-1956.385500270181,8.610855102539062,0.22584457950554082,38.12734899988072
8619,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002167.h5,0,stable_or_near_floor,-2.0,-2.005136,0.02761722936538285,0.005136013031005859,unanimous_success,0.65625,0.49160322546958923,0.6204755902290344,1.2583201680627099e-07,0.0011911392,0.11110675276058775,0.6337972342248342,2.0,-0.30732340198491026,0.0703565797670151,-22779.11982514215,5.602138519287109,0.31515032442373214,17.776083618288812
9514,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002392.h5,0,unstable,-0.7127097845077515,-0.6952879,0.07591219740208566,0.0174219012260437,unanimous_success,0.828125,3.0460267066955566,0.8257708549499512,0.49031373858451843,0.009144664,0.3193553699598642,1.0069440619761274,2.0,-0.2996593446287416,-0.11475099526937786,-7020.221440717463,6.917800426483154,0.6632292882214421,10.430480905079401
9583,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002409.h5,0,stable_or_near_floor,-2.0,-1.9967995,0.0185155479022576,0.003200531005859375,unanimous_success,0.9375,1.6967065334320068,0.6508432626724243,7.977344296250521e-08,0.0010619164,0.31225347468454345,0.7801767331498399,2.0,-0.2494893946431245,-0.020370487242613682,-19451.098146254968,8.575434684753418,0.3161968769555704,27.120554659868993
9909,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002492.h5,0,unstable,2.6299257278442383,2.6525397,0.07114195548276542,0.022614002227783203,unanimous_success,0.5,2.3348500728607178,0.3882450461387634,13.8727388381958,0.016274214,0.18068406273697638,0.5832626581870466,2.0,-0.218819313968079,-0.17454571760558107,-4749.891245670272,7.288535118103027,0.4123636459975152,17.675018612448067
10041,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002525.h5,0,unstable,-0.28861004114151,-0.69532156,0.17552416242897995,0.40671151876449585,high_spread_low_error,0.28125,1.4395849704742432,0.05214338004589081,0.7493043541908264,0.004560888,0.15135314252976043,0.484720718694729,2.0,-0.4190311809345557,0.011034973591418206,-1519.548302952409,8.606921195983887,0.12944582065961485,66.49052979946163
10068,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002532.h5,0,stable_or_near_floor,-2.0,-1.9977547,0.01273176894992329,0.002245306968688965,unanimous_success,0.5,1.4823167324066162,3.595329999923706,1.4071127907300252e-07,0.00026762486,0.09950363545364595,0.4064368625680332,2.0,-0.4152947978343145,-0.10331670599053487,-24336.19163455258,9.090553283691406,0.5939994381551281,15.303976232579076
10580,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002661.h5,0,unstable,1.0491973161697388,1.3909341,0.13990390038957165,0.3417367935180664,unanimous_success,0.265625,1.0106674432754517,0.028770441189408302,2.855358123779297,0.048036337,0.11378019879377187,0.725672178521886,2.0,-0.32788082516287237,0.047094544969291025,-4506.787542317757,8.409896850585938,0.28707784358466615,29.294830787265745
