member_id,stratifier,level,n,r2,mse,bias,residual_q01,residual_q05,residual_q25,residual_q50,residual_q75,residual_q95,residual_q99
2864601_0.353,a_over_LT_tertile,1,3261.0,0.9736732347418263,0.07355395173968605,0.002689335467914669,-0.8076318979263306,-0.38697850704193115,-0.0909426212310791,0.0025892257690429688,0.1012732982635498,0.41193872690200806,0.7393140554428103
2864601_0.353,a_over_LT_tertile,2,3262.0,0.9810972242091894,0.05555046475738854,-0.0016013971956162403,-0.6975373089313507,-0.3475546360015869,-0.11085489392280579,-0.0009703934192657471,0.11515390872955322,0.34334250986576065,0.6100387048721313
2864601_0.353,a_over_Ln_tertile,0,3262.0,0.9769926135088038,0.11126029164399183,0.0005588513489022902,-1.137925467789173,-0.4781607538461685,-0.062373071908950806,0.002505064010620117,0.08793795108795166,0.46800192445516536,0.9966008976101874
2864601_0.353,a_over_Ln_tertile,1,3261.0,0.9871258438656416,0.05913725692849789,0.0018457706221352208,-0.7586880564689636,-0.3265242576599121,-0.08134019374847412,-9.655952453613281e-06,0.08065998554229736,0.3501596450805664,0.6858621008694175
2864601_0.353,a_over_Ln_tertile,2,3262.0,0.9911385381854194,0.04384506433179216,0.0031624430484819507,-0.6657572823017835,-0.3184736516326666,-0.06724488735198975,0.001784980297088623,0.07750922441482544,0.33748035430908196,0.5873589062690732
2864601_0.353,equilibrium_class,0,5033.0,0.9840663141390372,0.07805415715823162,-0.003252632934715073,-0.858795657157898,-0.3995449721813202,-0.08340871334075928,0.0016959905624389648,0.08050376176834106,0.412090241909027,0.7636565518379217
2864601_0.353,equilibrium_class,1,1221.0,0.9823986457906284,0.08590407642790972,0.00746458049605766,-0.92171311378479,-0.41731786727905273,-0.06305837631225586,0.0009733438491821289,0.09449112415313721,0.3790860176086426,0.8722448825836179
2864601_0.353,equilibrium_class,2,1253.0,0.9852743063732087,0.06207908818427243,0.012305778184056829,-0.8017788171768189,-0.30138070732355116,-0.05253446102142334,0.0056449174880981445,0.08206057548522949,0.35584573745727466,0.6404448890686041
2864601_0.353,equilibrium_class,3,795.0,0.9893626424491787,0.04898917485602535,0.015829306380799824,-0.684120573401451,-0.3008965492248535,-0.05120968818664551,0.001236557960510254,0.09626823663711548,0.33515468835830675,0.6798309236764895
2864601_0.353,equilibrium_class,4,1483.0,0.9889742270251719,0.05686670548587184,-0.0017459673227067844,-0.7391839388012886,-0.32236891984939575,-0.07027876377105713,-0.0015079975128173828,0.07030785083770752,0.33828677535057056,0.6609445327520382
2864601_0.353,fixed_pair_split,test,994.0,0.9884538248647103,0.05589544242201489,0.01828723524215067,-0.6166680556535721,-0.332216303050518,-0.06070048362016678,0.0030980706214904785,0.09855625033378601,0.4183402433991428,0.7554085576534262
2864601_0.353,fixed_pair_split,train,7774.0,0.985113723586276,0.07216687765616928,-0.0012091716798305417,-0.8463729010522365,-0.38893253169953823,-0.07367408275604248,0.001238703727722168,0.08120258897542953,0.3713699042797084,0.7175774486362911
2864601_0.353,fixed_pair_split,validation,1017.0,0.983081048826721,0.0808405991841654,0.009223706127192931,-0.7930549097061157,-0.35707026720046997,-0.06257939338684082,0.003072381019592285,0.07302749156951904,0.42164025306701636,0.9241049271821997
2864601_0.353,equilibrium_in_train,True,9785.0,0.9852512878381968,0.07141545897157271,0.0018556893534032036,-0.814116598367691,-0.37325389385223384,-0.07128500938415527,0.0016547441482543945,0.0822221040725708,0.38018202781677246,0.7543897008895875
2864601_0.175,stability,stable_near_floor,3170.0,-1310.2503088386657,0.0347300998526105,0.03636370845585592,-0.06725925922393798,-0.033311128616333,-0.009115040302276611,0.0014590024948120117,0.016529560089111328,0.1678944706916805,0.9326444947719573
2864601_0.175,stability,unstable,6615.0,0.9677480278152799,0.09694920006140181,0.024580122710631327,-0.9240433076024055,-0.41242984533309934,-0.10480622947216034,0.02350473403930664,0.16044312715530396,0.4734770536422729,0.8699723112583159
2864601_0.175,flux_regime,high_flux,2205.0,0.8870428814488044,0.08100848430690887,0.011835548680385494,-0.8847458267211914,-0.3278497695922852,-0.0920417308807373,0.01871514320373535,0.12146234512329102,0.3761749744415283,0.8213560485839846
2864601_0.175,flux_regime,low_flux,2205.0,0.7197575448677056,0.15099798574805257,0.047128743159544045,-1.04469651222229,-0.5728270739316941,-0.13669967651367188,0.04711320996284485,0.25540657341480255,0.6343088924884781,1.0876473820209511
2864601_0.175,flux_regime,medium_flux,2205.0,0.7423658834843565,0.05884113012924403,0.014776076291964438,-0.5991416311264038,-0.32493730783462527,-0.09429335594177246,0.012935876846313477,0.13076013326644897,0.3405499696731567,0.6444467830657961
2864601_0.175,flux_regime,near_threshold,29.0,-152.19232242400915,0.07922934906603446,0.1540405092568233,-0.04833911418914795,-0.031952738761901855,0.01655757427215576,0.07010781764984131,0.20860719680786133,0.6680063962936389,0.9577680158615112
