channel,median,mad,robust_sigma_mad,iqr,robust_sigma_iqr,q01,q99,max_abs,channel_name
0,1.0947953462600708,0.11281758546829224,0.16726335221529007,0.25571054220199585,0.18955562802223563,0.7910333466529846,2.042707262039185,2.8564884662628174,bmag
1,-0.06042097695171833,0.195371238514781,0.2896573982220143,0.39121806621551514,0.29000597940364353,-0.7983961701393127,1.1784828901291065,16.575172424316406,gbdrift
2,-0.018686484545469284,0.19541339948773384,0.2897199060805142,0.3916787803173065,0.29034750208844073,-0.7441738414764404,1.2375171828269962,16.5931396484375,cvdrift
3,6.595212403141164e-16,0.17408709228038788,0.2581015230149031,0.3481767289340496,0.2580998731905483,-0.6349924403429031,0.6351330536603929,2.7141494750976562,gbdrift0_over_shat
4,1.8461780548095703,1.008575677871704,1.4953143000125884,2.211431384086609,1.6393116264541208,0.2025046944618225,23.14922523498535,1212.4437255859375,gds2
5,-8.676008659773253e-16,0.823876678943634,1.2214795642018317,1.6476495414972305,1.221385872125449,-5.961771612167358,5.87558713912964,109.0558853149414,gds21_over_shat
6,1.505886435508728,0.8319703638553619,1.2334792614519596,1.8354674577713013,1.360613386042477,0.2421620637178421,10.949159669876108,56.3203010559082,gds22_over_shat_squared
