member_id,unit_id,stratum,concept,rank_correlation_zero_lag,overlap_at_fixed_sparsity,sparsity,best_lag,lag_correlation,partial_rank_correlation,validity_tag,bootstrap_group,bootstrap_recurrence,lag_correlation_ci95_lower,lag_correlation_ci95_upper
2864601_0.437,2864601_0.437:u000,stable_or_near_floor,compression_abs_grad_x_p4__mean_w9,-0.03136564377915898,0.04666666666666666,0.05,14,-0.08875130862067536,-0.08387437113934829,observed-comparison,equilibrium_files,0.0,-0.13123538967522883,-0.04015635065408729
2864601_0.437,2864601_0.437:u000,stable_or_near_floor,compression_abs_grad_x_p4__mean_w25,-0.05097652355803437,0.05,0.05,18,-0.12264232679008104,-0.11484819229312586,observed-comparison,equilibrium_files,0.0,-0.17778895552465718,-0.05864810223113184
2864601_0.437,2864601_0.437:u000,stable_or_near_floor,local_shear_dz_gds21_over_gds22,-0.054519230545503096,0.07833333333333334,0.05,-3,-0.04045641357273327,-0.06571328046575346,observed-comparison,equilibrium_files,0.0,-0.05527972226988386,-0.025192567204272872
2864601_0.437,2864601_0.437:u000,stable_or_near_floor,local_shear_dz_gds21_over_gds22__mean_w9,-0.043471687022050856,0.08166666666666668,0.05,13,-0.055971206142077706,-0.06333896445210936,observed-comparison,equilibrium_files,0.0,-0.07862645303374055,-0.03623011439368519
2864601_0.437,2864601_0.437:u000,stable_or_near_floor,local_shear_dz_gds21_over_gds22__mean_w25,-0.055004920951977065,0.045,0.05,47,0.08914742908609306,0.08487867234508681,observed-comparison,equilibrium_files,0.0,0.05688714856827771,0.1255747940897703
2864601_0.437,2864601_0.437:u000,stable_or_near_floor,abs_local_shear,0.05578806270030621,0.0625,0.05,6,0.06330074141667637,0.09994603775975104,observed-comparison,equilibrium_files,0.0,0.0409118905437107,0.08563519245240712
2864601_0.437,2864601_0.437:u000,stable_or_near_floor,abs_local_shear__mean_w9,0.07342236548156046,0.07333333333333333,0.05,6,0.10970215726297249,0.12308403922733017,observed-comparison,equilibrium_files,0.0,0.07095914427356763,0.14572310633079286
2864601_0.437,2864601_0.437:u000,stable_or_near_floor,abs_local_shear__mean_w25,0.11194436241568498,0.06833333333333333,0.05,12,0.14075251534899672,0.1420119509559567,observed-comparison,equilibrium_files,0.0,0.08130742790642116,0.1957994765349644
2864601_0.437,2864601_0.437:u000,stable_or_near_floor,bmag_extremum_strength_abs_dz,-0.01628306105558256,0.06333333333333332,0.05,19,-0.071861513360588,-0.0657718666847009,observed-comparison,equilibrium_files,0.0,-0.09805262485948626,-0.043996368878193956
2864601_0.437,2864601_0.437:u000,stable_or_near_floor,bmag_extremum_strength_abs_dz__mean_w9,-0.04445802114846517,0.06083333333333333,0.05,16,-0.11986736222211854,-0.11574399674257,observed-comparison,equilibrium_files,0.0,-0.16010361711039808,-0.07641986570307895
2864601_0.437,2864601_0.437:u000,stable_or_near_floor,bmag_extremum_strength_abs_dz__mean_w25,-0.05481698609511629,0.060833333333333336,0.05,15,-0.15150393779586624,-0.14709495698642377,observed-comparison,equilibrium_files,0.0,-0.20674612323679784,-0.09480773696339061
2864601_0.437,2864601_0.437:u000,stable_or_near_floor,bmag_local_minimum,-0.000888004594770695,0.04583333333333333,0.05,32,-0.01139727348462268,-0.010730917205486329,observed-comparison,equilibrium_files,0.0,-0.021054744118270075,-0.00243345716068308
