member_id,unit_id,stratum,concept,rank_correlation_zero_lag,overlap_at_fixed_sparsity,sparsity,best_lag,lag_correlation,partial_rank_correlation,validity_tag,bootstrap_group,bootstrap_recurrence,lag_correlation_ci95_lower,lag_correlation_ci95_upper
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bmag__mean_w25,0.03378775573609217,0.058333333333333334,0.05,38,0.12017711903679441,0.11025855299343652,observed-comparison,equilibrium_files,0.0,0.08675402659800129,0.15413247998518334
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,inverse_bmag,-0.03918107258508157,0.07666666666666667,0.05,41,-0.09443112981462234,-0.08545365605709852,observed-comparison,equilibrium_files,0.0,-0.12912137093628137,-0.06297618094855267
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,inverse_bmag__mean_w9,-0.03040486020068683,0.04583333333333333,0.05,38,-0.10031965152713204,-0.08736523703685721,observed-comparison,equilibrium_files,0.0,-0.13415606774854205,-0.0633979879969123
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,inverse_bmag__mean_w25,-0.03546253933051719,0.050833333333333335,0.05,-30,0.11880730424373667,0.11075528849746488,observed-comparison,equilibrium_files,0.0,0.08406576675861462,0.14938692807316445
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature,-0.03137666602096303,0.060000000000000005,0.05,-31,0.08660191767465385,0.08165704069768595,observed-comparison,equilibrium_files,0.0,0.058271218113917896,0.11286745067389775
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature__mean_w9,-0.03426026243333232,0.0575,0.05,-30,0.1067829968636411,0.10051723431209414,observed-comparison,equilibrium_files,0.0,0.07349477008844169,0.13800637452506392
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature__mean_w25,-0.05605283491997414,0.06666666666666667,0.05,-30,0.11594837323001392,0.11545745575514609,observed-comparison,equilibrium_files,0.0,0.0840154389942772,0.14833939288471398
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,good_curvature,0.03137666602096303,0.060000000000000005,0.05,-31,-0.08660191767465385,-0.07804987742525116,observed-comparison,equilibrium_files,0.0,-0.11286745067389777,-0.058271218113917916
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,good_curvature__mean_w9,0.03426026243333232,0.0575,0.05,-30,-0.10678299686364111,-0.09691007103965936,observed-comparison,equilibrium_files,0.0,-0.13800637452506395,-0.07349477008844169
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,good_curvature__mean_w25,0.05605283491997414,0.06666666666666667,0.05,-30,-0.11594837323001392,-0.1118502924827113,observed-comparison,equilibrium_files,0.0,-0.14833939288471398,-0.08401543899427721
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,curvature_drift,-0.026280762723227647,0.056666666666666664,0.05,-30,0.0920432629687238,0.08175374900639856,observed-comparison,equilibrium_files,0.0,0.059763654151299354,0.12066377882098571
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,curvature_drift__mean_w9,-0.024227657399650104,0.05500000000000001,0.05,-30,0.1018519770042805,0.09319909782503395,observed-comparison,equilibrium_files,0.0,0.06682016105176293,0.13238201358628301
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,curvature_drift__mean_w25,-0.04493458572317111,0.06333333333333332,0.05,-29,0.1170871508034011,0.10868975135976401,observed-comparison,equilibrium_files,0.0,0.08485202829378984,0.14899672411286644
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,abs_curvature_drift,0.027834060374381856,0.042499999999999996,0.05,-23,-0.03799178016902211,-0.03841913640733741,observed-comparison,equilibrium_files,0.0,-0.06626232978197553,-0.0100017011189029
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,abs_curvature_drift__mean_w9,0.028028794034833212,0.05083333333333333,0.05,3,0.04197303497861709,0.046287276942965715,observed-comparison,equilibrium_files,0.0,0.008753637357316546,0.07748774507052499
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,abs_curvature_drift__mean_w25,0.013160405133459292,0.05,0.05,-15,-0.056752383477628614,-0.05400255156196563,observed-comparison,equilibrium_files,0.0,-0.09172216955569573,-0.02082775518419867
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,radial_drift_geodesic_curvature,-0.052829571357906134,0.07416666666666667,0.05,48,-0.09639847276780689,-0.08958704051519084,observed-comparison,equilibrium_files,0.0,-0.1269484549743058,-0.06484037434230619
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,radial_drift_geodesic_curvature__mean_w9,-0.06603401587241706,0.08249999999999999,0.05,46,-0.1193788308625577,-0.1173966410157453,observed-comparison,equilibrium_files,0.0,-0.15081284857037427,-0.08620580058406861
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,radial_drift_geodesic_curvature__mean_w25,-0.05650188613415811,0.07,0.05,46,-0.11982827119623016,-0.11577404201039164,observed-comparison,equilibrium_files,0.0,-0.14774684970942525,-0.08746823802969486
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,abs_radial_drift_geodesic_curvature,-0.043646526023396366,0.058333333333333334,0.05,46,-0.0601453957711618,-0.05242055304203245,observed-comparison,equilibrium_files,0.0,-0.08446619435304215,-0.036185834002076527
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,abs_radial_drift_geodesic_curvature__mean_w9,-0.04980703267106631,0.06249999999999999,0.05,46,-0.06566135587797994,-0.060036415823345145,observed-comparison,equilibrium_files,0.0,-0.0920286300828113,-0.03731927216765139
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,abs_radial_drift_geodesic_curvature__mean_w25,-0.04053429659825794,0.052500000000000005,0.05,-18,0.06596316584577071,0.05844727805807217,observed-comparison,equilibrium_files,0.0,0.029587871623025428,0.10363019618845556
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,compression_abs_grad_x,-0.04988242320776421,0.06000000000000001,0.05,-9,-0.13864355266211126,-0.1271900611156032,observed-comparison,equilibrium_files,0.0,-0.17013940699357838,-0.10777743265031135
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,compression_abs_grad_x__mean_w9,-0.054580690837609684,0.055,0.05,-9,-0.14856947283057995,-0.13484637328600926,observed-comparison,equilibrium_files,0.002,-0.18116355100289025,-0.1182298542172381
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,compression_abs_grad_x__mean_w25,-0.07175262384454534,0.06083333333333333,0.05,16,0.1517758352030261,0.13825206613037724,observed-comparison,equilibrium_files,0.0,0.11500570890149517,0.18750671109243824
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,compression_abs_grad_x_p2,-0.04988242320776421,0.06000000000000001,0.05,-9,-0.14271614105840336,-0.1271900611156032,observed-comparison,equilibrium_files,0.0,-0.17410669776351678,-0.11219063395353975
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,compression_abs_grad_x_p2__mean_w9,-0.05522447194333838,0.05333333333333334,0.05,-10,-0.15295630486254225,-0.13423622445465727,observed-comparison,equilibrium_files,0.002,-0.18518973559596433,-0.12284802986492209
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,compression_abs_grad_x_p2__mean_w25,-0.0714073735301142,0.05916666666666667,0.05,16,0.15554715514899353,0.14105737211162778,observed-comparison,equilibrium_files,0.006,0.1192669458226064,0.19111112305058373
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,compression_abs_grad_x_p3,-0.04988242320776421,0.06000000000000001,0.05,-9,-0.14381240380317922,-0.1271900611156032,observed-comparison,equilibrium_files,0.0,-0.17464483867223932,-0.11529060515986302
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,compression_abs_grad_x_p3__mean_w9,-0.05599113988022741,0.05333333333333334,0.05,-10,-0.155260230878712,-0.13409721616841713,observed-comparison,equilibrium_files,0.002,-0.18736630434093476,-0.12445415673401496
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,compression_abs_grad_x_p3__mean_w25,-0.07137769486125199,0.059166666666666666,0.05,16,0.15806750731300848,0.14143602254138093,observed-comparison,equilibrium_files,0.01,0.12089866342742427,0.19282363299742958
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,compression_abs_grad_x_p4,-0.04988242320776421,0.06000000000000001,0.05,-9,-0.14286733834442705,-0.1271900611156032,observed-comparison,equilibrium_files,0.0,-0.17187928012238046,-0.11481174846733455
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,compression_abs_grad_x_p4__mean_w9,-0.05644238535850854,0.05083333333333333,0.05,-10,-0.15591116542783887,-0.13439710873549612,observed-comparison,equilibrium_files,0.014,-0.18871070669899884,-0.12565153678793736
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,compression_abs_grad_x_p4__mean_w25,-0.07306095847913047,0.055,0.05,16,0.15953929600995131,0.1411654558087235,observed-comparison,equilibrium_files,0.066,0.12205119678584957,0.19429451472285128
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,local_shear_dz_gds21_over_gds22,0.03291524817531944,0.050833333333333335,0.05,20,-0.056330446377261895,-0.036700003658533285,observed-comparison,equilibrium_files,0.0,-0.07839721616349267,-0.034192635478155056
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,local_shear_dz_gds21_over_gds22__mean_w9,0.04022320113435274,0.0525,0.05,-27,-0.07040193976142302,-0.05717352938723465,observed-comparison,equilibrium_files,0.0,-0.10117582153898495,-0.0398757841526414
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,local_shear_dz_gds21_over_gds22__mean_w25,0.0810131665043048,0.06000000000000001,0.05,-2,0.08426414253365962,0.07914774738542762,observed-comparison,equilibrium_files,0.0,0.05230759653864382,0.11710652994783678
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,abs_local_shear,0.023401458103350835,0.060833333333333336,0.05,-8,0.07025618340341967,0.09380274601937806,observed-comparison,equilibrium_files,0.0,0.05043838585705112,0.08935477458271837
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,abs_local_shear__mean_w9,0.040274130555393486,0.06416666666666668,0.05,-6,0.1037191589466457,0.1122103350382996,observed-comparison,equilibrium_files,0.0,0.07353165620705882,0.1324841108248126
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,abs_local_shear__mean_w25,0.0555271072931796,0.07333333333333333,0.05,17,-0.10571916199131827,-0.1041322799301449,observed-comparison,equilibrium_files,0.0,-0.14404789380472643,-0.07085940699370707
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bmag_extremum_strength_abs_dz,-0.006299712876573558,0.04666666666666666,0.05,-16,-0.02182634464724358,-0.018015101966680325,observed-comparison,equilibrium_files,0.0,-0.04405230066402992,0.0032861165579464117
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bmag_extremum_strength_abs_dz__mean_w9,-0.017430645530548503,0.050833333333333335,0.05,30,-0.02675647438423916,-0.024430544141016343,observed-comparison,equilibrium_files,0.0,-0.05461332718326973,0.0022215020439420316
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bmag_extremum_strength_abs_dz__mean_w25,0.007606622422433656,0.04833333333333334,0.05,-33,0.018650278598364833,0.023606832475581943,observed-comparison,equilibrium_files,0.0,-0.01448738685907406,0.052262762194549
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bmag_local_minimum,-0.0047274122167047915,0.045833333333333344,0.05,33,-0.014283100410417781,-0.009919405044483373,observed-comparison,equilibrium_files,0.0,-0.02473034012416792,-0.0034073448013357895
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bmag_local_minimum__mean_w9,0.010369588965738417,0.04583333333333333,0.05,37,-0.03336897424136349,-0.027081415459445993,observed-comparison,equilibrium_files,0.0,-0.06092193725903229,-0.005163031481206686
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bmag_local_minimum__mean_w25,-0.00843058753596344,0.0525,0.05,37,-0.05408430761150356,-0.058737461093736246,observed-comparison,equilibrium_files,0.0,-0.07939400945220243,-0.027308598406125602
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,parallel_scale_local_dimensionless,-0.019514788629980153,0.05166666666666666,0.05,35,-0.04132737990372583,-0.0031674576976324217,observed-comparison,equilibrium_files,0.0,-0.06504730284168576,-0.020563508362152032
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,parallel_scale_local_dimensionless__mean_w9,-0.020737760559367283,0.05,0.05,33,-0.0642679081684291,-0.03830033609158954,observed-comparison,equilibrium_files,0.0,-0.09959939541407549,-0.03565585635701775
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,parallel_scale_local_dimensionless__mean_w25,-0.0008378051134879774,0.05583333333333333,0.05,37,-0.0820532873223094,-0.061292984940103185,observed-comparison,equilibrium_files,0.0,-0.11948926310028052,-0.049832229411449804
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,parallel_fourier_expected_k_bmag_w25,-0.021643769895390165,0.059166666666666666,0.05,7,-0.036924859779749006,-0.041751574084880616,observed-comparison,equilibrium_files,0.0,-0.06253996217850724,-0.011868941636800677
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,parallel_fourier_expected_k_bmag_w25__mean_w9,-0.014046258286354385,0.05333333333333334,0.05,-18,0.035947108837966965,0.02760939792487904,observed-comparison,equilibrium_files,0.0,0.0017093024117098496,0.07066093011305366
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,parallel_fourier_expected_k_bmag_w25__mean_w25,-0.027779786532831398,0.04833333333333334,0.05,-25,0.028537323669274483,0.023978683370501023,observed-comparison,equilibrium_files,0.0,-0.005172573338545754,0.06202915617115217
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,parallel_fourier_expected_k_compression_w25,-0.014743015191365168,0.059166666666666666,0.05,-12,0.04881230192204194,0.04584956521714017,observed-comparison,equilibrium_files,0.0,0.02159257172270086,0.07473535674188658
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,parallel_fourier_expected_k_compression_w25__mean_w9,-0.011606533451635231,0.05,0.05,-12,0.05677163708312631,0.05113624478552004,observed-comparison,equilibrium_files,0.0,0.025375125884501346,0.08772568630685094
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,parallel_fourier_expected_k_compression_w25__mean_w25,-0.009349743210696334,0.04750000000000001,0.05,13,-0.06241365513396275,-0.06108675516907079,observed-comparison,equilibrium_files,0.0,-0.09663447569146752,-0.01912478867484615
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,parallel_fourier_expected_k_curvature_w25,-0.023181863077513014,0.04916666666666667,0.05,6,-0.044481576795418774,-0.05295433501506402,observed-comparison,equilibrium_files,0.0,-0.07224146075813576,-0.01883907263936407
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,parallel_fourier_expected_k_curvature_w25__mean_w9,-0.029241745832323328,0.056666666666666664,0.05,5,-0.05058336240260609,-0.06028155064556358,observed-comparison,equilibrium_files,0.0,-0.08428115719282772,-0.01857489413219392
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,parallel_fourier_expected_k_curvature_w25__mean_w25,-0.0351413690528037,0.04583333333333333,0.05,-17,0.04161090398901487,0.04823788410353726,observed-comparison,equilibrium_files,0.0,0.004531156432727366,0.08093807723327409
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature_compression_p1_Bm1,-0.03838654518170244,0.05,0.05,40,-0.12179647346799242,-0.1137150775764889,observed-comparison,equilibrium_files,0.0,-0.15044441771278041,-0.09058583374694673
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature_compression_p1_Bm1__mean_w9,-0.04841265233685057,0.042499999999999996,0.05,39,-0.14185258087182345,-0.12409911467581455,observed-comparison,equilibrium_files,0.0,-0.1780465929658903,-0.10811247414042538
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature_compression_p1_Bm1__mean_w25,-0.078746697824584,0.06166666666666667,0.05,-31,0.15133454963251716,0.1369138037728721,observed-comparison,equilibrium_files,0.0,0.12063842430580136,0.18310315602086666
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature_compression_p2_Bm1,-0.037858881700006765,0.05,0.05,38,-0.13170966818527202,-0.11018795279748268,observed-comparison,equilibrium_files,0.0,-0.1622971310005843,-0.10201052114619098
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature_compression_p2_Bm1__mean_w9,-0.053000537347252234,0.04583333333333333,0.05,39,-0.15293449150082067,-0.12229226390109645,observed-comparison,equilibrium_files,0.0,-0.19013317667384982,-0.12050542861957134
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature_compression_p2_Bm1__mean_w25,-0.08289985667103449,0.058333333333333334,0.05,-31,0.16358907427048372,0.14097438347099314,observed-comparison,equilibrium_files,0.016,0.1321670439470864,0.1967555021040455
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature_compression_p3_Bm1,-0.037397157090897214,0.05,0.05,38,-0.13280345719305303,-0.11022287605164355,observed-comparison,equilibrium_files,0.0,-0.16237866152936223,-0.10456268889381483
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature_compression_p3_Bm1__mean_w9,-0.05459116966041853,0.04916666666666667,0.05,39,-0.15487786551460672,-0.12106559712354636,observed-comparison,equilibrium_files,0.0,-0.19060099651286708,-0.12264987425650548
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature_compression_p3_Bm1__mean_w25,-0.08398822338584393,0.07083333333333333,0.05,-32,0.16599690233645983,0.13861792621560837,observed-comparison,equilibrium_files,0.034,0.1326281696923317,0.19937356791528943
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature_compression_p4_Bm1,-0.037125586133728,0.04916666666666667,0.05,38,-0.13110143528340926,-0.11027075449625794,observed-comparison,equilibrium_files,0.0,-0.1590041181186151,-0.10286271496655416
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature_compression_p4_Bm1__mean_w9,-0.05396976629584515,0.0475,0.05,39,-0.1546033923653125,-0.12051280701320835,observed-comparison,equilibrium_files,0.0,-0.189721318635612,-0.12293191042695148
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,bad_curvature_compression_p4_Bm1__mean_w25,-0.08296539321684447,0.06666666666666667,0.05,-32,0.16622134591249058,0.13361298161873514,observed-comparison,equilibrium_files,0.026,0.1334599508412238,0.2003450358011292
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,f_Q_integrand_p3_Bm1,-0.07108231312203853,0.07666666666666666,0.05,39,-0.1565816812292798,-0.14335302004971387,observed-comparison,equilibrium_files,0.0,-0.18486727948436452,-0.126540551751801
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,f_Q_integrand_p3_Bm1__mean_w9,-0.07913555724422484,0.08083333333333334,0.05,39,-0.17887984388970177,-0.15454236268966934,observed-comparison,equilibrium_files,0.418,-0.2134333835265267,-0.14531822467803454
2864601_0.437,2864601_0.437:u005,stable_or_near_floor,f_Q_integrand_p3_Bm1__mean_w25,-0.09735663213311677,0.05416666666666667,0.05,-31,0.17812112709717348,0.15825509184502035,observed-comparison,equilibrium_files,0.404,0.1419174799357736,0.21433597795663853
2864601_0.437,2864601_0.437:u005,unstable,bmag,0.010715466631529584,0.06921052631578949,0.05,42,0.09698068224985033,0.09777559438170001,observed-comparison,equilibrium_files,0.0,0.07985569339075096,0.11342982666695978
2864601_0.437,2864601_0.437:u005,unstable,bmag__mean_w9,0.013038067032417937,0.06315789473684211,0.05,41,0.10631257049833466,0.1069207844927879,observed-comparison,equilibrium_files,0.0,0.08838437040278466,0.12416095075542063
2864601_0.437,2864601_0.437:u005,unstable,bmag__mean_w25,0.013097165803872043,0.06105263157894738,0.05,41,0.10811649726679523,0.11424580600137166,observed-comparison,equilibrium_files,0.0,0.08790491182985742,0.12758551327786427
2864601_0.437,2864601_0.437:u005,unstable,inverse_bmag,-0.010715466631529584,0.06921052631578949,0.05,42,-0.09666863967621633,-0.09777559438170001,observed-comparison,equilibrium_files,0.0,-0.1134957919238139,-0.07972657338292052
2864601_0.437,2864601_0.437:u005,unstable,inverse_bmag__mean_w9,-0.01345821792949849,0.0636842105263158,0.05,41,-0.10701140198600678,-0.1072369448642489,observed-comparison,equilibrium_files,0.0,-0.12457550113109407,-0.0891636113315766
2864601_0.437,2864601_0.437:u005,unstable,inverse_bmag__mean_w25,-0.012668478603526169,0.060000000000000005,0.05,41,-0.10949768757023429,-0.11466444744273917,observed-comparison,equilibrium_files,0.0,-0.12903863040285732,-0.08931715250491805
2864601_0.437,2864601_0.437:u005,unstable,bad_curvature,-0.005769206668481322,0.056842105263157895,0.05,41,-0.07779528518058816,-0.08295075979129557,observed-comparison,equilibrium_files,0.0,-0.09362441119893687,-0.06158200001961417
2864601_0.437,2864601_0.437:u005,unstable,bad_curvature__mean_w9,-0.010447602594885946,0.05263157894736842,0.05,39,-0.094535192996364,-0.09890022747081803,observed-comparison,equilibrium_files,0.0,-0.11223824133282186,-0.0753499992869501
2864601_0.437,2864601_0.437:u005,unstable,bad_curvature__mean_w25,-0.013313843305968067,0.05,0.05,40,-0.09197301672801829,-0.09661980549406726,observed-comparison,equilibrium_files,0.0,-0.10890658137683511,-0.07402238979145714
2864601_0.437,2864601_0.437:u005,unstable,good_curvature,0.005769206668481322,0.056842105263157895,0.05,41,0.07779528518058816,0.0829507597912956,observed-comparison,equilibrium_files,0.0,0.061582000019614176,0.09362441119893687
2864601_0.437,2864601_0.437:u005,unstable,good_curvature__mean_w9,0.010447602594885946,0.05263157894736842,0.05,39,0.09453519299636398,0.09890022747081806,observed-comparison,equilibrium_files,0.0,0.0753499992869501,0.11223824133282183
2864601_0.437,2864601_0.437:u005,unstable,good_curvature__mean_w25,0.013313843305968067,0.05,0.05,40,0.0919730167280183,0.0966198054940673,observed-comparison,equilibrium_files,0.0,0.07402238979145712,0.10890658137683511
2864601_0.437,2864601_0.437:u005,unstable,curvature_drift,-0.01296520624528672,0.05815789473684211,0.05,39,-0.0761007453774785,-0.08247426456645204,observed-comparison,equilibrium_files,0.0,-0.09295652048538704,-0.05929376814748539
2864601_0.437,2864601_0.437:u005,unstable,curvature_drift__mean_w9,-0.014908603790032322,0.05421052631578948,0.05,39,-0.08630680753538068,-0.08857693481782448,observed-comparison,equilibrium_files,0.0,-0.10466648991349603,-0.06900573959366853
2864601_0.437,2864601_0.437:u005,unstable,curvature_drift__mean_w25,-0.016852586398037498,0.056842105263157895,0.05,40,-0.08775432785050138,-0.09166017105526733,observed-comparison,equilibrium_files,0.0,-0.10653488308957193,-0.06890680944376992
2864601_0.437,2864601_0.437:u005,unstable,abs_curvature_drift,-0.0014810090758654558,0.058684210526315804,0.05,-34,0.05037503255338695,0.04087573278959594,observed-comparison,equilibrium_files,0.0,0.03382771604104015,0.0682358576855922
2864601_0.437,2864601_0.437:u005,unstable,abs_curvature_drift__mean_w9,0.0005051168626598556,0.060263157894736845,0.05,-37,0.06627340361329842,0.060600133723827845,observed-comparison,equilibrium_files,0.0,0.047783842564776066,0.08500207572876288
2864601_0.437,2864601_0.437:u005,unstable,abs_curvature_drift__mean_w25,-0.007848050045815005,0.06605263157894738,0.05,-40,0.09011856276166835,0.0864177449785591,observed-comparison,equilibrium_files,0.0,0.07000466124878207,0.11206998082858782
2864601_0.437,2864601_0.437:u005,unstable,radial_drift_geodesic_curvature,-0.10461468523098683,0.07131578947368421,0.05,-2,-0.1157796799991497,-0.11478277600290562,observed-comparison,equilibrium_files,0.0,-0.1329782596060222,-0.09812877678019788
2864601_0.437,2864601_0.437:u005,unstable,radial_drift_geodesic_curvature__mean_w9,-0.12095123455019494,0.07394736842105264,0.05,-1,-0.1303462685748359,-0.13070204373817176,observed-comparison,equilibrium_files,0.0,-0.14835530341803332,-0.11165726145880567
2864601_0.437,2864601_0.437:u005,unstable,radial_drift_geodesic_curvature__mean_w25,-0.1293736901234076,0.06973684210526315,0.05,-1,-0.13362913787392505,-0.13433625962539422,observed-comparison,equilibrium_files,0.0,-0.15186289395195315,-0.1142125167979879
2864601_0.437,2864601_0.437:u005,unstable,abs_radial_drift_geodesic_curvature,-0.018993731371685224,0.056842105263157895,0.05,43,-0.05597924267508974,-0.04411183995847865,observed-comparison,equilibrium_files,0.0,-0.0707249579509217,-0.04099670247654088
2864601_0.437,2864601_0.437:u005,unstable,abs_radial_drift_geodesic_curvature__mean_w9,-0.02073060804648806,0.06157894736842106,0.05,46,-0.06809092503383073,-0.061891824382304346,observed-comparison,equilibrium_files,0.0,-0.08458372463589145,-0.050983225400349344
2864601_0.437,2864601_0.437:u005,unstable,abs_radial_drift_geodesic_curvature__mean_w25,-0.01876733993613798,0.060526315789473685,0.05,48,-0.0667388669854151,-0.05874243768650322,observed-comparison,equilibrium_files,0.0,-0.0846178345386283,-0.04763171050160329
2864601_0.437,2864601_0.437:u005,unstable,compression_abs_grad_x,-0.020998644664545284,0.05947368421052632,0.05,40,-0.12860547890932725,-0.12120810487183871,observed-comparison,equilibrium_files,0.0,-0.14688028660896496,-0.10694614085166364
2864601_0.437,2864601_0.437:u005,unstable,compression_abs_grad_x__mean_w9,-0.02103634197510809,0.05894736842105263,0.05,40,-0.14123764591700275,-0.1315783579981746,observed-comparison,equilibrium_files,0.0,-0.16114838828905964,-0.11962985966260944
2864601_0.437,2864601_0.437:u005,unstable,compression_abs_grad_x__mean_w25,-0.03692112872684338,0.05447368421052632,0.05,14,0.1493914869917001,0.14035508672642294,observed-comparison,equilibrium_files,0.0,0.13014347697297857,0.1695650257945436
2864601_0.437,2864601_0.437:u005,unstable,compression_abs_grad_x_p2,-0.020998644664545284,0.06368421052631579,0.05,39,-0.1373595128085089,-0.11748162690853726,observed-comparison,equilibrium_files,0.0,-0.15635997333796986,-0.1162766359422939
2864601_0.437,2864601_0.437:u005,unstable,compression_abs_grad_x_p2__mean_w9,-0.021284300655630264,0.06105263157894738,0.05,39,-0.1508964977957391,-0.1297554903440046,observed-comparison,equilibrium_files,0.0,-0.17117439587590239,-0.12901442128536755
2864601_0.437,2864601_0.437:u005,unstable,compression_abs_grad_x_p2__mean_w25,-0.03626719811463089,0.05789473684210526,0.05,39,-0.15560470828133735,-0.14028465208841723,observed-comparison,equilibrium_files,0.0,-0.17581507033840235,-0.13500795815782168
2864601_0.437,2864601_0.437:u005,unstable,compression_abs_grad_x_p3,-0.020998644664545284,0.06368421052631579,0.05,39,-0.14224667679384898,-0.11748162690853726,observed-comparison,equilibrium_files,0.0,-0.16140441559557095,-0.12192721369942203
2864601_0.437,2864601_0.437:u005,unstable,compression_abs_grad_x_p3__mean_w9,-0.021524813650607533,0.06263157894736843,0.05,39,-0.157396891891556,-0.13125578205581312,observed-comparison,equilibrium_files,0.0,-0.17799404284208242,-0.13666596956454505
2864601_0.437,2864601_0.437:u005,unstable,compression_abs_grad_x_p3__mean_w25,-0.03487075539327712,0.05999999999999999,0.05,39,-0.160281067663093,-0.1408534244419322,observed-comparison,equilibrium_files,0.0,-0.18095079127145255,-0.14024954864981837
2864601_0.437,2864601_0.437:u005,unstable,compression_abs_grad_x_p4,-0.020998644664545284,0.06368421052631579,0.05,39,-0.14426308452742564,-0.11748162690853726,observed-comparison,equilibrium_files,0.0,-0.16311864977643073,-0.12487366089424685
2864601_0.437,2864601_0.437:u005,unstable,compression_abs_grad_x_p4__mean_w9,-0.021744273517929166,0.06131578947368422,0.05,39,-0.16149753280796747,-0.1322963473428028,observed-comparison,equilibrium_files,0.0,-0.18251187027609125,-0.14061962619352397
2864601_0.437,2864601_0.437:u005,unstable,compression_abs_grad_x_p4__mean_w25,-0.03410137627841398,0.05973684210526316,0.05,39,-0.16366447991852232,-0.14121364451361162,observed-comparison,equilibrium_files,0.0,-0.18413331502244581,-0.14401354075433137
2864601_0.437,2864601_0.437:u005,unstable,local_shear_dz_gds21_over_gds22,0.032108992453131466,0.06605263157894738,0.05,-28,-0.043537312223493725,-0.014369470401086396,observed-comparison,equilibrium_files,0.0,-0.05483075559618807,-0.031149435257609753
