member_id,unit_id,exemplar_rank,row_id,equilibrium_file,activation_center_position,activation,cluster,alignment_operation,receptive_field_offsets,validity_tag
2864601_0.371,2864601_0.371:u017,1,14550,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000458.h5,75,24.621646881103516,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,2,77636,20241122-01-QUASR/20241122-01-030_QUASR_vacuum_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_vacuum_000049.h5,33,21.083032608032227,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,3,78056,20241122-01-QUASR/20241122-01-030_QUASR_vacuum_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_vacuum_000070.h5,1,20.055438995361328,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,4,87885,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_000752.h5,28,18.343856811523438,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,5,79336,20241122-01-QUASR/20241122-01-030_QUASR_vacuum_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_vacuum_000134.h5,54,14.979657173156738,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,6,8376,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002106.h5,78,14.497586250305176,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,7,77604,20241122-01-QUASR/20241122-01-030_QUASR_vacuum_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_vacuum_000047.h5,47,13.781998634338379,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,8,86286,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_000348.h5,24,12.999654769897461,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,9,87710,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_000707.h5,69,12.633819580078125,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,10,85525,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_000157.h5,13,12.517060279846191,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,11,6627,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001667.h5,33,12.515267372131348,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,12,86724,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_000458.h5,23,12.337693214416504,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,13,83853,20241122-01-QUASR/20241122-01-030_QUASR_vacuum_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_vacuum_000360.h5,61,11.585325241088867,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,14,89732,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_001220.h5,23,11.458740234375,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,15,2545,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000641.h5,26,11.338447570800781,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u017,16,21287,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002148.h5,32,11.33647632598877,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,1,87710,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_000707.h5,53,13.233746528625488,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,2,14550,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000458.h5,65,11.299629211425781,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,3,68768,20241115-01-random_heliotrons/20241115-01-023_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_withTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001225.h5,65,10.301093101501465,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,4,77636,20241122-01-QUASR/20241122-01-030_QUASR_vacuum_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_vacuum_000049.h5,25,10.021833419799805,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,5,21287,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002148.h5,55,8.501983642578125,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,6,86263,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_000342.h5,4,8.275747299194336,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,7,85974,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_000269.h5,57,8.170755386352539,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,8,42053,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-065_generate_flux_tubes_nfp5/nfp5_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000943.h5,4,7.820179462432861,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,9,56446,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001343.h5,57,7.43364953994751,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,10,67498,20241115-01-random_heliotrons/20241115-01-023_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_withTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_000907.h5,58,7.396047115325928,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,11,57782,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001677.h5,58,7.319247722625732,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,12,91816,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_001741.h5,67,7.174811840057373,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,13,86286,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_000348.h5,48,6.8009934425354,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,14,53811,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_000684.h5,58,6.7983574867248535,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,15,91802,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_001738.h5,65,6.694332122802734,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u018,16,25816,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-064_generate_flux_tubes_nfp4/nfp4_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000082.h5,48,6.673766136169434,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,1,86819,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_000482.h5,5,8.04776668548584,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,2,76264,20241115-01-random_heliotrons/20241115-01-023_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_withTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_003100.h5,13,7.738170623779297,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,3,53785,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_000677.h5,10,7.707403182983398,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,4,23080,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002596.h5,15,7.68924617767334,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,5,52349,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_000318.h5,2,7.569888591766357,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,6,52065,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_000247.h5,1,7.554692268371582,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,7,55161,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001021.h5,9,7.3302507400512695,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,8,58144,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001767.h5,5,7.303225040435791,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,9,63228,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_003039.h5,14,7.251439094543457,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,10,2004,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000504.h5,13,7.2510271072387695,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,11,56786,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001428.h5,3,7.166084289550781,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,12,62677,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_002901.h5,6,7.084434509277344,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,13,51173,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_000024.h5,1,7.022487640380859,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,14,138,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000034.h5,73,6.992534160614014,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,15,63005,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_002983.h5,15,6.840433120727539,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u019,16,87891,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_000754.h5,52,6.705525875091553,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,1,67179,20241115-01-random_heliotrons/20241115-01-023_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_withTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_000827.h5,68,16.63348388671875,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,2,69892,20241115-01-random_heliotrons/20241115-01-023_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_withTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001506.h5,51,9.060416221618652,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,3,60782,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_002427.h5,11,8.624014854431152,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,4,44506,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-065_generate_flux_tubes_nfp5/nfp5_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001557.h5,45,7.260702133178711,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,5,68630,20241115-01-random_heliotrons/20241115-01-023_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_withTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001190.h5,50,7.165651321411133,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,6,57666,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001648.h5,51,6.941272735595703,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,7,40915,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-065_generate_flux_tubes_nfp5/nfp5_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000658.h5,11,6.9215803146362305,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,8,57616,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001635.h5,11,6.866162300109863,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,9,77030,20241122-01-QUASR/20241122-01-030_QUASR_vacuum_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_vacuum_000018.h5,23,6.753920078277588,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,10,53943,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_000717.h5,43,6.735235691070557,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,11,63766,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_003174.h5,4,6.72504186630249,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,12,70787,20241115-01-random_heliotrons/20241115-01-023_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_withTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001730.h5,52,6.505588054656982,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,13,73725,20241115-01-random_heliotrons/20241115-01-023_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_withTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_002465.h5,64,6.466489791870117,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,14,56786,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001428.h5,8,6.294850826263428,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,15,64988,20241115-01-random_heliotrons/20241115-01-023_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_withTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_000279.h5,13,6.18625020980835,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u020,16,62599,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_002882.h5,46,6.160423278808594,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,1,56786,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001428.h5,43,10.610289573669434,1,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,2,63599,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_003132.h5,18,8.990793228149414,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,3,84448,20241122-01-QUASR/20241122-01-030_QUASR_vacuum_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_vacuum_000390.h5,14,8.228455543518066,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,4,67274,20241115-01-random_heliotrons/20241115-01-023_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_withTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_000851.h5,21,7.749058723449707,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,5,68139,20241115-01-random_heliotrons/20241115-01-023_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_withTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001067.h5,47,7.538548946380615,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,6,1570,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000395.h5,62,7.167945384979248,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,7,97857,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_003252.h5,42,6.998110294342041,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,8,97856,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_003251.h5,45,6.952611923217773,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,9,67179,20241115-01-random_heliotrons/20241115-01-023_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_withTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_000827.h5,77,6.823225975036621,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,10,97850,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_003250.h5,11,6.663157939910889,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,11,57189,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001528.h5,76,6.229004859924316,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,12,55225,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001037.h5,43,6.142369270324707,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,13,93846,20241122-01-QUASR/20241122-01-031_QUASR_finite_beta_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_finiteBeta_002249.h5,44,6.004737854003906,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,14,58841,20241115-01-random_heliotrons/20241115-01-022_heliotrons_finiteBeta_randomAspect_randomNfpUpTo8_noTorsion_flux_tubes/heliotron_randomAspect_finiteBeta_maxm1_maxn1_LMN8_001942.h5,28,5.975045680999756,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,15,1766,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000444.h5,76,5.933506965637207,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
2864601_0.371,2864601_0.371:u021,16,80981,20241122-01-QUASR/20241122-01-030_QUASR_vacuum_equilibria_with_maxF_below_threshold_and_enough_iota_flux_tubes/QUASR_vacuum_000216.h5,3,5.798531532287598,0,joint_circular_roll_to_activation_center,-135:194,observed-comparison
