member_id,filter_index,channel_index,channel_name,kernel_width,dc_amplitude,peak_frequency_index,spectral_centroid,kernel_l1,kernel_l2
2864601_0.371,2,4,gds2,3,0.9351029694080353,0,15.405242664535868,0.9351029396057129,0.5892210602760315
2864601_0.371,2,5,gds21_over_shat,3,0.7791170924901962,0,19.077587278487428,0.7791171073913574,0.46518397331237793
2864601_0.371,2,6,gds22_over_shat_squared,3,0.08926166221499443,48,29.742954320779244,0.2389049530029297,0.15232770144939423
2864601_0.371,3,0,bmag,3,0.18576521915383637,0,20.996609790727852,0.18576522171497345,0.1461028754711151
2864601_0.371,3,1,gbdrift,3,1.0556419491767883,0,16.429860266303447,1.0556418895721436,0.6519676446914673
2864601_0.371,3,2,cvdrift,3,0.9678825102746487,0,18.151993490091343,1.045857310295105,0.7205766439437866
2864601_0.371,3,3,gbdrift0_over_shat,3,1.286780595779419,0,17.3855635802005,1.286780595779419,0.7547329068183899
2864601_0.371,3,4,gds2,3,0.1502620168030262,48,26.60624889111518,0.29499977827072144,0.2203788012266159
2864601_0.371,3,5,gds21_over_shat,3,0.814731702208519,0,15.319487605459702,0.8147317171096802,0.47248712182044983
2864601_0.371,3,6,gds22_over_shat_squared,3,0.3191090524196625,13,19.048265497350933,0.40833601355552673,0.2656494677066803
2864601_0.371,4,0,bmag,3,1.1386043578386307,0,15.452644931091651,1.1386044025421143,0.7282574772834778
2864601_0.371,4,1,gbdrift,3,3.186688184738159,0,17.483269561903185,3.186688184738159,1.8558502197265625
2864601_0.371,4,2,cvdrift,3,0.9546682834625244,0,22.492278503659946,0.9546682834625244,0.630642294883728
2864601_0.371,4,3,gbdrift0_over_shat,3,0.6289654225111008,48,28.02406604900748,1.097888469696045,0.7006741762161255
2864601_0.371,4,4,gds2,3,0.8485754292923957,0,17.498910328944067,0.8485754132270813,0.6022664904594421
2864601_0.371,4,5,gds21_over_shat,3,0.8627177178859711,0,14.956689146019581,0.8627177476882935,0.5113038420677185
2864601_0.371,4,6,gds22_over_shat_squared,3,0.059158165007829666,20,20.88189815952351,0.09805253148078918,0.05890394374728203
2864601_0.371,5,0,bmag,3,0.41595876804785803,0,17.661065423657153,0.41605764627456665,0.2960622310638428
2864601_0.371,5,1,gbdrift,3,0.4262733906507492,0,21.047644579595175,0.4262734055519104,0.2847517430782318
2864601_0.371,5,2,cvdrift,3,0.39493895322084427,0,21.967780517749183,0.39493894577026367,0.31256237626075745
2864601_0.371,5,3,gbdrift0_over_shat,3,1.0639141649007797,0,16.399678548062536,1.063914179801941,0.6530650854110718
2864601_0.371,5,4,gds2,3,0.11278887093067169,48,33.36037972607716,0.4843555688858032,0.28123724460601807
2864601_0.371,5,5,gds21_over_shat,3,0.2718251347541809,48,27.307692197145073,0.44818824529647827,0.3039061427116394
2864601_0.371,5,6,gds22_over_shat_squared,3,1.0457516312599182,0,13.919747767700578,1.0457515716552734,0.6228082180023193
2864601_0.371,6,0,bmag,3,0.47426408529281616,0,21.655095446723273,0.47426408529281616,0.3132176995277405
2864601_0.371,6,1,gbdrift,3,0.8548055440187454,0,15.003082555146399,0.854805588722229,0.534168541431427
2864601_0.371,6,2,cvdrift,3,0.3283862918615341,48,29.14453248677221,0.6893460154533386,0.42808449268341064
2864601_0.371,6,3,gbdrift0_over_shat,3,3.4134474396705627,0,15.928243659517339,3.413447380065918,1.995222806930542
2864601_0.371,6,4,gds2,3,0.00021107681095600128,29,28.222363053033575,0.14308589696884155,0.08915272355079651
2864601_0.371,6,5,gds21_over_shat,3,0.07985394261777401,24,24.51969362037789,0.19060298800468445,0.14331090450286865
2864601_0.371,6,6,gds22_over_shat_squared,3,1.2229627668857574,0,16.640824077524634,1.2229628562927246,0.7433775067329407
2864601_0.371,7,0,bmag,3,0.5386393405497074,0,18.247027886390505,0.5386393666267395,0.37215477228164673
2864601_0.371,7,1,gbdrift,3,1.4835948050022125,0,16.655982868293737,1.4835947751998901,0.8945348262786865
2864601_0.371,7,2,cvdrift,3,1.4313787072896957,0,17.33741748302092,1.431378722190857,0.918728232383728
2864601_0.371,7,3,gbdrift0_over_shat,3,1.1116025745868683,0,16.33092316518738,1.111602544784546,0.695759654045105
2864601_0.371,7,4,gds2,3,0.10638734698295593,21,20.580954308685914,0.18658673763275146,0.1137906089425087
2864601_0.371,7,5,gds21_over_shat,3,0.38747584261000156,0,23.11131132907997,0.387475848197937,0.26248058676719666
2864601_0.371,7,6,gds22_over_shat_squared,3,1.2611293494701385,0,14.507401364503632,1.261129379272461,0.779262125492096
2864601_0.371,8,0,bmag,3,0.31184718385338783,0,21.553149944606844,0.31184718012809753,0.2543642520904541
2864601_0.371,8,1,gbdrift,3,1.7909471988677979,0,17.388618881551317,1.7909471988677979,1.043247103691101
2864601_0.371,8,2,cvdrift,3,0.9022249951958656,48,24.976000117290226,1.0121828317642212,0.7018488049507141
2864601_0.371,8,3,gbdrift0_over_shat,3,0.5731914080679417,0,16.952135388850433,0.5731914043426514,0.37806448340415955
2864601_0.371,8,4,gds2,3,0.017143219709396362,48,30.827777834507014,0.24915462732315063,0.1737109273672104
2864601_0.371,8,5,gds21_over_shat,3,0.28408198803663254,0,18.070453105532863,0.28408199548721313,0.19401830434799194
2864601_0.371,8,6,gds22_over_shat_squared,3,0.11077192425727844,23,22.83472097714752,0.2839418649673462,0.16506561636924744
2864601_0.371,9,0,bmag,3,0.3690972365438938,8,19.21351443879568,0.44415998458862305,0.299083411693573
2864601_0.371,9,1,gbdrift,3,6.525301456451416,0,17.214799120176746,6.525300979614258,3.794520854949951
2864601_0.371,9,2,cvdrift,3,1.845171332359314,0,17.156411229228944,1.845171332359314,1.0834146738052368
2864601_0.371,9,3,gbdrift0_over_shat,3,0.20367889059707522,48,25.938735342596907,0.31019917130470276,0.2591557502746582
2864601_0.371,9,4,gds2,3,2.0598745346069336,0,15.886939532230253,2.0598745346069336,1.1893854141235352
2864601_0.371,9,5,gds21_over_shat,3,0.48295407742261887,0,20.819689027971744,0.48295408487319946,0.3002856969833374
2864601_0.371,9,6,gds22_over_shat_squared,3,0.031444523483514786,24,24.83085812577508,0.15573155879974365,0.09110818058252335
2864601_0.371,10,0,bmag,3,0.4311006832867861,0,17.693513277129625,0.4491686224937439,0.31267279386520386
2864601_0.371,10,1,gbdrift,3,2.5421706438064575,0,17.102518183329053,2.542170524597168,1.489319920539856
2864601_0.371,10,2,cvdrift,3,0.47035685181617737,17,19.74963867516019,0.6482867002487183,0.41993436217308044
2864601_0.371,10,3,gbdrift0_over_shat,3,0.45795548893511295,0,22.48732521796929,0.4579555094242096,0.38288700580596924
2864601_0.371,10,4,gds2,3,0.48483892530202866,0,16.241074029794014,0.48483893275260925,0.3122129738330841
2864601_0.371,10,5,gds21_over_shat,3,0.30465462803840637,0,15.908043332675636,0.30465462803840637,0.1786053478717804
2864601_0.371,10,6,gds22_over_shat_squared,3,0.09968082513660192,48,29.248190621928998,0.35585451126098633,0.25512900948524475
2864601_0.371,11,0,bmag,3,0.7609239220619202,0,16.71384248838239,0.7609239220619202,0.5013494491577148
2864601_0.371,11,1,gbdrift,3,2.8693618774414062,0,18.749025699077546,2.8693618774414062,1.7000272274017334
2864601_0.371,11,2,cvdrift,3,1.326376348733902,0,18.53544954328581,1.3263764381408691,0.7836902141571045
2864601_0.371,11,3,gbdrift0_over_shat,3,2.162774443626404,0,16.07663283652175,2.1627743244171143,1.2523937225341797
2864601_0.371,11,4,gds2,3,0.28594465437345207,0,22.09988161697677,0.2859446704387665,0.24397677183151245
2864601_0.371,11,5,gds21_over_shat,3,0.726260595023632,0,22.781934060863573,0.7262606024742126,0.4912009537220001
2864601_0.371,11,6,gds22_over_shat_squared,3,0.13037502020597458,21,20.84976179468745,0.23548343777656555,0.14635327458381653
2864601_0.371,12,0,bmag,3,0.3705814555287361,0,15.211680364436111,0.3705814480781555,0.22791416943073273
2864601_0.371,12,1,gbdrift,3,0.4849408529698849,0,22.030755887357987,0.5341478586196899,0.41745486855506897
2864601_0.371,12,2,cvdrift,3,1.2895947396755219,0,16.365003198702357,1.2895946502685547,0.7513355016708374
2864601_0.371,12,3,gbdrift0_over_shat,3,2.8056965470314026,0,19.003470772304354,2.805696487426758,1.6817617416381836
2864601_0.371,12,4,gds2,3,0.5515274479985237,0,18.34489892049247,0.5515274405479431,0.3838947117328644
2864601_0.371,12,5,gds21_over_shat,3,0.26354826241731644,0,17.44693635399044,0.26354825496673584,0.15712951123714447
2864601_0.371,12,6,gds22_over_shat_squared,3,0.026278024539351463,23,22.468914026438068,0.06844010204076767,0.04033597186207771
2864601_0.371,13,0,bmag,3,0.3402227386832237,18,20.46917774408577,0.46180036664009094,0.3113449811935425
2864601_0.371,13,1,gbdrift,3,1.2868646532297134,0,17.794980595515923,1.2868646383285522,0.8271150588989258
2864601_0.371,13,2,cvdrift,3,0.8948812335729599,0,18.69175032721039,0.8948812484741211,0.5542464256286621
2864601_0.371,13,3,gbdrift0_over_shat,3,3.865379214286804,0,18.727734287318643,3.8653793334960938,2.289665937423706
2864601_0.371,13,4,gds2,3,0.008985288441181183,48,33.49907709911806,0.4189085364341736,0.25915607810020447
2864601_0.371,13,5,gds21_over_shat,3,0.08203044347465038,0,19.34948331706945,0.08203044533729553,0.05924653261899948
2864601_0.371,13,6,gds22_over_shat_squared,3,0.1301514133810997,32,26.012833557007554,0.29333922266960144,0.19336718320846558
2864601_0.371,14,0,bmag,3,0.3265628069639206,22,21.93808273033559,0.6787987947463989,0.398046612739563
2864601_0.371,14,1,gbdrift,3,2.0262901186943054,0,17.04672542153332,2.02629017829895,1.1776857376098633
2864601_0.371,14,2,cvdrift,3,0.5416538640856743,0,17.090288113547746,0.5416538715362549,0.33988747000694275
2864601_0.371,14,3,gbdrift0_over_shat,3,1.4799177423119545,0,22.977673662869464,1.4799177646636963,1.0166678428649902
2864601_0.371,14,4,gds2,3,0.049315497279167175,24,23.896855509917017,0.2341155856847763,0.1403549164533615
2864601_0.371,14,5,gds21_over_shat,3,0.30312972515821457,0,19.678776639820228,0.30312973260879517,0.20611119270324707
2864601_0.371,14,6,gds22_over_shat_squared,3,0.0018776431679725647,26,26.786763749072005,0.13483566045761108,0.08296440541744232
2864601_0.371,15,0,bmag,3,1.4305028021335602,0,15.488694586555141,1.4305028915405273,0.8270170092582703
2864601_0.371,15,1,gbdrift,3,2.409917116165161,0,17.87847173914515,2.409917116165161,1.4219090938568115
2864601_0.371,15,2,cvdrift,3,1.426125168800354,0,15.09122730693964,1.426125168800354,0.8269335031509399
2864601_0.371,15,3,gbdrift0_over_shat,3,2.605593204498291,0,17.36050524413439,2.605593204498291,1.532267689704895
2864601_0.371,15,4,gds2,3,0.2810503989458084,20,21.963022411307314,0.3711585998535156,0.27637356519699097
2864601_0.371,15,5,gds21_over_shat,3,0.5984482914209366,0,21.031823135025938,0.5984482765197754,0.3810894787311554
2864601_0.371,15,6,gds22_over_shat_squared,3,0.015218257904052734,48,32.69800883960573,0.40917640924453735,0.2594233453273773
2864601_0.371,16,0,bmag,3,1.9243732690811157,0,16.210258669428306,1.9243732690811157,1.111572504043579
2864601_0.371,16,1,gbdrift,3,0.3463902063667774,48,26.013830474692366,0.4666494131088257,0.33563315868377686
2864601_0.371,16,2,cvdrift,3,0.9196697808802128,0,17.92607680236196,0.9886728525161743,0.6797069311141968
2864601_0.371,16,3,gbdrift0_over_shat,3,2.349069654941559,0,15.92598675822502,2.349069595336914,1.3627756834030151
2864601_0.371,16,4,gds2,3,0.07346327975392342,48,29.099457034833904,0.23874621093273163,0.17050065100193024
2864601_0.371,16,5,gds21_over_shat,3,0.7255816012620926,18,20.07276345865055,1.0898457765579224,0.6682088971138
2864601_0.371,16,6,gds22_over_shat_squared,3,0.09254810214042664,48,27.879015702548823,0.14248943328857422,0.08696760982275009
2864601_0.371,17,0,bmag,3,0.20877984166145325,24,23.414931494239994,0.6073123216629028,0.351889967918396
2864601_0.371,17,1,gbdrift,3,0.7989665865898132,48,25.856869016789048,0.9824735522270203,0.6435502171516418
2864601_0.371,17,2,cvdrift,3,1.0166423618793488,0,18.71248912897505,1.0166423320770264,0.6174839735031128
2864601_0.371,17,3,gbdrift0_over_shat,3,0.6929768566042185,48,24.23956190208757,0.7165849804878235,0.5599507093429565
2864601_0.371,17,4,gds2,3,0.07797528058290482,24,24.853687384168783,0.4978535771369934,0.29565131664276123
2864601_0.371,17,5,gds21_over_shat,3,0.056901320815086365,42,28.857054610738405,0.3972625732421875,0.25669828057289124
2864601_0.371,17,6,gds22_over_shat_squared,3,0.31639835238456726,48,24.232600411184702,0.32455381751060486,0.22869491577148438
2864601_0.371,18,0,bmag,3,0.8889986276626587,0,14.168777478060067,0.8889986276626587,0.5271239280700684
2864601_0.371,18,1,gbdrift,3,4.399997591972351,0,17.93422536293588,4.399997711181641,2.575556516647339
2864601_0.371,18,2,cvdrift,3,0.46203022450208664,48,26.435001459406813,0.6548320055007935,0.45392096042633057
2864601_0.371,18,3,gbdrift0_over_shat,3,0.7208532989025116,0,15.48724054753927,0.720853328704834,0.4548127353191376
2864601_0.371,18,4,gds2,3,0.7658125106245279,0,17.596394634328234,0.8029052019119263,0.555104672908783
2864601_0.371,18,5,gds21_over_shat,3,0.6305540502071381,0,17.549595322750864,0.6305540800094604,0.3729463517665863
2864601_0.371,18,6,gds22_over_shat_squared,3,0.1658833846449852,0,15.144503110137766,0.1658833771944046,0.09654317796230316
2864601_0.371,19,0,bmag,3,1.831014722585678,0,14.821695028087222,1.8310147523880005,1.0786688327789307
2864601_0.371,19,1,gbdrift,3,1.0087867304682732,0,17.98324078722963,1.008786678314209,0.6858524680137634
2864601_0.371,19,2,cvdrift,3,0.7742275223135948,0,22.751185325888905,0.774227499961853,0.5903444290161133
2864601_0.371,19,3,gbdrift0_over_shat,3,2.9938937425613403,0,17.27178821616431,2.993893623352051,1.778804063796997
2864601_0.371,19,4,gds2,3,0.05157831683754921,31,27.82852899104624,0.26370948553085327,0.17702984809875488
2864601_0.371,19,5,gds21_over_shat,3,0.1905391551554203,22,22.077316915739182,0.3461574614048004,0.23450462520122528
2864601_0.371,19,6,gds22_over_shat_squared,3,0.09928405284881592,38,27.37284834695551,0.31472671031951904,0.2050696462392807
2864601_0.371,20,0,bmag,3,0.23087696731090546,22,22.265006820649436,0.49004071950912476,0.28615063428878784
2864601_0.371,20,1,gbdrift,3,2.598656952381134,0,17.291985750060842,2.5986571311950684,1.5505163669586182
2864601_0.371,20,2,cvdrift,3,0.0015402138233184814,37,29.27243886744156,0.6999759078025818,0.4520666301250458
2864601_0.371,20,3,gbdrift0_over_shat,3,4.636721253395081,0,18.552565037451494,4.636721611022949,2.7376368045806885
2864601_0.371,20,4,gds2,3,0.04515606909990311,30,26.91996768654965,0.16755516827106476,0.10290871560573578
2864601_0.371,20,5,gds21_over_shat,3,0.12727654725313187,23,22.82512266603796,0.362664133310318,0.23945452272891998
2864601_0.371,20,6,gds22_over_shat_squared,3,0.10775399580597878,36,26.897604605633184,0.25832363963127136,0.19267626106739044
2864601_0.371,21,0,bmag,3,0.2303592637181282,48,27.73050070580002,0.4074670076370239,0.2720321714878082
2864601_0.371,21,1,gbdrift,3,0.4179374426603317,24,23.019680805523212,1.3834480047225952,0.9129729270935059
2864601_0.371,21,2,cvdrift,3,0.11996911466121674,24,24.727347357157935,1.616863489151001,1.0717082023620605
2864601_0.371,21,3,gbdrift0_over_shat,3,1.5818111300468445,21,20.964437391120054,2.766179323196411,1.6526978015899658
2864601_0.371,21,4,gds2,3,0.2420118092559278,0,22.269900362970148,0.24774104356765747,0.2115165740251541
2864601_0.371,21,5,gds21_over_shat,3,0.12408089637756348,26,25.822088116768775,0.5233138799667358,0.306169718503952
2864601_0.371,21,6,gds22_over_shat_squared,3,0.2890315018594265,24,23.374533194600485,0.6328867673873901,0.4605807960033417
2864601_0.371,22,0,bmag,3,0.08880479633808136,26,26.520716444264615,0.7980642914772034,0.5097911357879639
2864601_0.371,22,1,gbdrift,3,2.2535106539726257,0,16.783498921014104,2.2535107135772705,1.3078558444976807
2864601_0.371,22,2,cvdrift,3,0.6216623187065125,0,14.175999834524742,0.6216623187065125,0.36337995529174805
2864601_0.371,22,3,gbdrift0_over_shat,3,2.4586886763572693,0,16.415966490800532,2.458688735961914,1.4478179216384888
2864601_0.371,22,4,gds2,3,0.19628034997731447,48,25.333871098804735,0.2259913980960846,0.1500387042760849
2864601_0.371,22,5,gds21_over_shat,3,0.5276021747849882,0,18.61582227720858,0.5276021957397461,0.3818224370479584
2864601_0.371,22,6,gds22_over_shat_squared,3,0.2912613954395056,24,24.51202626321698,0.6638503074645996,0.5033934116363525
2864601_0.371,23,0,bmag,3,0.14708477049134672,0,22.91889255099312,0.1506814807653427,0.1350645273923874
2864601_0.371,23,1,gbdrift,3,0.08785466849803925,35,28.365462098358893,0.5237908363342285,0.33206841349601746
2864601_0.371,23,2,cvdrift,3,0.29515260457992554,24,24.460363138812742,1.1157784461975098,0.6465527415275574
2864601_0.371,23,3,gbdrift0_over_shat,3,1.6365511119365692,0,16.930158013813784,1.6365511417388916,0.9524864554405212
2864601_0.371,23,4,gds2,3,0.00905853882431984,26,26.7416339214857,0.24166712164878845,0.1499556452035904
2864601_0.371,23,5,gds21_over_shat,3,0.5110345035791397,21,21.04222099223267,0.9037812948226929,0.5390298962593079
2864601_0.371,23,6,gds22_over_shat_squared,3,0.8485201746225357,0,18.53621496931007,0.8485201597213745,0.5240039825439453
2864601_0.371,24,0,bmag,3,0.2674350943416357,0,21.030508254070316,0.26743507385253906,0.21154773235321045
2864601_0.371,24,1,gbdrift,3,2.296246290206909,0,14.902605404992501,2.296246290206909,1.3585777282714844
2864601_0.371,24,2,cvdrift,3,1.5934164226055145,0,16.85152977626617,1.593416452407837,0.9235115647315979
2864601_0.371,24,3,gbdrift0_over_shat,3,0.6821579337120056,0,21.909586357657506,0.6821579337120056,0.4680858552455902
2864601_0.371,24,4,gds2,3,0.7447949796915054,0,18.30043915347526,0.7447949647903442,0.44789788126945496
2864601_0.371,24,5,gds21_over_shat,3,1.3342045843601227,0,16.248423446708046,1.3342046737670898,0.7853860259056091
2864601_0.371,24,6,gds22_over_shat_squared,3,0.005352873355150223,48,33.76273841121065,0.2268776148557663,0.13930529356002808
2864601_0.371,25,0,bmag,3,0.14748658798635006,48,28.792666021914798,0.4203275144100189,0.3006855845451355
2864601_0.371,25,1,gbdrift,3,0.4978077271953225,48,24.465203732754286,0.5274366140365601,0.3838574290275574
2864601_0.371,25,2,cvdrift,3,0.12896209210157394,48,28.983158923254464,0.25473296642303467,0.1568021923303604
2864601_0.371,25,3,gbdrift0_over_shat,3,1.271438866853714,0,15.109899950100122,1.2714388370513916,0.7398579120635986
2864601_0.371,25,4,gds2,3,0.2551107257604599,22,22.430208271803302,0.4896775782108307,0.2893946170806885
2864601_0.371,25,5,gds21_over_shat,3,0.3605690225958824,0,18.88764912302325,0.360569030046463,0.2175140082836151
2864601_0.371,25,6,gds22_over_shat_squared,3,0.18336591497063637,21,23.334289579686594,0.2776978015899658,0.18683455884456635
2864601_0.371,26,0,bmag,3,0.2438366860151291,23,22.515124141843348,0.6680285334587097,0.4298461675643921
2864601_0.371,26,1,gbdrift,3,0.24202295392751694,48,28.915628607670303,0.5070402026176453,0.3210742771625519
2864601_0.371,26,2,cvdrift,3,0.09352713823318481,25,25.44688264441075,0.8824954628944397,0.5275918841362
2864601_0.371,26,3,gbdrift0_over_shat,3,1.5791093707084656,0,22.074833689750218,1.5791094303131104,1.0297563076019287
2864601_0.371,26,4,gds2,3,0.10250593349337578,25,25.41747925318144,0.3336242437362671,0.2343529611825943
2864601_0.371,26,5,gds21_over_shat,3,0.10699264332652092,24,22.96483383369618,0.40017014741897583,0.2568683922290802
2864601_0.371,26,6,gds22_over_shat_squared,3,0.10583994165062904,24,23.280610519716596,0.4932326674461365,0.3221551775932312
2864601_0.371,27,0,bmag,3,0.35008402168750763,0,13.725902389389317,0.35008400678634644,0.21273235976696014
2864601_0.371,27,1,gbdrift,3,2.8370556235313416,0,18.011606772595556,2.8370556831359863,1.6954535245895386
2864601_0.371,27,2,cvdrift,3,0.2653111293911934,28,25.064109972634675,0.4154317378997803,0.3444860577583313
2864601_0.371,27,3,gbdrift0_over_shat,3,0.5351850464940071,0,19.353827004667778,0.5351850390434265,0.3208521604537964
2864601_0.371,27,4,gds2,3,0.1705770781263709,24,24.3213989107904,0.511532187461853,0.375029593706131
2864601_0.371,27,5,gds21_over_shat,3,0.20247898250818253,22,22.73458170136518,0.3089516758918762,0.23179829120635986
2864601_0.371,27,6,gds22_over_shat_squared,3,0.006849666126072407,24,24.156826156236832,0.2642709016799927,0.17699207365512848
2864601_0.371,28,0,bmag,3,0.31430971156805754,48,24.051904491325715,0.33019959926605225,0.3161100745201111
2864601_0.371,28,1,gbdrift,3,1.6967101115733385,0,23.853784491615503,1.6967101097106934,1.1909303665161133
2864601_0.371,28,2,cvdrift,3,1.4519331902265549,0,21.6522180872641,1.4519331455230713,0.9269921183586121
2864601_0.371,28,3,gbdrift0_over_shat,3,1.2724474221467972,0,21.895247988469176,1.2724474668502808,0.8478601574897766
2864601_0.371,28,4,gds2,3,0.19217456448677694,48,24.745129847952406,0.22334276139736176,0.20833465456962585
2864601_0.371,28,5,gds21_over_shat,3,0.27223235042765737,48,26.197134735740043,0.4394926428794861,0.36075925827026367
2864601_0.371,28,6,gds22_over_shat_squared,3,0.11243454832583666,0,21.13471870257237,0.11243455111980438,0.07056152075529099
2864601_0.371,29,0,bmag,3,0.9236077517271042,0,16.212709335929038,0.9236077666282654,0.5932615399360657
2864601_0.371,29,1,gbdrift,3,0.7006357610225677,0,17.559598847851365,0.7006357908248901,0.40883663296699524
2864601_0.371,29,2,cvdrift,3,0.864680141210556,0,18.441154237860292,0.8646801710128784,0.5153149962425232
2864601_0.371,29,3,gbdrift0_over_shat,3,0.25082555413246155,22,21.01942236182053,0.4586060345172882,0.287445992231369
2864601_0.371,29,4,gds2,3,0.3826415315270424,22,22.112424212453643,0.6960468292236328,0.47263890504837036
2864601_0.371,29,5,gds21_over_shat,3,0.2986566424369812,48,29.042742309424046,0.7236728668212891,0.47756335139274597
2864601_0.371,29,6,gds22_over_shat_squared,3,0.3705916032195091,24,23.16610497661927,1.0234485864639282,0.7031037211418152
2864601_0.371,30,0,bmag,3,0.26784440129995346,21,21.617264546630285,0.49761897325515747,0.2940709590911865
2864601_0.371,30,1,gbdrift,3,0.17525620013475418,17,19.894272715658115,0.23532748222351074,0.15509170293807983
2864601_0.371,30,2,cvdrift,3,0.8512305393815041,0,21.28713136923788,0.8512305021286011,0.5537912249565125
2864601_0.371,30,3,gbdrift0_over_shat,3,3.812600076198578,0,17.77409393893043,3.8126001358032227,2.227107524871826
2864601_0.371,30,4,gds2,3,0.01957349106669426,28,27.574796521968583,0.1795295923948288,0.10873452574014664
2864601_0.371,30,5,gds21_over_shat,3,0.41166242957115173,48,26.82991777832972,0.5597716569900513,0.35194161534309387
2864601_0.371,30,6,gds22_over_shat_squared,3,0.534130297601223,0,15.42418750979646,0.534130334854126,0.3367404043674469
2864601_0.371,31,0,bmag,3,0.015360284596681595,24,25.09533154943597,0.43501895666122437,0.27934983372688293
2864601_0.371,31,1,gbdrift,3,0.6195718571543694,0,15.678331630590465,0.61957186460495,0.397411584854126
2864601_0.371,31,2,cvdrift,3,0.67629324644804,0,20.523592740587038,0.6762932538986206,0.4246257245540619
2864601_0.371,31,3,gbdrift0_over_shat,3,2.951569139957428,0,16.54867664262452,2.951569080352783,1.7123043537139893
2864601_0.371,31,4,gds2,3,0.1465613367035985,48,27.651751476403653,0.3615591824054718,0.2655637860298157
2864601_0.371,31,5,gds21_over_shat,3,0.23121383413672447,15,20.75533148731602,0.3230055570602417,0.20385445654392242
2864601_0.371,31,6,gds22_over_shat_squared,3,0.04332989640533924,24,22.763903490787722,0.13968046009540558,0.08967103064060211
