member_id,row_id,equilibrium_file,stable_or_near_floor,concept_set,target_native_prediction,decoder_prediction,signed_residual
2864601_0.437,13625,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000226.h5,False,paper_baseline,3.382042646408081,0.791023927707644,2.591018718700437
2864601_0.437,13676,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000239.h5,False,paper_baseline,3.381608724594116,2.5616779948867094,0.8199307297074068
2864601_0.437,13756,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000259.h5,True,paper_baseline,-1.9780737161636353,-1.0148653911619199,-0.9632083250017154
2864601_0.437,13767,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000262.h5,False,paper_baseline,1.3368090391159058,0.8705293372045533,0.4662797019113525
2864601_0.437,13802,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000270.h5,False,paper_baseline,1.8423963785171509,0.9704488176734059,0.871947560843745
2864601_0.437,14023,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000326.h5,False,paper_baseline,2.5736100673675537,0.5855700209652885,1.9880400464022652
2864601_0.437,14550,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000458.h5,False,paper_baseline,6.810038089752197,5.081518844876594,1.7285192448756028
2864601_0.437,14707,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000497.h5,False,paper_baseline,-0.7625657916069031,-1.0581407497384019,0.2955749581314988
2864601_0.437,15374,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000665.h5,False,paper_baseline,-0.5917867422103882,-1.0127284082963888,0.4209416660860006
2864601_0.437,15479,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000691.h5,False,paper_baseline,-0.8866440057754517,-0.18643421031992635,-0.7002097954555253
2864601_0.437,15566,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000713.h5,False,paper_baseline,0.6526971459388733,0.8686011911115534,-0.21590404517268014
2864601_0.437,15731,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000754.h5,True,paper_baseline,-2.0079283714294434,-1.9452684181396493,-0.06265995328979401
2864601_0.437,16772,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001015.h5,True,paper_baseline,-1.6540943384170532,-0.8116744275352561,-0.8424199108817971
2864601_0.437,16804,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001023.h5,False,paper_baseline,1.8960850238800049,2.888889071151598,-0.9928040472715933
2864601_0.437,16861,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001038.h5,False,paper_baseline,-0.7802956104278564,0.31376071827999824,-1.0940563287078546
2864601_0.437,16897,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001047.h5,False,paper_baseline,2.288813352584839,1.5494106545376751,0.7394026980471637
2864601_0.437,16907,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001049.h5,True,paper_baseline,-1.8751565217971802,-0.7219583218816876,-1.1531981999154926
2864601_0.437,16916,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001051.h5,False,paper_baseline,1.9467681646347046,1.3447367057433621,0.6020314588913425
2864601_0.437,16936,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001056.h5,False,paper_baseline,-0.32244816422462463,-0.9084127397854201,0.5859645755607955
2864601_0.437,17030,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001080.h5,False,paper_baseline,1.0341700315475464,0.3103671192199517,0.7238029123275946
2864601_0.437,17316,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001151.h5,False,paper_baseline,-1.5978494882583618,-1.1600889699956782,-0.4377605182626836
2864601_0.437,17991,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_001321.h5,False,paper_baseline,-1.6254311800003052,-0.5200332634541014,-1.1053979165462038
