member_id,feature_id,feature_kind,stratum,method,permutations,mean_signed,mean_absolute,rms,variance_contribution,variance_share,mean_sampling_se,maximum_sampling_se
2864601_0.386,2864601_0.386:u024,bottleneck_unit,unstable,captum_shapley_value_sampling,256,0.017891998211608123,0.11290959936051972,0.14063461819862916,0.04130816131128364,0.013350080044391047,0.004238493148702554,0.01894509047269821
2864601_0.386,2864601_0.386:u025,bottleneck_unit,unstable,captum_shapley_value_sampling,256,-0.003559036405587042,0.01716140789982379,0.025352184935511425,0.0002602962129377844,8.41232136135302e-05,0.0018791340834935144,0.02054404839873314
2864601_0.386,2864601_0.386:u026,bottleneck_unit,unstable,captum_shapley_value_sampling,256,0.0009075618443220217,0.023738096211960318,0.037708641593697245,0.01160288946073196,0.0037498522841461096,0.0011878407184627955,0.011429638601839542
2864601_0.386,2864601_0.386:u027,bottleneck_unit,unstable,captum_shapley_value_sampling,256,0.026759218024763914,0.14678830016055144,0.19889329192209637,0.0729926898543261,0.0235899691798793,0.004531660574423911,0.02745991386473179
2864601_0.386,2864601_0.386:u028,bottleneck_unit,unstable,captum_shapley_value_sampling,256,-0.0038871519799086904,0.02462834028579221,0.038880465458294815,0.003422554997022022,0.0011061103112835382,0.0024947563461864774,0.030018925666809082
2864601_0.386,2864601_0.386:u029,bottleneck_unit,unstable,captum_shapley_value_sampling,256,-0.0020088742343911067,0.011867735270521065,0.02097207393588192,-3.845467509109177e-05,-1.2427882874730953e-05,0.001433422707097969,0.014951903373003006
2864601_0.386,2864601_0.386:u030,bottleneck_unit,unstable,captum_shapley_value_sampling,256,-0.0011216712551877688,0.01240895471702587,0.0392111916062077,-0.007727342326301287,-0.0024973427843750086,0.0008640751904555313,0.02550889551639557
2864601_0.386,a_over_LT,scalar_drive,unstable,captum_shapley_value_sampling,256,-0.4095686605426875,1.7877091578949291,2.1285466081465794,2.1771684617572102,0.7036230205347594,0.02007563391020755,0.09695038944482803
2864601_0.386,a_over_Ln,scalar_drive,unstable,captum_shapley_value_sampling,256,-0.11442072299204914,0.8206423081963102,1.1985427318859405,0.2392582375690604,0.07732410548988507,0.019288942187846426,0.11948885768651962
2864601_0.355,2864601_0.355:u000,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.0048430187379126435,0.02970286647795001,0.053756344142900106,0.022764078580209464,0.005610305604839694,0.002167868650300079,0.0217584241181612
2864601_0.355,2864601_0.355:u001,bottleneck_unit,overall,captum_shapley_value_sampling,256,0.0004554208685294725,0.010924571388459299,0.018188120725127755,-0.0004229039544877815,-0.00010422650834786565,0.0008682381574972169,0.010966203175485134
2864601_0.355,2864601_0.355:u002,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.0016957325451949145,0.01677847025412484,0.023826665108967925,0.009843389022930759,0.0024259457904866276,0.0009294528577804612,0.010636575520038605
2864601_0.355,2864601_0.355:u003,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.006571606060606428,0.05963379687268753,0.09633643331658613,0.030929651231343207,0.0076227462951125105,0.0038284518324454096,0.02604549750685692
2864601_0.355,2864601_0.355:u004,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.0034815282117342575,0.0289439542562468,0.04469077342447022,0.017857292903551456,0.004401007056404959,0.0028110656713662367,0.02726861648261547
2864601_0.355,2864601_0.355:u005,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.0068655877094133755,0.024019648365385365,0.05805213053806086,0.008400394843089862,0.0020703136349224404,0.0022384695053128782,0.04753844439983368
2864601_0.355,2864601_0.355:u006,bottleneck_unit,overall,captum_shapley_value_sampling,256,0.0019246880005230195,0.013714469671889674,0.02170361454285947,0.0006287763892921695,0.00015496466015995736,0.0013605837245773955,0.012496554292738438
2864601_0.355,2864601_0.355:u007,bottleneck_unit,overall,captum_shapley_value_sampling,256,0.006158551410073414,0.1891497540231794,0.2747614828826495,0.13686094837530466,0.03372997255514581,0.00512580227316721,0.05048772692680359
2864601_0.355,2864601_0.355:u008,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.0011448732770513743,0.010139291977509856,0.019711784416232205,0.0029296072487572503,0.000722014374962264,0.0008048458909975124,0.00968976877629757
2864601_0.355,2864601_0.355:u009,bottleneck_unit,overall,captum_shapley_value_sampling,256,-2.6348741143010555e-05,0.0034907741784118117,0.010652682812523566,0.0006338865810892971,0.00015622408902637126,0.00027616333075411605,0.007781270891427994
2864601_0.355,2864601_0.355:u010,bottleneck_unit,overall,captum_shapley_value_sampling,256,0.0061141443635569885,0.0300315187467495,0.04176563616017626,0.010254891696847264,0.0025273624039351236,0.0025340542071453456,0.014512566849589348
2864601_0.355,2864601_0.355:u011,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.0005692579073947854,0.00768099060660461,0.014919826492879186,0.0005769314242095955,0.00014218724432207868,0.00038539688040879126,0.008741547353565693
2864601_0.355,2864601_0.355:u012,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.003971085668657906,0.013309908022987656,0.02084451293767763,0.0019081920172624855,0.0004702821742526061,0.0014348713432164005,0.01371216680854559
2864601_0.355,2864601_0.355:u013,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.00012877044273773208,0.019474929303687532,0.027455748973438616,0.009406903993215896,0.002318372167420379,0.0009613688674119203,0.008369450457394123
2864601_0.355,2864601_0.355:u014,bottleneck_unit,overall,captum_shapley_value_sampling,256,0.013604868200840428,0.11403191324905493,0.138941628614874,0.0599982061672338,0.014786817360268574,0.003768376463318191,0.02404988370835781
2864601_0.355,2864601_0.355:u015,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.0019218438712414355,0.021442405553301798,0.03129029481251497,0.011201002795472394,0.002760535575461259,0.001473550826585779,0.011645837686955929
2864601_0.355,2864601_0.355:u016,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.004028224236390088,0.014515972445893567,0.02630415877947132,-0.003367770297032455,-0.0008300015529589676,0.0015810312751805213,0.026868466287851334
2864601_0.355,2864601_0.355:u017,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.0015018191148992628,0.010596828321926295,0.021180816398267233,0.0009823821757678469,0.00024211233533504394,0.0010744466429923705,0.02116364613175392
2864601_0.355,2864601_0.355:u018,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.006277771994529758,0.032621624866325874,0.05384973737082481,0.012233617312043966,0.0030150278884071855,0.003012432223007977,0.0370355024933815
2864601_0.355,2864601_0.355:u019,bottleneck_unit,overall,captum_shapley_value_sampling,256,-0.003823734024830628,0.025333649391599464,0.035855002353331195,0.008874621745266209,0.0021871889056640703,0.0015925970675042436,0.021715495735406876
