member_id,target,stratum,encoded_linear_grouped_cv_r2,encoded_nonlinear_grouped_cv_r2,label_permutation_linear_r2,label_permutation_nonlinear_r2,used_direction_removal_mean_signed_delta,used_direction_removal_rms_delta,random_direction_control_median_rms,random_direction_control_q90_rms,direction_intervention_validity
2864601_0.449,log_FSA_grad_x,unstable,0.8368145718065225,0.8670926491279012,-0.06143138725279251,-0.12823222360548203,-0.011462453556688209,0.21278559479729448,0.18118293150795306,0.4957923785258317,deliberately_off_manifold_diagnostic
2864601_0.449,log_f_Q,overall,0.8846651830273803,0.887795343042139,-0.050142208543784816,-0.12591340601239942,-0.06132462467253208,0.665268640909157,0.16398161034713685,0.44780513713210385,deliberately_off_manifold_diagnostic
2864601_0.449,log_f_Q,stable_or_near_floor,0.8985930087254841,0.8995786012216219,-0.16889166699799651,-0.20785270378699927,0.08680141189446051,0.34009913398580904,0.09285049220729148,0.21992888055041487,deliberately_off_manifold_diagnostic
2864601_0.449,log_f_Q,unstable,0.8741423194286733,0.8782606817546516,-0.048286673804192715,-0.14197221955337636,-0.1081012677989508,0.7387954132020917,0.18118293150795306,0.4957923785258317,deliberately_off_manifold_diagnostic
2864601_0.449,f_stab,overall,0.7579289753352922,0.7840634681295173,0.012024283099369093,0.0012166951330906395,-0.03689350415766239,0.3597003260620894,0.16398161034713685,0.44780513713210385,deliberately_off_manifold_diagnostic
2864601_0.449,f_stab,stable_or_near_floor,0.803542391759713,0.8286223031350712,-0.04520109413379059,-0.10732466032961274,0.017637227786084016,0.12597871431400262,0.09285049220729148,0.21992888055041487,deliberately_off_manifold_diagnostic
2864601_0.449,f_stab,unstable,0.7364797662085965,0.7637369636847355,-0.00048699751588365814,0.0041948950560912746,-0.054113735297792835,0.40648585755602484,0.18118293150795306,0.4957923785258317,deliberately_off_manifold_diagnostic
2864601_0.449,shat,overall,0.3806878566017171,0.4242391917115047,0.022069807806414654,-0.012945368220758535,-0.0005604491233825683,0.10176665817529058,0.16398161034713685,0.44780513713210385,deliberately_off_manifold_diagnostic
2864601_0.449,shat,stable_or_near_floor,0.284593796200983,0.33828497376951516,0.021252675095188023,0.006928196696386446,-0.003671421358982722,0.09851230672193718,0.09285049220729148,0.21992888055041487,deliberately_off_manifold_diagnostic
2864601_0.449,shat,unstable,0.40477543014803863,0.44572111297902073,0.019421931954430982,-0.021273501392462313,0.00042196316154379594,0.10277294095291066,0.18118293150795306,0.4957923785258317,deliberately_off_manifold_diagnostic
2864601_0.449,nfp,overall,0.5019899663086507,0.5168990477897977,0.006168700084507539,-0.06725104162759532,0.011339390136301518,0.11536138020110913,0.16398161034713685,0.44780513713210385,deliberately_off_manifold_diagnostic
2864601_0.449,nfp,stable_or_near_floor,0.42139611313498215,0.4564015408525346,0.005889809706907556,-0.08923917871952813,0.00534773226827383,0.08650060592395713,0.09285049220729148,0.21992888055041487,deliberately_off_manifold_diagnostic
2864601_0.449,nfp,unstable,0.5261560845407596,0.5350324827264109,0.006190758152229026,-0.0607156835388154,0.01323149262094184,0.1230772269534246,0.18118293150795306,0.4957923785258317,deliberately_off_manifold_diagnostic
2864601_0.449,aspect,overall,0.2930216644736938,0.3236050907464104,-0.03407075629620793,-0.05987844251887742,-0.00550763414055109,0.22265630944563725,0.16398161034713685,0.44780513713210385,deliberately_off_manifold_diagnostic
2864601_0.449,aspect,stable_or_near_floor,0.33601325100628543,0.35053057157903167,-0.06486953769873116,-0.05892911081828478,0.005921757159133752,0.12710195565570562,0.09285049220729148,0.21992888055041487,deliberately_off_manifold_diagnostic
2864601_0.449,aspect,unstable,0.2768860412745696,0.31238774754122156,-0.029841972466756017,-0.06520385927948147,-0.00911691560360946,0.24521380151440292,0.18118293150795306,0.4957923785258317,deliberately_off_manifold_diagnostic
2864601_0.340,log_FSA_grad_x,overall,0.8344078958438377,0.8550117212717561,-0.0743532875246582,-0.10061601810167264,-0.00778503579646349,0.5893046485564699,0.15710961370877088,0.2704404261777655,deliberately_off_manifold_diagnostic
2864601_0.340,log_FSA_grad_x,stable_or_near_floor,0.8670785862984961,0.8584470143891162,-0.05174380556951652,-0.058920307475287315,0.06719166288773219,0.28756972144445914,0.07783825965829884,0.11674464347206737,deliberately_off_manifold_diagnostic
2864601_0.340,log_FSA_grad_x,unstable,0.8216758929586672,0.8516439164667213,-0.09842886874287982,-0.13100874657144201,-0.03146188801252528,0.6563784672093873,0.1721410537557011,0.3012231860468545,deliberately_off_manifold_diagnostic
2864601_0.340,log_f_Q,overall,0.8951503129928443,0.8925483024473929,-0.051680708494448835,-0.1125537544121813,-0.016493432849645613,0.8921640552061016,0.15710961370877088,0.2704404261777655,deliberately_off_manifold_diagnostic
2864601_0.340,log_f_Q,stable_or_near_floor,0.9060871934915536,0.9168374338079247,-0.21549682381760138,-0.25467184710749136,0.1836647480726242,0.6470407810964861,0.07783825965829884,0.11674464347206737,deliberately_off_manifold_diagnostic
2864601_0.340,log_f_Q,unstable,0.8862700727462054,0.8782450702443483,-0.03196737621161683,-0.10410053137642294,-0.0797012794566782,0.9566098831051134,0.1721410537557011,0.3012231860468545,deliberately_off_manifold_diagnostic
2864601_0.340,f_stab,overall,0.7539776956044605,0.7759216711430539,-0.009573984034521699,-0.044138349857284265,-0.0034234547168016435,0.6712554112593792,0.15710961370877088,0.2704404261777655,deliberately_off_manifold_diagnostic
2864601_0.340,f_stab,stable_or_near_floor,0.8529104227197941,0.8732752633401729,-0.10862334327869205,-0.08696367358379331,0.09575353140632312,0.3959124139263877,0.07783825965829884,0.11674464347206737,deliberately_off_manifold_diagnostic
2864601_0.340,f_stab,unstable,0.715971003008455,0.7390714972342955,-0.009851232136445898,-0.0628028184457754,-0.03474250296620946,0.7371394155652912,0.1721410537557011,0.3012231860468545,deliberately_off_manifold_diagnostic
2864601_0.340,shat,overall,0.3628797466534419,0.3643451497701953,-0.06791796041079423,-0.1513936023406499,0.003560789242386818,0.08887834143332092,0.15710961370877088,0.2704404261777655,deliberately_off_manifold_diagnostic
2864601_0.340,shat,stable_or_near_floor,0.21973408804773387,0.2787969403582059,-0.0776409907714235,-0.06855496488643809,0.00015858467668294907,0.0697319324484921,0.07783825965829884,0.11674464347206737,deliberately_off_manifold_diagnostic
2864601_0.340,shat,unstable,0.39959872400945606,0.385541962022376,-0.06842900909755567,-0.17710119276873315,0.0046351696315564605,0.09411883165793597,0.1721410537557011,0.3012231860468545,deliberately_off_manifold_diagnostic
2864601_0.340,nfp,overall,0.49024394538691207,0.5142835717745715,0.015738729234628046,-0.05818459008016541,0.008070560082793235,0.12058820277824082,0.15710961370877088,0.2704404261777655,deliberately_off_manifold_diagnostic
2864601_0.340,nfp,stable_or_near_floor,0.45234051269140607,0.4812021289858689,0.0266870395339448,-0.0029178990529643567,0.007149326366682847,0.06547792668602652,0.07783825965829884,0.11674464347206737,deliberately_off_manifold_diagnostic
2864601_0.340,nfp,unstable,0.5015922145430711,0.5241856069410882,0.012390592652825161,-0.07484320347095341,0.008361475993143885,0.13334042560966178,0.1721410537557011,0.3012231860468545,deliberately_off_manifold_diagnostic
2864601_0.340,aspect,overall,0.30795510291121,0.3276478676356668,0.00014935572362118066,-0.046222826400857286,0.0080926603525877,0.1223166993068083,0.15710961370877088,0.2704404261777655,deliberately_off_manifold_diagnostic
