source_family,source_id,member_id,function,method,summary,source_signed,validity_tag,source_feature_claims_permitted,gradient_set,stratum,sample_count,spearman_rho,spearman_ci95_lower,spearman_ci95_upper,bootstrap_stable,bootstrap_replicates,bootstrap_unit,gx_quantity,feature_claims_permitted,association_not_causation
s06_attribution,ig_low_pass:all_channels,2864601_0.371,original_f,ig_low_pass,top10pct_absolute_mass_fraction,True,deliberately_off_manifold_diagnostic,True,fixed,all,1000,-0.1379202179202179,-0.1961619215115501,-0.07505229746127814,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.371,original_f,ig_low_pass,top10pct_absolute_mass_fraction,True,deliberately_off_manifold_diagnostic,True,fixed,stable_or_near_floor,23,0.06225296442687747,-0.380734910417911,0.41933135021166,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.371,original_f,ig_low_pass,top10pct_absolute_mass_fraction,True,deliberately_off_manifold_diagnostic,True,fixed,unstable,977,-0.1300525585396638,-0.2006908695181436,-0.07241382993740832,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
s06_attribution,ig_low_pass:all_channels,2864601_0.371,original_f,ig_low_pass,signed_cell_sum,True,deliberately_off_manifold_diagnostic,True,fixed,all,1000,0.0616030576030576,-0.0007254185575722944,0.12590363851928593,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.371,original_f,ig_low_pass,signed_cell_sum,True,deliberately_off_manifold_diagnostic,True,fixed,stable_or_near_floor,23,-0.5681818181818182,-0.8442679900744416,-0.13165656275255663,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.371,original_f,ig_low_pass,signed_cell_sum,True,deliberately_off_manifold_diagnostic,True,fixed,unstable,977,0.057951523787945436,-0.006432385791103144,0.12010958331044726,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,positive_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,all,1000,0.27785416985416983,0.21234060885571782,0.3400687436996543,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,positive_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,stable_or_near_floor,240,0.2166678240941683,0.09309033170266112,0.339723449432052,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,positive_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,unstable,760,-0.1376837654898258,-0.20834857720049366,-0.06655336598841843,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,absolute_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,all,1000,0.27786132186132184,0.21159439233354418,0.33629298166465343,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,absolute_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,stable_or_near_floor,240,0.21831629021337176,0.09821391621840748,0.3324768734330793,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,absolute_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,unstable,760,-0.13870218283837604,-0.19894005345721436,-0.06901569565821754,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,top10pct_absolute_mass_fraction,True,deliberately_off_manifold_diagnostic,True,varied,all,1000,0.06267255867255868,-0.0022104109040449443,0.1199094928425916,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,top10pct_absolute_mass_fraction,True,deliberately_off_manifold_diagnostic,True,varied,stable_or_near_floor,240,-0.19574298164898696,-0.3108769467338992,-0.0859504443634504,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,top10pct_absolute_mass_fraction,True,deliberately_off_manifold_diagnostic,True,varied,unstable,760,0.07265988851671908,0.0074109327285646395,0.14124616373141924,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,signed_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,all,1000,0.014873870873870874,-0.04019594459181006,0.07148545540338179,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,signed_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,stable_or_near_floor,240,-0.054068647025121964,-0.20449076400316277,0.0768443597071801,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,signed_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,unstable,760,-0.06930505693214041,-0.14855599682560097,0.0018265396044050742,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,positive_cell_sum,True,deliberately_off_manifold_diagnostic,True,fixed,all,1000,-0.09071117471117471,-0.15266995374012296,-0.023703370615913624,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,positive_cell_sum,True,deliberately_off_manifold_diagnostic,True,fixed,stable_or_near_floor,23,0.14130434782608695,-0.34503029360579096,0.5404757342860145,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,positive_cell_sum,True,deliberately_off_manifold_diagnostic,True,fixed,unstable,977,-0.13998299776484405,-0.20526479777309753,-0.08030677785194584,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,absolute_cell_sum,True,deliberately_off_manifold_diagnostic,True,fixed,all,1000,-0.10026340026340026,-0.16111465564326782,-0.03751035389635206,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,absolute_cell_sum,True,deliberately_off_manifold_diagnostic,True,fixed,stable_or_near_floor,23,0.16699604743083005,-0.29741550695825053,0.598217956415427,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,absolute_cell_sum,True,deliberately_off_manifold_diagnostic,True,fixed,unstable,977,-0.15032279438037346,-0.21157762499404223,-0.09182247080045272,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,top10pct_absolute_mass_fraction,True,deliberately_off_manifold_diagnostic,True,fixed,all,1000,-0.11691382491382492,-0.1741275128212045,-0.0522975756003995,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,top10pct_absolute_mass_fraction,True,deliberately_off_manifold_diagnostic,True,fixed,stable_or_near_floor,23,-0.05138339920948617,-0.5020059631806646,0.38675486396902875,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,top10pct_absolute_mass_fraction,True,deliberately_off_manifold_diagnostic,True,fixed,unstable,977,-0.11560521379231116,-0.1762164607356364,-0.051952184791288554,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,signed_cell_sum,True,deliberately_off_manifold_diagnostic,True,fixed,all,1000,0.05610844410844411,-0.011181661946499496,0.12154108326929036,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,signed_cell_sum,True,deliberately_off_manifold_diagnostic,True,fixed,stable_or_near_floor,23,-0.2826086956521739,-0.576722047878734,0.11631159285948155,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.409,original_f,ig_low_pass,signed_cell_sum,True,deliberately_off_manifold_diagnostic,True,fixed,unstable,977,0.061593701807570296,-0.0039866566661868955,0.12408114622393153,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,all,1000,0.5296166176166176,0.4929705529987757,0.5610408412186035,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,stable_or_near_floor,240,-0.015899581589958158,-0.16147437624720481,0.11938385928548098,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,unstable,760,0.40150205282648743,0.3388997708052429,0.4565800123032668,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,all,1000,0.5296166176166176,0.49297559427188703,0.5647173936464622,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,stable_or_near_floor,240,-0.015899581589958158,-0.15374989614250759,0.12110587821489958,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,unstable,760,0.40150205282648743,0.34156505476774784,0.4546441872752203,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,varied,all,1000,0.525037017037017,0.4771899328705151,0.5665696698875802,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,varied,stable_or_near_floor,240,0.07972273824198337,-0.04937743354656992,0.19971183126163544,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,varied,unstable,760,0.2922079249845618,0.22337310373546376,0.3557116326831494,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,all,1000,0.08288747888747888,0.01883888393563907,0.14824362315993175,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,stable_or_near_floor,23,-0.08794466403162056,-0.5320828357808071,0.33669493434811065,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,unstable,977,0.03138118853720043,-0.034930758749573285,0.0986498165685669,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,all,1000,0.08288747888747888,0.01791117090201063,0.14519138106178744,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,stable_or_near_floor,23,-0.08794466403162056,-0.5110463593520709,0.3181313588850173,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,unstable,977,0.03138118853720043,-0.03197204658187065,0.0988491279412918,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,fixed,all,1000,0.09302484902484902,0.031194399464048884,0.16010898254427844,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,fixed,stable_or_near_floor,23,0.1274703557312253,-0.3567521843603061,0.5568337843612019,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.437,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,fixed,unstable,977,0.03891982148811172,-0.0322065526683994,0.10438261863243996,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,all,1000,0.44717037917037916,0.40164862578744154,0.48893865366191025,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,stable_or_near_floor,240,-0.04322731297418358,-0.17493883734409058,0.08853194650383203,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,unstable,760,0.32225658103176846,0.25749947936170364,0.3821093363184662,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,all,1000,0.44717037917037916,0.40083562054012406,0.49087602659934204,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,stable_or_near_floor,240,-0.04322731297418358,-0.19205801970954028,0.1000751456779746,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,unstable,760,0.32225658103176846,0.2521847281168569,0.3785640495608118,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,varied,all,1000,0.4828173748173748,0.43251313012899495,0.528924981931361,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,varied,stable_or_near_floor,240,0.06957499262139968,-0.06619845233143841,0.21394347027406427,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,varied,unstable,760,0.23005639224663332,0.1611703371493566,0.29368963600838016,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,all,1000,0.020613548613548614,-0.04311187503893228,0.08146781584163748,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,stable_or_near_floor,23,0.030632411067193676,-0.4021451085447304,0.42513788098693717,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,unstable,977,0.015489081006362674,-0.04429692248869823,0.07362386324549305,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,all,1000,0.020613548613548614,-0.047650361903445446,0.08490558791152712,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,stable_or_near_floor,23,0.030632411067193676,-0.4364951406543318,0.4697794351237465,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,unstable,977,0.015489081006362674,-0.04845637626497917,0.08464636019155995,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,fixed,all,1000,0.11535265935265936,0.05031973313124189,0.18481279124840502,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,fixed,stable_or_near_floor,23,0.32707509881422925,-0.10584734866438934,0.7047623829225199,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.371,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,fixed,unstable,977,0.0913733228223803,0.02551925509322227,0.16866587808449462,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,all,1000,0.5641296721296721,0.5208995381538349,0.6002401849547819,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,stable_or_near_floor,240,0.15287070956092988,0.019284551614111526,0.27272190754576214,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,unstable,760,0.4359988321892597,0.37254773258359686,0.4927112405177565,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,all,1000,0.5641296721296721,0.5319702313833571,0.5956185005756977,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,stable_or_near_floor,240,0.15287070956092988,0.023583074631055558,0.2836009972427546,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,varied,unstable,760,0.4359988321892597,0.3792181861698398,0.49622511034603106,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,varied,all,1000,0.46424368424368423,0.40941130628586736,0.5107927540694097,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,varied,stable_or_near_floor,240,0.2187564020208684,0.07571896735598273,0.34433764207966017,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,varied,unstable,760,0.20733112874430001,0.1469133848489058,0.29246890726155594,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,all,1000,0.07704184104184104,0.006057128100675973,0.14186062081722178,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,stable_or_near_floor,23,0.15217391304347827,-0.2356459229277342,0.5702037773359839,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,positive_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,unstable,977,0.05879538188555009,-0.010719601052076588,0.1287505641720724,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,all,1000,0.07704184104184104,0.012233628581935914,0.13401157831300692,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,stable_or_near_floor,23,0.15217391304347827,-0.277775012444002,0.5614838714205005,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,absolute_cell_sum,False,deliberately_off_manifold_diagnostic,False,fixed,unstable,977,0.05879538188555009,-0.00661312621368001,0.11846760719299396,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,fixed,all,1000,0.09802105402105402,0.04070388338168287,0.1585334448797905,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,fixed,stable_or_near_floor,23,0.3804347826086957,-0.07137039854199859,0.7428915503489532,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,periodic_mask:all_channels,2864601_0.409,original_f,periodic_mask,top10pct_absolute_mass_fraction,False,deliberately_off_manifold_diagnostic,False,fixed,unstable,977,0.07902108291571065,0.017534538365590314,0.13696710375102777,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.437,invariant_tilde_f,ig_low_pass,positive_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,all,1000,0.31105997905997906,0.2422392118865067,0.37452265478471763,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.437,invariant_tilde_f,ig_low_pass,positive_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,stable_or_near_floor,240,0.2247478254830813,0.09696782535907374,0.3445790572599985,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.437,invariant_tilde_f,ig_low_pass,positive_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,unstable,760,-0.14452081625378232,-0.21742555709189126,-0.06859345955339162,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
s06_attribution,ig_low_pass:all_channels,2864601_0.437,invariant_tilde_f,ig_low_pass,absolute_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,all,1000,0.3118187878187878,0.2515772681559888,0.36911794996906555,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.437,invariant_tilde_f,ig_low_pass,absolute_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,stable_or_near_floor,240,0.23258042674351986,0.10071097127702036,0.35066535037750207,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.437,invariant_tilde_f,ig_low_pass,absolute_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,unstable,760,-0.14403256092530412,-0.21189780366605943,-0.07466820293298954,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
s06_attribution,ig_low_pass:all_channels,2864601_0.437,invariant_tilde_f,ig_low_pass,top10pct_absolute_mass_fraction,True,deliberately_off_manifold_diagnostic,True,varied,all,1000,0.021254421254421254,-0.039666919539777676,0.087598404904865,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.437,invariant_tilde_f,ig_low_pass,top10pct_absolute_mass_fraction,True,deliberately_off_manifold_diagnostic,True,varied,stable_or_near_floor,240,-0.15109984548342853,-0.2571096960190999,-0.009124471866995394,True,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.437,invariant_tilde_f,ig_low_pass,top10pct_absolute_mass_fraction,True,deliberately_off_manifold_diagnostic,True,varied,unstable,760,-0.009123603417814636,-0.08332360564523898,0.056836466320665135,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
s06_attribution,ig_low_pass:all_channels,2864601_0.437,invariant_tilde_f,ig_low_pass,signed_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,all,1000,0.03819060219060219,-0.025084216013732053,0.10084716680467057,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.437,invariant_tilde_f,ig_low_pass,signed_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,stable_or_near_floor,240,0.08876022153162381,-0.05060857064534536,0.22652534714151232,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),False,True
s06_attribution,ig_low_pass:all_channels,2864601_0.437,invariant_tilde_f,ig_low_pass,signed_cell_sum,True,deliberately_off_manifold_diagnostic,True,varied,unstable,760,-0.026423002809907913,-0.10224597396628855,0.049527824241925845,False,500,equilibrium_files,log10(zonal_phi2_amplitudes),True,True
