entity,entity_type,shift,exact_pooling_subgroup,mean_signed_change,mean_absolute_change,rms_change,max_absolute_change,relative_l2_change,original_reference_residual_std,rms_change_over_residual_std
2864601_0.438,member,2,False,0.002431638490408659,0.04104387767985463,0.09640502913167892,0.7855609580874443,0.04721780868664333,0.2795146396020435,0.34490153814102453
2864601_0.438,member,3,False,0.0033926035054028035,0.04453203677758574,0.10404865316343401,0.8559802770614624,0.05096154675150165,0.2795146396020435,0.37224759787742195
2864601_0.438,member,4,False,0.0015790799781680107,0.044479463644325735,0.10942433176912383,1.0749873220920563,0.053594477483960026,0.2795146396020435,0.3914797876952555
2864601_0.438,member,5,False,0.004691733062267303,0.048078273087739945,0.11636323866660497,1.4139258861541748,0.05699305514459406,0.2795146396020435,0.4163046301699121
2864601_0.438,member,6,False,0.005564840711653233,0.04865544142574072,0.11733397389691012,1.4481448829174042,0.05746850741926039,0.2795146396020435,0.41977756179055004
2864601_0.438,member,7,False,0.0041557903103530405,0.042463333796709773,0.09796068708735883,0.8999779224395752,0.04797974777213251,0.2795146396020435,0.3504671069351842
2864601_0.438,member,8,False,0.004028560761362314,0.035237348239868876,0.08613987508091958,0.9043857753276825,0.042190082597316284,0.2795146396020435,0.30817661358832754
2864601_0.438,member,9,False,0.006325739450752735,0.04551632062345743,0.11110637436687261,1.5015771090984344,0.054418317965091,0.2795146396020435,0.3974975139944703
2864601_0.438,member,10,False,0.0047353656142950055,0.05406813022494316,0.13123486257285527,1.5976426303386688,0.0642769644882228,0.2795146396020435,0.4695098001296095
2864601_0.438,member,11,False,0.004780597139149904,0.05506710862740874,0.13400659617328028,1.568806380033493,0.06563452008520775,0.2795146396020435,0.4794260378063596
2864601_0.438,member,12,False,0.001790698830038309,0.049982130106538535,0.1259009604882416,1.4741227328777313,0.06166449530012089,0.2795146396020435,0.4504270712528402
2864601_0.438,member,13,False,0.001893371805548668,0.048807670794427396,0.11810905661320101,1.3751047775149345,0.057848131882255585,0.2795146396020435,0.4225505210795318
2864601_0.438,member,14,False,0.0028811553306877613,0.046036540631204846,0.10928626941795708,1.1407834589481354,0.053526856512907624,0.2795146396020435,0.3909858516661326
2864601_0.438,member,15,False,-8.636508136987685e-06,0.034687010753899815,0.08083909041947125,0.6892547607421875,0.03959383385087911,0.2795146396020435,0.28921236660292715
2864601_0.438,member,16,False,0.00024664431065320966,0.020780073419213296,0.05138686928094007,0.7184206247329712,0.025168555878955334,0.2795146396020435,0.18384321248469015
2864601_0.438,member,17,False,0.0033065602220594885,0.03545688087120652,0.08578896699705664,0.886684350669384,0.04201821282123017,0.2795146396020435,0.3069211942501399
2864601_0.438,member,18,False,0.002298659730702639,0.04606097165122628,0.10818639636021646,1.0357954502105713,0.05298815437166295,0.2795146396020435,0.3870509126614831
2864601_0.438,member,19,False,0.0031085078939795496,0.04824553338438273,0.11351149389936452,1.0311580896377563,0.05559631121893458,0.2795146396020435,0.40610214213100077
2864601_0.438,member,20,False,0.00038343343511223793,0.046988707710057497,0.1169712508549944,1.1841785907745361,0.057290850845182505,0.2795146396020435,0.4184798729022966
2864601_0.438,member,21,False,0.00396445993706584,0.05172695111110807,0.12379824926195987,1.464681714773178,0.06063461732279863,0.2795146396020435,0.44290434818804675
