entity,function,stratum,n,r2,mse,bias,residual_q01,residual_q05,residual_q25,residual_q50,residual_q75,residual_q95,residual_q99,residual_std,cost_scope,wall_seconds,microseconds_per_sample
2864601_0.175,invariant_tilde_f,all,9785.0,0.9854657831287416,0.07037684085675402,0.031098228192722947,-0.7407746005058289,-0.29089668989181516,-0.0376279354095459,0.006029009819030762,0.10550308227539062,0.4077914714813231,0.8310286891460413,0.2634707484125101,single_member,2.7238572910428047,278.370699135698
2864601_0.175,invariant_tilde_f,stable_near_floor,3170.0,-1050.178212046426,0.027841766000874808,0.03350132823178445,-0.06352225303649903,-0.030619239807128905,-0.009125709533691406,0.0015860795974731445,0.016967177391052246,0.16146742105483963,0.773433890342712,0.1634865698113698,single_member,2.7238572910428047,278.370699135698
2864601_0.175,invariant_tilde_f,unstable,6615.0,0.9698069015147779,0.09076024029638172,0.02994662923220519,-0.9509693855047225,-0.37565170228481287,-0.09081423282623291,0.026283979415893555,0.15459317341446877,0.4596066683530789,0.8453934073448177,0.29979497418418494,single_member,2.7238572910428047,278.370699135698
2864601_0.277,original_f,all,9785.0,0.984627698408333,0.07443497178428315,0.008228676814671466,-0.8544545078277588,-0.35759447813034057,-0.059813499450683594,0.0015244483947753906,0.08569073677062988,0.3795535206794736,0.7591088753938672,0.27271754906457824,single_member,2.1308027910999954,217.76216567194638
2864601_0.277,original_f,stable_near_floor,3170.0,-1202.5421891363208,0.0318773159661286,0.034960923845694644,-0.04121850728988648,-0.007748103141784668,-0.0019004344940185547,0.0015281438827514648,0.006033867597579956,0.20299829840660077,0.7044308209419242,0.1751134580328932,single_member,2.1308027910999954,217.76216567194638
2864601_0.277,original_f,unstable,6615.0,0.9684532882008972,0.09482919233508434,-0.004581787748948107,-0.9841111612319946,-0.45350497961044306,-0.12428909540176392,0.0015115737915039062,0.13327911496162415,0.4147298961877822,0.7842271745204916,0.3079326777533886,single_member,2.1308027910999954,217.76216567194638
2864601_0.277,shift_averaged_bar_f,all,9785.0,0.9855933928920482,0.069758935393835,0.010797865447686655,-0.8136815619468689,-0.3398792862892151,-0.05414646863937378,0.001967906951904297,0.08310866355895996,0.3677727937698359,0.7542553329467768,0.26391184035238324,single_member,70.3646445418708,7191.072513221339
2864601_0.277,shift_averaged_bar_f,stable_near_floor,3170.0,-1167.2111532938154,0.0309415294161196,0.03538708947481417,-0.03840716361999511,-0.0076065659523010245,-0.0016884207725524902,0.0016764402389526367,0.006650149822235107,0.1983081281185146,0.6940769052505492,0.17233296833325298,single_member,70.3646445418708,7191.072513221339
2864601_0.277,shift_averaged_bar_f,unstable,6615.0,0.9706051283094796,0.0883607762025059,-0.0009856326877622065,-0.934546766281128,-0.4404258221387863,-0.11464875936508179,0.006471991539001465,0.1320834457874298,0.4006762862205504,0.7621468269824972,0.2972762423093308,single_member,70.3646445418708,7191.072513221339
2864601_0.277,invariant_tilde_f,all,9785.0,0.9854777883609293,0.07031870973606126,0.01169833583058849,-0.815227119922638,-0.3352405548095703,-0.053368568420410156,0.0018718242645263672,0.08564269542694092,0.36958358287811255,0.7628149437904354,0.2649321267801088,single_member,3.384931290987879,345.9306378117403
2864601_0.277,invariant_tilde_f,stable_near_floor,3170.0,-1175.4262910180394,0.03115911758486363,0.034388036203309186,-0.04070397138595581,-0.007700812816619872,-0.0017597079277038574,0.0015661120414733887,0.0059597790241241455,0.18115549683570809,0.6853183197975155,0.17316477664211724,single_member,3.384931290987879,345.9306378117403
2864601_0.277,invariant_tilde_f,unstable,6615.0,0.9703643577106335,0.08908453091811666,0.0008251158484985991,-0.9256848180294037,-0.43614302277565004,-0.11369669437408447,0.007712304592132568,0.13349125534296036,0.40457442402839594,0.7731927973031988,0.29849174039566,single_member,3.384931290987879,345.9306378117403
2864601_0.463,original_f,all,9785.0,0.9849216936757216,0.07301140295158212,0.004272684137375338,-0.8377406871318817,-0.36179534196853635,-0.06280481815338135,0.0010073184967041016,0.07864081859588623,0.3784198284149163,0.7959472393989556,0.27018624610166003,single_member,2.268237707670778,231.80763491781073
2864601_0.463,original_f,stable_near_floor,3170.0,-1212.2644705834887,0.03213482271612081,0.03350462074911557,-0.06066113233566284,-0.028814744949340814,-0.006727099418640137,0.0017467737197875977,0.012607276439666748,0.1704839468002318,0.8294906306266778,0.17613077312038827,single_member,2.268237707670778,231.80763491781073
2864601_0.463,original_f,unstable,6615.0,0.9691948613485644,0.09260002870311838,-0.009735666438469941,-0.9901379290223121,-0.4461472975555807,-0.12848758697509766,-0.0040318965911865234,0.12614553701132536,0.4202793300151817,0.7898438692092882,0.30416974172415984,single_member,2.268237707670778,231.80763491781073
2864601_0.463,shift_averaged_bar_f,all,9785.0,0.9866659382995274,0.06456551093055532,0.005450233398573464,-0.7601276588439941,-0.33195423558354376,-0.060599565505981445,0.0015702247619628906,0.07459473609924316,0.35177230536937704,0.7486203551292419,0.2540519670103763,single_member,57.64704254223034,5891.368680861558
2864601_0.463,shift_averaged_bar_f,stable_near_floor,3170.0,-1038.9657861457156,0.02754479091648641,0.033319584975365774,-0.05521827697753906,-0.02598116397857666,-0.006025791168212891,0.0019984841346740723,0.012950032949447632,0.18764615654945319,0.7424036395549762,0.16261284633850764,single_member,57.64704254223034,5891.368680861558
2864601_0.463,shift_averaged_bar_f,unstable,6615.0,0.972619245283465,0.08230635483752408,-0.007905147477984605,-0.9030140544474125,-0.4330577820539474,-0.11944377422332764,-0.0022306442260742188,0.1181500032544136,0.39114419259130956,0.747826820611952,0.2868035883587102,single_member,57.64704254223034,5891.368680861558
2864601_0.463,invariant_tilde_f,all,9785.0,0.9864682011101807,0.06552298382568131,0.006289652284582997,-0.761292552947998,-0.33019280433654785,-0.06030631065368652,0.001665353775024414,0.0737220048904419,0.3556946396827684,0.7629302120208734,0.2559103690925206,single_member,3.1103757084347308,317.8718148630282
2864601_0.463,invariant_tilde_f,stable_near_floor,3170.0,-1047.5734799235304,0.027772776421915175,0.031733594200212496,-0.05738749265670776,-0.027108049392700194,-0.006222426891326904,0.002000093460083008,0.013083696365356445,0.16978533267974813,0.7610111403465265,0.1636282418820525,single_member,3.1103757084347308,317.8718148630282
2864601_0.463,invariant_tilde_f,unstable,6615.0,0.9721844294231605,0.083613408235347,-0.005903438550268932,-0.9120708632469177,-0.4320131063461303,-0.11890733987092972,-0.0013985633850097656,0.12088459730148315,0.3990049362182609,0.7620288836956018,0.2891214178533291,single_member,3.1103757084347308,317.8718148630282
2864601_0.229,original_f,all,9785.0,0.9852680536932229,0.07133427620669103,0.00342225083430449,-0.8026874589920043,-0.3646010160446166,-0.0667409896850586,0.003116011619567871,0.07757583260536194,0.37258973121642985,0.7614410692453379,0.26707649488524243,single_member,3.2942372923716903,336.66196140742875
2864601_0.229,original_f,stable_near_floor,3170.0,-993.6913282539348,0.026345640431826495,0.03238945391839987,-0.05012616157531738,-0.02764843702316284,-0.006822168827056885,0.0038126707077026367,0.01644420623779297,0.17029473781585688,0.6345140838623046,0.1590740274632734,single_member,3.2942372923716903,336.66196140742875
2864601_0.229,original_f,unstable,6615.0,0.9690972471934646,0.09289345616229505,-0.010459235753236304,-0.9358844339847565,-0.4508041471242904,-0.1388339400291443,-0.0012465119361877441,0.1247902512550354,0.4165065288543698,0.8174665951728792,0.304627787608849,single_member,3.2942372923716903,336.66196140742875
2864601_0.229,shift_averaged_bar_f,all,9785.0,0.9859434934279447,0.06806369650226606,0.005075624287691787,-0.7982194459438324,-0.337195560336113,-0.06270122528076172,0.0028426647186279297,0.07564198970794678,0.36330997943878157,0.783347587585449,0.2608541518554134,single_member,90.89328120835125,9289.042535345045
2864601_0.229,shift_averaged_bar_f,stable_near_floor,3170.0,-996.6816756550023,0.026424843512377186,0.03281893902208527,-0.04637862682342529,-0.026062858104705808,-0.006507515907287598,0.0038193464279174805,0.016113966703414917,0.16731080412864618,0.6915073537826536,0.15923491895975023,single_member,90.89328120835125,9289.042535345045
2864601_0.229,shift_averaged_bar_f,unstable,6615.0,0.970719287674563,0.08801761395924984,-0.008219357981095415,-0.9352935028076171,-0.43374074101448057,-0.1244126558303833,-0.0016695261001586914,0.12105774879455566,0.3990582704544065,0.8144751629233346,0.296586165679997,single_member,90.89328120835125,9289.042535345045
2864601_0.229,invariant_tilde_f,all,9785.0,0.9858454022789728,0.06853866844205521,0.006674819184924886,-0.7928547358512879,-0.3345725536346435,-0.06083512306213379,0.0030554533004760742,0.07642745971679688,0.3667670965194696,0.7887018084526058,0.2617271782905386,single_member,3.8994239582680166,398.5103687550349
2864601_0.229,invariant_tilde_f,stable_near_floor,3170.0,-1010.0761895369947,0.026779613918502605,0.032296121322582194,-0.04823260307312012,-0.026835501194000244,-0.006598770618438721,0.003659963607788086,0.01556938886642456,0.16330048441886902,0.7152733922004697,0.16045153729761608,single_member,3.8994239582680166,398.5103687550349
2864601_0.229,invariant_tilde_f,unstable,6615.0,0.9705421168692643,0.08855018814570777,-0.005603265135010665,-0.929914477467537,-0.43330183960497376,-0.1233053207397461,0.0002935826778411865,0.12314873933792114,0.4047259300947186,0.8281971070915439,0.29754356843041435,single_member,3.8994239582680166,398.5103687550349
2864601_0.224,original_f,all,9785.0,0.9848386956102051,0.0734132919353513,0.01630367739546954,-0.7800592613220215,-0.34192304611206054,-0.0526583194732666,0.005124330520629883,0.09075045585632324,0.39226915836334203,0.858072414398193,0.270471732855049,single_member,1.7613782919943333,180.00800122578775
2864601_0.224,original_f,stable_near_floor,3170.0,-1220.1744685314077,0.03234432887731171,0.04039901434811132,-0.019490113258361818,-0.008399581909179688,-0.0009235143661499023,0.004849791526794434,0.014818370342254639,0.16078846454620319,0.861318190097808,0.17527675253931743,single_member,1.7613782919943333,180.00800122578775
2864601_0.224,original_f,unstable,6615.0,0.9690304958556891,0.09309411021108607,0.004756856814989657,-0.9136378505825996,-0.42790291607379916,-0.11737057566642761,0.007628798484802246,0.1396465301513672,0.44068841338157644,0.8564492034912079,0.3050992533826326,single_member,1.7613782919943333,180.00800122578775
2864601_0.224,shift_averaged_bar_f,all,9785.0,0.9862010101336245,0.06681676229355621,0.016281626693064807,-0.7425414085388183,-0.32009587362408637,-0.05196428298950195,0.0050275325775146484,0.08696267008781433,0.3774483561515803,0.7952646708488463,0.257989288572355,single_member,50.561181666795164,5167.213251588673
2864601_0.224,shift_averaged_bar_f,stable_near_floor,3170.0,-1067.467831191857,0.028299703127971646,0.040384688508059326,-0.017419831752777098,-0.008090686798095704,-0.0006921291351318359,0.005028247833251953,0.015270441770553589,0.17868936061859125,0.8119218409061416,0.16333155108915562,single_member,50.561181666795164,5167.213251588673
2864601_0.224,shift_averaged_bar_f,unstable,6615.0,0.9716317785882285,0.085274672732695,0.0047311042511097605,-0.9078684329986573,-0.3986251667141914,-0.11156046390533447,0.004789590835571289,0.13112729787826538,0.4202859759330747,0.7913750076293943,0.2920020189263685,single_member,50.561181666795164,5167.213251588673
2864601_0.224,invariant_tilde_f,all,9785.0,0.9860383151750607,0.06760455549276784,0.01796343682381595,-0.7458963871002198,-0.31731367111206055,-0.050033509731292725,0.0049817562103271484,0.08799344301223755,0.38031430244445796,0.8246385025978082,0.25940074624898873,single_member,2.635701207909733,269.36139069082606
2864601_0.224,invariant_tilde_f,stable_near_floor,3170.0,-1075.329178831407,0.02850792072506756,0.039009662954965225,-0.01834144115447998,-0.008283162117004394,-0.0008984804153442383,0.004849672317504883,0.014686226844787598,0.1608308315277093,0.8577491259574888,0.16430058610348944,single_member,2.635701207909733,269.36139069082606
2864601_0.224,invariant_tilde_f,unstable,6615.0,0.9712773087286788,0.08634020662105352,0.007877792555374042,-0.9002422823011875,-0.39487647414207455,-0.11124241352081299,0.006313443183898926,0.1351802721619606,0.42449086606502484,0.8137008047103879,0.29375362428621626,single_member,2.635701207909733,269.36139069082606
2864601_0.373,original_f,all,9785.0,0.985681965987426,0.0693300512858846,-0.014429535615909535,-0.8512243396043777,-0.3807814836502075,-0.08509367564693093,-0.009460926055908203,0.0562591552734375,0.3470274209976195,0.7379448294639581,0.2629237618989425,single_member,2.5482880831696093,260.4280105436494
2864601_0.373,original_f,stable_near_floor,3170.0,-882.8361959766585,0.02340950399226753,0.01974263568217822,-0.036228785514831545,-0.021905899047851562,-0.01375192403793335,-0.008236050605773926,-0.0009248256683349609,0.12953603267669675,0.615201141834259,0.15174648715965916,single_member,2.5482880831696093,260.4280105436494
2864601_0.373,original_f,unstable,6615.0,0.9696154253799601,0.09133581620210017,-0.03080531536117608,-0.97148108959198,-0.4805741608142852,-0.15262305736541748,-0.02314138412475586,0.1054970845580101,0.3879980802536006,0.7694306111335751,0.3006667835598421,single_member,2.5482880831696093,260.4280105436494
2864601_0.373,shift_averaged_bar_f,all,9785.0,0.9866236301554464,0.06477037325986466,-0.01415721787424179,-0.81625905752182,-0.3610722720623016,-0.08429169654846191,-0.00961160659790039,0.0545901358127594,0.3287823855876921,0.6845998811721795,0.25411915706364613,single_member,76.35693291667849,7803.467850452579
2864601_0.373,shift_averaged_bar_f,stable_near_floor,3170.0,-902.7106459851492,0.023935903588635916,0.02108405356483434,-0.032640026807785036,-0.021268820762634276,-0.013432204723358154,-0.008015990257263184,-0.0008535981178283691,0.14655883312225315,0.6355829584598539,0.15329311510303553,single_member,76.35693291667849,7803.467850452579
2864601_0.373,shift_averaged_bar_f,unstable,6615.0,0.9719431078940753,0.08433881904335598,-0.031045325275885226,-0.9383841785788536,-0.4569746136665344,-0.14439058303833008,-0.024156838655471802,0.10123980045318604,0.36563119068741795,0.7089366802573195,0.28876913384052516,single_member,76.35693291667849,7803.467850452579
2864601_0.373,invariant_tilde_f,all,9785.0,0.9865459866967596,0.0651463344405713,-0.012895693726327597,-0.8092896652221679,-0.36075866520404815,-0.08346569538116455,-0.009612083435058594,0.05434536933898926,0.3315654754638668,0.7043095493316648,0.25492484575450136,single_member,3.719050290994346,380.0766776693251
2864601_0.373,invariant_tilde_f,stable_near_floor,3170.0,-889.7256466799533,0.023591979686833416,0.019574965809233933,-0.034265060424804684,-0.021445727348327635,-0.013603806495666504,-0.00816798210144043,-0.0011278390884399414,0.12929294109344439,0.6379858124256133,0.15236838287142984,single_member,3.719050290994346,380.0766776693251
2864601_0.373,invariant_tilde_f,unstable,6615.0,0.9717032736219049,0.0850597591676082,-0.028456085370731233,-0.931679041981697,-0.45572064518928523,-0.14203238487243652,-0.02253924310207367,0.10446304082870483,0.36980443540960417,0.7228747916221608,0.2902804652500526,single_member,3.719050290994346,380.0766776693251
2864601_0.481,original_f,all,9785.0,0.9853889301339721,0.07074897449354833,0.007608288539452554,-0.7808186650276184,-0.34400415420532227,-0.06314516067504883,0.0015288591384887695,0.0816425085067749,0.3773038923740387,0.7763671970367428,0.2658915448291281,single_member,2.6016942081041634,265.8859691470785
2864601_0.481,original_f,stable_near_floor,3170.0,-1122.144206492635,0.02974787512150707,0.03291144443423214,-0.03493255853652954,-0.018113541603088378,-0.006107926368713379,0.0017179250717163086,0.011108219623565674,0.17845646142959548,0.7720623648166646,0.16933327285582203,single_member,2.6016942081041634,265.8859691470785
2864601_0.481,original_f,unstable,6615.0,0.9699276498860664,0.09039727154711913,-0.00451733567618634,-0.9169602394104004,-0.42747075557708736,-0.12845951318740845,-2.3365020751953125e-05,0.13033219426870346,0.4204216450452804,0.7757760006189339,0.30065017828811785,single_member,2.6016942081041634,265.8859691470785
2864601_0.481,shift_averaged_bar_f,all,9785.0,0.9864884052158086,0.06542515253975648,0.003913776858411249,-0.7465178489685058,-0.33652310371398925,-0.06413662433624268,0.001028299331665039,0.0736321210861206,0.3531672116369005,0.753992481231689,0.2557665347114943,single_member,72.74483454180881,7434.321363496047
2864601_0.481,shift_averaged_bar_f,stable_near_floor,3170.0,-1032.0445733334739,0.027361473962850606,0.0321951322010733,-0.03107156276702881,-0.017645537853240967,-0.005633831024169922,0.001976191997528076,0.011308670043945312,0.16714286208152737,0.7466675090789792,0.16227524286142941,single_member,72.74483454180881,7434.321363496047
2864601_0.481,shift_averaged_bar_f,unstable,6615.0,0.972167001418066,0.08366579669528053,-0.009639041952811532,-0.8661409142706543,-0.4163632051087916,-0.1261816918849945,-0.004860639572143555,0.11758536100387573,0.39288996458053527,0.7669849506020506,0.2891116070323262,single_member,72.74483454180881,7434.321363496047
2864601_0.481,invariant_tilde_f,all,9785.0,0.9862936619199253,0.06636812855722601,0.004900979661433536,-0.7515137481689453,-0.33406256437301624,-0.06259036064147949,0.0010181665420532227,0.07396936416625977,0.3537281982600685,0.7596342706680294,0.25758666470421465,single_member,2.55142066674307,260.74815194103934
2864601_0.481,invariant_tilde_f,stable_near_floor,3170.0,-1047.8608276301827,0.02778038718431285,0.030973540891655237,-0.03292032718658447,-0.01790461540222168,-0.005825996398925781,0.001741170883178711,0.01093447208404541,0.1578409194946288,0.7524707913398743,0.16379710165513028,single_member,2.55142066674307,260.74815194103934
2864601_0.481,invariant_tilde_f,unstable,6615.0,0.9717697569037156,0.08485991089314962,-0.007593354291673461,-0.866148424744606,-0.41545040756464,-0.12412169575691223,-0.0035600662231445312,0.1199038028717041,0.3971456885337813,0.7740086746215806,0.29123027571390414,single_member,2.55142066674307,260.74815194103934
2864601_0.289,original_f,all,9785.0,0.9844545603222205,0.0752733321610768,0.014983940675759385,-0.8249893844127655,-0.3509588837623596,-0.06009456515312195,0.011006593704223633,0.0927574634552002,0.39288758039474486,0.8280921030044551,0.27396438500010734,single_member,2.07821216667071,212.38754896992435
2864601_0.289,original_f,stable_near_floor,3170.0,-1236.5604651874903,0.032778332435758395,0.046097749518671245,-0.049538571834564206,-0.013376033306121825,0.0036989450454711914,0.01173245906829834,0.019579410552978516,0.22248493432998587,0.8406364798545823,0.17510854575553106,single_member,2.07821216667071,212.38754896992435
2864601_0.289,original_f,unstable,6615.0,0.9681843804798675,0.09563752704078343,7.37707540616379e-05,-0.9379014506936073,-0.44088201224803925,-0.12517523765563965,0.004973411560058594,0.14264146238565445,0.42763926982879613,0.8179881328344343,0.3092765452791435,single_member,2.07821216667071,212.38754896992435
2864601_0.289,shift_averaged_bar_f,all,9785.0,0.9853465637456986,0.07095411884990473,0.017036432489739326,-0.7684081298112869,-0.3398335337638855,-0.05183768272399902,0.011432647705078125,0.09154891967773438,0.38079075813293317,0.818752942085266,0.2658403679080104,single_member,56.63986412528902,5788.437825783242
2864601_0.289,shift_averaged_bar_f,stable_near_floor,3170.0,-1128.4640640102764,0.02991526443014056,0.04561145619639087,-0.047075407505035395,-0.010805141925811767,0.00422358512878418,0.011863648891448975,0.01960626244544983,0.2253631174564351,0.756236073970794,0.16686414527205765,single_member,56.63986412528902,5788.437825783242
2864601_0.289,shift_averaged_bar_f,unstable,6615.0,0.9698533858720737,0.09062050864743343,0.0033428837142162127,-0.9233981218934059,-0.4198923915624618,-0.1147310733795166,0.008885383605957031,0.13379573822021484,0.4160473812371491,0.8405516099929774,0.30103659811230143,single_member,56.63986412528902,5788.437825783242
2864601_0.289,invariant_tilde_f,all,9785.0,0.9851492089195618,0.07190974028547095,0.018671209459139155,-0.7694031366705895,-0.3376295208930969,-0.04979300498962402,0.011581182479858398,0.09271597862243652,0.383308792114257,0.8302106595039367,0.26752278467436,single_member,4.099939916282892,419.00254637535943
2864601_0.289,invariant_tilde_f,stable_near_floor,3170.0,-1127.3262358751338,0.02988512763285461,0.04436107773087002,-0.051184802055358886,-0.01284891366958618,0.003982484340667725,0.011725425720214844,0.019498169422149658,0.20635000467300396,0.7556280195713029,0.16711083713868585,single_member,4.099939916282892,419.00254637535943
2864601_0.289,invariant_tilde_f,unstable,6615.0,0.9693783313632307,0.09204851913789631,0.006360267294152483,-0.9216200885176659,-0.41712692081928243,-0.11312258243560791,0.010237574577331543,0.1362176164984703,0.42088796384632543,0.840788660645482,0.30335124401510954,single_member,4.099939916282892,419.00254637535943
2864601_0.393,original_f,all,9785.0,0.9859178104714543,0.06818805719934865,0.006468654765426141,-0.7770498895645142,-0.3705472409725189,-0.06194615364074707,0.002221345901489258,0.08386540412902832,0.3861578464508052,0.7972484588623039,0.26106163787827585,single_member,3.1396513329818845,320.86370291077003
2864601_0.393,original_f,stable_near_floor,3170.0,-920.79702810953,0.024414943976972255,0.03257482237996363,-0.04837011814117432,-0.020951831340789793,-0.0058953166007995605,0.0025281906127929688,0.012234926223754883,0.17142635583877555,0.6817550826072687,0.15284369265964967,single_member,3.1396513329818845,320.86370291077003
2864601_0.393,original_f,unstable,6615.0,0.9703376740401869,0.08916474184257361,-0.006041783834435362,-0.9244769239425659,-0.44649539291858675,-0.13293898105621338,-0.00043272972106933594,0.13113057613372803,0.4168855190277099,0.8076189458370203,0.2985660971785914,single_member,3.1396513329818845,320.86370291077003
2864601_0.393,shift_averaged_bar_f,all,9785.0,0.9864240589710827,0.06573672663177148,0.0072913837408989345,-0.7699833917617798,-0.3501967191696167,-0.06325221061706543,0.002412080764770508,0.07925373315811157,0.36697082519531227,0.7814348459243773,0.25630114264246295,single_member,111.87939179083332,11433.765129364672
2864601_0.393,shift_averaged_bar_f,stable_near_floor,3170.0,-926.939477063978,0.024577634398541326,0.03381585813001127,-0.04475672483444214,-0.02088320255279541,-0.00540691614151001,0.002798140048980713,0.012470632791519165,0.16962326765060357,0.7591390764713287,0.1531062276256851,single_member,111.87939179083332,11433.765129364672
2864601_0.393,shift_averaged_bar_f,unstable,6615.0,0.9715698811273971,0.0854607360617548,-0.005419513283059662,-0.925853188931942,-0.42957334518432616,-0.12268435955047607,-0.0002875328063964844,0.12376469373703003,0.39366194903850515,0.7963218295574173,0.2923085385078099,single_member,111.87939179083332,11433.765129364672
2864601_0.393,invariant_tilde_f,all,9785.0,0.9862905586473492,0.06638315506482283,0.008825283419498727,-0.7677216315269471,-0.34872283041477203,-0.061675310134887695,0.002508401870727539,0.08000977337360382,0.37287044525146473,0.7872869133949268,0.25751125479393777,single_member,3.707209334243089,378.8665645624005
2864601_0.393,invariant_tilde_f,stable_near_floor,3170.0,-941.3471321461375,0.024959239112967317,0.03279990040541447,-0.04671526193618774,-0.021109569072723388,-0.005581319332122803,0.0025992393493652344,0.012117624282836914,0.16280698776245014,0.7517606520652764,0.1545669506110391,single_member,3.707209334243089,378.8665645624005
2864601_0.393,invariant_tilde_f,unstable,6615.0,0.971312616502175,0.08623407170388282,-0.0026636864739786608,-0.9123213160037994,-0.4278522044420242,-0.12077268958091736,0.00185394287109375,0.12742763757705688,0.4036269307136532,0.7970164549350726,0.29366650050240944,single_member,3.707209334243089,378.8665645624005
2864601_0.406,original_f,all,9785.0,0.9860797651184503,0.0674038486989105,0.005748452545403859,-0.7300196022354066,-0.35413492769002913,-0.06331944465637207,0.0014897584915161133,0.07721567153930664,0.3614560365676876,0.7952894961833948,0.2595721283308841,single_member,2.3387755835428834,239.0164111949804
2864601_0.406,original_f,stable_near_floor,3170.0,-1008.8731633715685,0.02674775027006803,0.03444763832146813,-0.03287468671798706,-0.008007478713989257,-0.0016041398048400879,0.0016997456550598145,0.006732642650604248,0.20651129484176556,0.7351994013786314,0.15990364745811653,single_member,2.3387755835428834,239.0164111949804
2864601_0.406,original_f,unstable,6615.0,0.9710954686859066,0.08688681650230136,-0.008004596420601242,-0.8357228469848633,-0.4466703310608863,-0.1298515796661377,-0.0015330314636230469,0.1211596429347992,0.4003468155860886,0.8030525279045096,0.2946792664136707,single_member,2.3387755835428834,239.0164111949804
2864601_0.406,shift_averaged_bar_f,all,9785.0,0.9873385662452585,0.061308546326832164,0.005830360393502807,-0.7062514090538025,-0.33875745832920073,-0.058012962341308594,0.0016143321990966797,0.07304525375366211,0.3479717731475827,0.7813450336456297,0.24754962321686313,single_member,45.69717337517068,4670.125025566753
2864601_0.406,shift_averaged_bar_f,stable_near_floor,3170.0,-964.9113339742316,0.02558336638822539,0.03498367375050809,-0.02991887092590332,-0.0067825794219970705,-0.0013461112976074219,0.0018427371978759766,0.007003813982009888,0.1829858481883999,0.7867591977119412,0.15609995442564895,single_member,45.69717337517068,4670.125025566753
2864601_0.406,shift_averaged_bar_f,unstable,6615.0,0.973909270086735,0.07842854941154623,-0.00814031282519814,-0.8143759834766388,-0.4235221207141876,-0.12299203127622604,-0.0029854774475097656,0.11546176671981812,0.3848384708166122,0.7795392179489098,0.2799538045108502,single_member,45.69717337517068,4670.125025566753
2864601_0.406,invariant_tilde_f,all,9785.0,0.9871442063754976,0.06224966573796129,0.00828718328593581,-0.7051070439815521,-0.3343896612524986,-0.055753469467163086,0.0016742944717407227,0.07486695051193237,0.35161224603652935,0.7933783733844754,0.24937390341829724,single_member,3.256538416724652,332.80924033977027
2864601_0.406,invariant_tilde_f,stable_near_floor,3170.0,-992.8803890563436,0.02632416169575536,0.03408207075923023,-0.031631710529327395,-0.006934213638305663,-0.0014497041702270508,0.0017576217651367188,0.006841063499450684,0.17979937195777876,0.7832075250148737,0.15865218048886917,single_member,3.256538416724652,332.80924033977027
2864601_0.406,invariant_tilde_f,unstable,6615.0,0.9735642534699145,0.07946566691918469,-0.004074085541024631,-0.8038115456700325,-0.420268440246582,-0.1200711727142334,0.0004508495330810547,0.12032389640808105,0.39067741185426647,0.7929919719696045,0.281888419420402,single_member,3.256538416724652,332.80924033977027
2864601_0.206,original_f,all,9785.0,0.9857977547970841,0.0687693846395502,0.017009173622104426,-0.7307245707511901,-0.32808462679386136,-0.05805087089538574,0.007876276969909668,0.08986395597457886,0.3918419584631919,0.8163692045211779,0.26170034742431547,single_member,3.1198645406402647,318.8415473316571
2864601_0.206,original_f,stable_near_floor,3170.0,-1084.2103420359674,0.02874314940934134,0.04034578568692839,-0.06501500368118286,-0.03643423318862915,-0.008727729320526123,0.008472144603729248,0.030038416385650635,0.2090271532535552,0.7721891474723801,0.16469342254433836,single_member,3.1198645406402647,318.8415473316571
2864601_0.206,original_f,unstable,6615.0,0.9707416099896413,0.08795051323815369,0.005825944560049707,-0.9139902782440186,-0.4081966638565063,-0.11889645457267761,0.005487918853759766,0.13650083541870117,0.428547322750091,0.8348475438356358,0.2965297018927449,single_member,3.1198645406402647,318.8415473316571
2864601_0.206,shift_averaged_bar_f,all,9785.0,0.9865164486100347,0.06528936225191272,0.01784311539857738,-0.7075740849971771,-0.3165821552276611,-0.05418539047241211,0.007991313934326172,0.08924603462219238,0.37402591705322263,0.7973183250427242,0.254907092915969,single_member,104.24241854203865,10653.287536232872
2864601_0.206,shift_averaged_bar_f,stable_near_floor,3170.0,-1065.8088724797674,0.02825576353738863,0.040563803042758154,-0.06420742511749267,-0.034639489650726316,-0.008770585060119629,0.008382678031921387,0.030325889587402344,0.21067647933959954,0.8056354379653927,0.1631525007423657,single_member,104.24241854203865,10653.287536232872
2864601_0.206,shift_averaged_bar_f,unstable,6615.0,0.9723763894308326,0.08303637781125381,0.006955045885039502,-0.8383929079771042,-0.39487406015396115,-0.11195526272058487,0.006826043128967285,0.13412117958068848,0.41526756286621086,0.7916782903671254,0.288098164646406,single_member,104.24241854203865,10653.287536232872
2864601_0.206,invariant_tilde_f,all,9785.0,0.986440991196128,0.06565473827849962,0.018731127443849374,-0.7047142553329467,-0.31496219635009765,-0.053281307220458984,0.008052229881286621,0.08895540237426758,0.37830521464347766,0.8086012077331539,0.2555593036889206,single_member,4.8812315836548805,498.84839894275734
2864601_0.206,invariant_tilde_f,stable_near_floor,3170.0,-1070.1249556315759,0.028370080382787308,0.03947624065656191,-0.06463860511779786,-0.03524200916290283,-0.009138822555541992,0.008143961429595947,0.03004738688468933,0.1994489371776579,0.8118503570556639,0.16376863993772423,single_member,4.8812315836548805,498.84839894275734
