entity,entity_type,gradient_set,stratum,n,transform,mean_signed_change,mean_absolute_change,rms_change,max_absolute_change,relative_l2_change,original_reference_residual_std,rms_change_over_residual_std
2864601_0.371,member,fixed,stable_near_floor,23,stellarator_parity,0.001661414685456649,0.006640506827312967,0.01573666277737924,0.06311225891113281,0.008044846615754978,,
2864601_0.371,member,fixed,stable_near_floor,23,plain_reversal_control,0.05063158532847529,0.07408650025077489,0.17274463266217596,0.5479955673217773,0.0883099608298007,,
2864601_0.371,member,fixed,unstable,977,stellarator_parity,-0.009546139009655315,0.025447573516605575,0.061088453288900925,0.7884420156478882,0.026429721133936223,,
2864601_0.371,member,fixed,unstable,977,plain_reversal_control,-0.12228980096116158,0.23681430526253144,0.3185100535435561,1.375340223312378,0.13780234136392447,,
2864601_0.409,member,varied,all,1000,stellarator_parity,-0.0015476566106081009,0.02949554081261158,0.0630164726187424,0.6561655402183533,0.030490653092971002,0.26020836841298844,0.2421769638043543
2864601_0.409,member,varied,all,1000,plain_reversal_control,-0.07685624272376299,0.27710884680598974,0.4298868910068654,2.7130426168441772,0.20800167826289456,0.26020836841298844,1.6520871086074085
2864601_0.409,member,varied,stable_near_floor,240,stellarator_parity,0.0027227944073577722,0.013720380359639723,0.04774273201806025,0.41985177993774414,0.024888296332846133,0.1610611238410849,0.2964261696395888
2864601_0.409,member,varied,stable_near_floor,240,plain_reversal_control,0.023261037096381186,0.10758749600499869,0.2534449571304736,1.7531575486063957,0.13212090993750789,0.1610611238410849,1.5735948631560623
2864601_0.409,member,varied,unstable,760,stellarator_parity,-0.002896220089965745,0.03447717042933954,0.06712152559642057,0.6561655402183533,0.03178909703556942,0.29557803642684227,0.22708563331644446
2864601_0.409,member,varied,unstable,760,plain_reversal_control,-0.10847222582486114,0.33064190495367113,0.47209847315328013,2.7130426168441772,0.22358824594734925,0.29557803642684227,1.5972041727468744
2864601_0.409,member,fixed,all,1000,stellarator_parity,0.002944655030965805,0.027739545211195947,0.061104778172239166,0.8347410187125206,0.026330393932254406,,
2864601_0.409,member,fixed,all,1000,plain_reversal_control,-0.07439415715634823,0.2238602522611618,0.29714541238057457,1.9323536530137062,0.12804163597630497,,
2864601_0.409,member,fixed,stable_near_floor,23,stellarator_parity,0.006461920945540718,0.00755204325136931,0.013250073791391237,0.04425311088562012,0.006769223395154325,,
2864601_0.409,member,fixed,stable_near_floor,23,plain_reversal_control,0.06795914276786473,0.0937226336935292,0.20460827638497517,0.8618714809417725,0.10453067304781774,,
2864601_0.409,member,fixed,unstable,977,stellarator_parity,0.0028618534792409092,0.0282147883484283,0.0617864047230488,0.8347410187125206,0.026534130756930358,,
2864601_0.409,member,fixed,unstable,977,plain_reversal_control,-0.07774536073695917,0.22692388094801497,0.29897900557743357,1.9323536530137062,0.12839633675285286,,
2864601_0.386,member,varied,all,1000,stellarator_parity,-0.006111579388380051,0.028799215629696846,0.06731474538397433,0.9283639788627625,0.032287933514624174,0.2572253939954718,0.2616955672158844
2864601_0.386,member,varied,all,1000,plain_reversal_control,-0.07585083640366792,0.2879572014585137,0.46265334175823264,3.4820640087127686,0.22191453378897924,0.2572253939954718,1.798630121901484
