gradient_set,stratum,n,shift,exact_pooling_subgroup,entity,rms_change_q10,rms_change_median,rms_change_q90,rms_over_residual_std_q10,rms_over_residual_std_median,rms_over_residual_std_q90
varied,all,1000,7,False,ensemble_mean,0.013851368438481957,0.013851368438481957,0.013851368438481957,0.060896922278034386,0.060896922278034386,0.060896922278034386
varied,all,1000,7,False,ensemble_spread,0.013448985086721602,0.013448985086721602,0.013448985086721602,,,
varied,all,1000,8,False,member_distribution,0.0958429961948929,0.11533630730451097,0.13786078094750676,0.35281434197900213,0.4282173321018897,0.5119652054542747
varied,all,1000,8,False,ensemble_mean,0.011404842240048821,0.011404842240048821,0.011404842240048821,0.05014087918966746,0.05014087918966746,0.05014087918966746
varied,all,1000,8,False,ensemble_spread,0.011404653307521976,0.011404653307521976,0.011404653307521976,,,
varied,all,1000,9,False,member_distribution,0.12130437178792422,0.14151510160163389,0.1616002814112836,0.4451586245935577,0.5275025793570297,0.6098973136512472
varied,all,1000,9,False,ensemble_mean,0.014003487093701916,0.014003487093701916,0.014003487093701916,0.06156570514704197,0.06156570514704197,0.06156570514704197
varied,all,1000,9,False,ensemble_spread,0.014297518528240516,0.014297518528240516,0.014297518528240516,,,
varied,all,1000,10,False,member_distribution,0.13450727398141465,0.15699576824043066,0.18034273004230467,0.49322375136325314,0.5833304113926552,0.6711244481210377
varied,all,1000,10,False,ensemble_mean,0.016174326819673783,0.016174326819673783,0.016174326819673783,0.07110970498053902,0.07110970498053902,0.07110970498053902
varied,all,1000,10,False,ensemble_spread,0.015980079077971908,0.015980079077971908,0.015980079077971908,,,
varied,all,1000,11,False,member_distribution,0.13879993909295874,0.15956520355772436,0.18214526719011057,0.509405645131593,0.5943817476731799,0.6781195117109676
varied,all,1000,11,False,ensemble_mean,0.016904761832653336,0.016904761832653336,0.016904761832653336,0.07432102986963755,0.07432102986963755,0.07432102986963755
varied,all,1000,11,False,ensemble_spread,0.015956761661147015,0.015956761661147015,0.015956761661147015,,,
