target_kind,target_id,row_id,equilibrium_file,stable_or_near_floor,target_native_value,ebm_oof_prediction,signed_residual_target_minus_formula,fold,split_unit
member_output,2864601_0.437,11706,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002944.h5,False,-0.19489699602127075,-0.10952950315455123,-0.08536749286671952,0,equilibrium_files
member_output,2864601_0.437,11871,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_002986.h5,True,-1.7407280206680298,-1.341027566188338,-0.3997004544796918,1,equilibrium_files
member_output,2864601_0.437,12108,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_003045.h5,False,-0.8912239074707031,-0.6375164857434037,-0.25370742172729943,4,equilibrium_files
member_output,2864601_0.437,12569,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-062_generate_flux_tubes_nfp2/nfp2_randomAspect_finiteBeta_maxm4_maxn4_LMN8_003161.h5,False,5.03162956237793,5.114149721534854,-0.08252015915692468,3,equilibrium_files
member_output,2864601_0.437,12790,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000016.h5,False,-1.3074229955673218,-0.669874909316428,-0.6375480862508938,3,equilibrium_files
member_output,2864601_0.437,12907,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000045.h5,False,3.2066192626953125,2.554062888424591,0.6525563742707217,1,equilibrium_files
member_output,2864601_0.437,13121,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000099.h5,True,-2.009430408477783,-2.283160557547388,0.2737301490696047,0,equilibrium_files
member_output,2864601_0.437,13144,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000105.h5,False,0.4102588891983032,-0.24053847256730387,0.6507973617656071,0,equilibrium_files
member_output,2864601_0.437,13384,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000165.h5,True,-2.0028061866760254,-1.1124419645742694,-0.890364222101756,2,equilibrium_files
member_output,2864601_0.437,13625,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000226.h5,False,3.382042646408081,1.5540740121461818,1.8279686342618993,2,equilibrium_files
member_output,2864601_0.437,13676,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000239.h5,False,3.381608724594116,1.728884991778742,1.652723732815374,2,equilibrium_files
member_output,2864601_0.437,13756,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000259.h5,True,-1.9780737161636353,-1.113661797925041,-0.8644119182385943,4,equilibrium_files
member_output,2864601_0.437,13767,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000262.h5,False,1.3368090391159058,1.628018067951718,-0.29120902883581223,1,equilibrium_files
member_output,2864601_0.437,13802,20241103-01-random_equilibria_and_flux_tubes_random_aspect_ratio/20241103-01-063_generate_flux_tubes_nfp3/nfp3_randomAspect_finiteBeta_maxm4_maxn4_LMN8_000270.h5,False,1.8423963785171509,0.8724736620461909,0.96992271647096,3,equilibrium_files
