target_kind,target_id,feature_name,mean_fold_importance,std_fold_importance,top_k_fold_recurrence,folds,split_unit,importance_method,validity_tag
bottleneck_unit,2864601_0.437:u003,f_Q_integrand_w25_peak,0.03392354190186411,0.0017370938044504608,0.6,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u003,geodesic_abs_w25_peak,0.015849292577465802,0.002902979504300048,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,a_over_LT,0.0,0.0,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,a_over_Ln,0.0,0.0,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,log_f_Q,0.0,0.0,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,f_stab,0.0,0.0,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,log_FSA_grad_x,0.0,0.0,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,bad_curvature_compression,0.0,0.0,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,paper_bad_curvature_feature_mean_square,0.0,0.0,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,geodesic_curvature_abs_mean,0.0,0.0,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,geodesic_curvature_compression,0.0,0.0,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,parallel_roughness_iqr_scaled,0.0,0.0,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,cross_channel_colocation,0.0,0.0,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,bmag_parallel_expected_k,0.0,0.0,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,compression_parallel_expected_k,0.0,0.0,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,curvature_parallel_expected_k,0.0,0.0,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,local_shear_abs_mean,0.0,0.0,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,f_Q_integrand_w25_peak,0.0,0.0,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u004,geodesic_abs_w25_peak,0.0,0.0,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,a_over_LT,0.021009167767347514,0.00382163357450235,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,a_over_Ln,0.012601892873581433,0.004952698278166441,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,log_f_Q,0.032742344968005266,0.004251502792308577,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,f_stab,0.1197728127460684,0.005522378220360557,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,log_FSA_grad_x,0.08021299826526174,0.006551974067685371,0.4,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,bad_curvature_compression,0.11445787096656104,0.0036404424959801144,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,paper_bad_curvature_feature_mean_square,0.043798284996104685,0.004812206646037684,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,geodesic_curvature_abs_mean,0.10106818672679237,0.0037023272189046987,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,geodesic_curvature_compression,0.061317163354878926,0.008891456292220701,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,parallel_roughness_iqr_scaled,0.013563970656484422,0.004452687679684618,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,cross_channel_colocation,0.03412805759299542,0.0033200346785975,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,bmag_parallel_expected_k,0.04339278944121779,0.0032302663192990775,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,compression_parallel_expected_k,0.04280638234138512,0.005653380245799636,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,curvature_parallel_expected_k,0.026723162040546526,0.005908732470133703,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,local_shear_abs_mean,0.08906610846588897,0.005888795515969217,0.8,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,f_Q_integrand_w25_peak,0.08891514969637578,0.004292591809084866,0.8,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u005,geodesic_abs_w25_peak,0.044324668499989076,0.003584355328835594,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,a_over_LT,0.011974107972908597,0.0015142702341026865,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,a_over_Ln,0.005892550258223781,0.0017635260990507943,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,log_f_Q,0.02624523206014735,0.002254546786397158,0.4,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,f_stab,0.1355033297444533,0.005771025533747586,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,log_FSA_grad_x,0.02179019700990971,0.00224747262888495,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,bad_curvature_compression,0.020824265921216865,0.0015739796501140772,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,paper_bad_curvature_feature_mean_square,0.028891322239701072,0.001893042223151053,0.8,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,geodesic_curvature_abs_mean,0.03272199427929561,0.002036292802301486,0.8,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,geodesic_curvature_compression,0.02455286006831462,0.0022676578654960543,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,parallel_roughness_iqr_scaled,0.014148403097756673,0.002107440265078727,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,cross_channel_colocation,0.032574962052739555,0.0024074068550707763,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,bmag_parallel_expected_k,0.01665999984814109,0.003450137458421545,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,compression_parallel_expected_k,0.019463476168700068,0.00369164542315492,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,curvature_parallel_expected_k,0.029280383227429117,0.0027304609550714573,0.8,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,local_shear_abs_mean,0.015224022505969048,0.0030062285236167542,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,f_Q_integrand_w25_peak,0.024843214011757816,0.004718996566656962,0.2,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u006,geodesic_abs_w25_peak,0.0218578021471962,0.0034661738471203946,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,a_over_LT,0.014162207465933625,0.0019151936440827719,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,a_over_Ln,0.02255820023183942,0.006557107780969348,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,log_f_Q,0.018107661476559202,0.005863269994378797,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,f_stab,0.02701736442183386,0.004814630802672531,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,log_FSA_grad_x,0.13971803832184546,0.012473996831127106,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,bad_curvature_compression,0.03964049342336112,0.0030217991761119986,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,paper_bad_curvature_feature_mean_square,0.042801192743774384,0.004586215860056468,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,geodesic_curvature_abs_mean,0.07372352487132523,0.0026654703692654685,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,geodesic_curvature_compression,0.029384631124788785,0.0022451001877661476,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,parallel_roughness_iqr_scaled,0.14813545072925885,0.007772720338638062,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,cross_channel_colocation,0.03866453067651072,0.005995584593538473,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,bmag_parallel_expected_k,0.0455680021653521,0.003835120733891693,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,compression_parallel_expected_k,0.028375773172703723,0.005462300302847601,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,curvature_parallel_expected_k,0.030984339313468067,0.004026441571709502,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,local_shear_abs_mean,0.0774965443912339,0.0055501412204291105,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,f_Q_integrand_w25_peak,0.05511158828785924,0.0031463320445518023,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u007,geodesic_abs_w25_peak,0.06923112966659797,0.005445169114126703,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,a_over_LT,0.01345317472337081,0.0024608946376472166,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,a_over_Ln,0.010734558955924895,0.0019797260111946145,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,log_f_Q,0.042837859281375304,0.002989328181944895,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,f_stab,0.13449851932972612,0.00837918119293605,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,log_FSA_grad_x,0.058524706588502104,0.007230205377084667,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,bad_curvature_compression,0.02034326807694829,0.0023806905889931,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,paper_bad_curvature_feature_mean_square,0.041053181264659046,0.004714687613547905,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,geodesic_curvature_abs_mean,0.029922667214371135,0.003621669027255416,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,geodesic_curvature_compression,0.04049981253986869,0.001984735052277298,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,parallel_roughness_iqr_scaled,0.055028034731325295,0.002681409648442243,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,cross_channel_colocation,0.041646115924455065,0.003250465056891787,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,bmag_parallel_expected_k,0.030687260020218814,0.00401538092487551,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,compression_parallel_expected_k,0.01788857344341644,0.0032659346358749064,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,curvature_parallel_expected_k,0.019536416310140647,0.004890632760482424,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,local_shear_abs_mean,0.15682483491843022,0.007877847416357482,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,f_Q_integrand_w25_peak,0.05717769583000557,0.005042858250008798,1.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u008,geodesic_abs_w25_peak,0.017694943937597362,0.004173608399584267,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u009,a_over_LT,0.013655120274318071,0.003166541912268567,0.8,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u009,a_over_Ln,0.008196013394156973,0.001695341067421533,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u009,log_f_Q,0.009147812263805344,0.001363380353238101,0.0,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u009,f_stab,0.013001544834444195,0.0015904971925962375,0.8,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
bottleneck_unit,2864601_0.437:u009,log_FSA_grad_x,0.01393605055636019,0.0016416627268089892,0.8,5,equilibrium_files,mean_absolute_EBM_term_contribution,observed-comparison
