perturbation,family,registered_dose,path_dose,replicate,validity_tag,n,reconstruction_rms_median,reconstruction_percentile_median,nearest_distance_median,nearest_percentile_median,warning_score_median,warning_score_q90,fraction_outside_heldout_central_95pct,warning_tail_definition,cyclic_anchor,interpretation
block_permutation_L2_r1,block_permutation,1.0,0.0,1,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L2_r1,block_permutation,1.0,0.25,1,deliberately_off_manifold_diagnostic,1000,0.5638064748513048,0.318359375,2.0279868491379665,0.587890625,0.73046875,0.97265625,0.122,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L2_r1,block_permutation,1.0,0.5,1,deliberately_off_manifold_diagnostic,1000,0.5860628604069573,0.3525390625,2.100762122991973,0.62109375,0.703125,0.94921875,0.099,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L2_r1,block_permutation,1.0,0.75,1,deliberately_off_manifold_diagnostic,1000,0.7211619428430887,0.5732421875,2.1188503099201554,0.630859375,0.63671875,0.94140625,0.081,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L2_r1,block_permutation,1.0,1.0,1,deliberately_off_manifold_diagnostic,1000,0.9243741775604406,0.798828125,2.223657047061476,0.6630859375,0.69140625,0.9453125,0.099,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L4_r1,block_permutation,1.0,0.0,1,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L4_r1,block_permutation,1.0,0.25,1,deliberately_off_manifold_diagnostic,1000,0.5520922221712308,0.287109375,2.0515746437792632,0.595703125,0.73046875,0.97265625,0.128,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L4_r1,block_permutation,1.0,0.5,1,deliberately_off_manifold_diagnostic,1000,0.5689140531550188,0.328125,2.1869073881074717,0.65234375,0.7265625,0.9652343750000001,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L4_r1,block_permutation,1.0,0.75,1,deliberately_off_manifold_diagnostic,1000,0.694007237031256,0.537109375,2.2730613173094696,0.6728515625,0.650390625,0.94140625,0.078,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L4_r1,block_permutation,1.0,1.0,1,deliberately_off_manifold_diagnostic,1000,0.8833205728416819,0.75390625,2.380786639558556,0.701171875,0.6640625,0.94140625,0.09,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L8_r1,block_permutation,1.0,0.0,1,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L8_r1,block_permutation,1.0,0.25,1,deliberately_off_manifold_diagnostic,1000,0.557500124201035,0.29296875,2.108947677720625,0.626953125,0.73828125,0.98046875,0.142,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L8_r1,block_permutation,1.0,0.5,1,deliberately_off_manifold_diagnostic,1000,0.558342663520583,0.2978515625,2.2077488830598586,0.65625,0.7421875,0.96875,0.122,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L8_r1,block_permutation,1.0,0.75,1,deliberately_off_manifold_diagnostic,1000,0.6558811015254948,0.49609375,2.322974708105178,0.685546875,0.671875,0.94140625,0.088,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L8_r1,block_permutation,1.0,1.0,1,deliberately_off_manifold_diagnostic,1000,0.8290543650040136,0.708984375,2.5057363908427543,0.73828125,0.66796875,0.94140625,0.077,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L16_r1,block_permutation,1.0,0.0,1,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L16_r1,block_permutation,1.0,0.25,1,deliberately_off_manifold_diagnostic,1000,0.5535694653681822,0.287109375,2.1314289849932306,0.6328125,0.744140625,0.98046875,0.136,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L16_r1,block_permutation,1.0,0.5,1,deliberately_off_manifold_diagnostic,1000,0.5458609818327085,0.279296875,2.2006831950261017,0.6552734375,0.76953125,0.98046875,0.145,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L16_r1,block_permutation,1.0,0.75,1,deliberately_off_manifold_diagnostic,1000,0.6195000275975299,0.4296875,2.3789534819269162,0.69921875,0.7109375,0.9417968750000001,0.093,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L16_r1,block_permutation,1.0,1.0,1,deliberately_off_manifold_diagnostic,1000,0.7628189217427814,0.623046875,2.594050828968312,0.755859375,0.68359375,0.94140625,0.08,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L32_r1,block_permutation,1.0,0.0,1,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L32_r1,block_permutation,1.0,0.25,1,deliberately_off_manifold_diagnostic,1000,0.5739446921396523,0.337890625,2.12163207607625,0.6318359375,0.73046875,0.9769531250000001,0.127,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L32_r1,block_permutation,1.0,0.5,1,deliberately_off_manifold_diagnostic,1000,0.5591363961953891,0.306640625,2.2610995483060856,0.671875,0.7578125,0.98046875,0.138,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L32_r1,block_permutation,1.0,0.75,1,deliberately_off_manifold_diagnostic,1000,0.6176767633981914,0.4248046875,2.390383458845282,0.705078125,0.71875,0.9453125,0.093,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L32_r1,block_permutation,1.0,1.0,1,deliberately_off_manifold_diagnostic,1000,0.7349254729597645,0.59375,2.546884240188759,0.75,0.677734375,0.94140625,0.078,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
random_joint_shift_r2,random_joint_shift,1.0,0.0,2,exact_symmetry,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
random_joint_shift_r2,random_joint_shift,1.0,0.25,2,exact_symmetry,1000,0.5258116361195948,0.2421875,2.0740379105066853,0.607421875,0.7734375,0.984375,0.17,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
random_joint_shift_r2,random_joint_shift,1.0,0.5,2,exact_symmetry,1000,0.4753008546950839,0.1640625,2.04396222776594,0.5927734375,0.828125,0.98828125,0.25,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
random_joint_shift_r2,random_joint_shift,1.0,0.75,2,exact_symmetry,1000,0.5277783155369951,0.2470703125,2.03632139992708,0.58984375,0.7734375,0.984375,0.17,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
random_joint_shift_r2,random_joint_shift,1.0,1.0,2,exact_symmetry,1000,0.6512053422356463,0.4755859375,2.0477846089634077,0.595703125,0.71875,0.96484375,0.112,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
joint_permutation_r2,joint_permutation,1.0,0.0,2,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
joint_permutation_r2,joint_permutation,1.0,0.25,2,deliberately_off_manifold_diagnostic,1000,0.5665843362582772,0.3232421875,2.0257649351520346,0.587890625,0.724609375,0.97265625,0.126,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
joint_permutation_r2,joint_permutation,1.0,0.5,2,deliberately_off_manifold_diagnostic,1000,0.5924075951337842,0.37109375,2.081144871776643,0.6103515625,0.69921875,0.9453125,0.095,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
joint_permutation_r2,joint_permutation,1.0,0.75,2,deliberately_off_manifold_diagnostic,1000,0.7348279054588525,0.59375,2.039156507162608,0.58984375,0.62890625,0.94140625,0.083,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
joint_permutation_r2,joint_permutation,1.0,1.0,2,deliberately_off_manifold_diagnostic,1000,0.9498286707508733,0.80859375,2.069107277274979,0.607421875,0.71484375,0.953125,0.105,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
independent_channel_shift_r2,independent_shift,1.0,0.0,2,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
independent_channel_shift_r2,independent_shift,1.0,0.25,2,deliberately_off_manifold_diagnostic,1000,0.5492095702572724,0.283203125,2.0984799643495835,0.6171875,0.75,0.98046875,0.147,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
independent_channel_shift_r2,independent_shift,1.0,0.5,2,deliberately_off_manifold_diagnostic,1000,0.5367739042198283,0.26171875,2.18954922129478,0.65234375,0.7578125,0.98046875,0.141,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
independent_channel_shift_r2,independent_shift,1.0,0.75,2,deliberately_off_manifold_diagnostic,1000,0.6316911076968319,0.4453125,2.4051531108594415,0.7099609375,0.6953125,0.94140625,0.085,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
independent_channel_shift_r2,independent_shift,1.0,1.0,2,deliberately_off_manifold_diagnostic,1000,0.7999247247474087,0.669921875,2.606874209219127,0.767578125,0.6953125,0.94140625,0.071,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
common_phase_scramble_r2,common_phase_scramble,1.0,0.0,2,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
common_phase_scramble_r2,common_phase_scramble,1.0,0.25,2,deliberately_off_manifold_diagnostic,1000,0.5320009563404376,0.251953125,2.059694288321465,0.6015625,0.7734375,0.984375,0.168,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
common_phase_scramble_r2,common_phase_scramble,1.0,0.5,2,deliberately_off_manifold_diagnostic,1000,0.4926583806699337,0.185546875,2.143270817625843,0.634765625,0.80859375,0.98828125,0.248,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
common_phase_scramble_r2,common_phase_scramble,1.0,0.75,2,deliberately_off_manifold_diagnostic,1000,0.5591017616654057,0.3046875,2.2585435568122305,0.671875,0.771484375,0.98046875,0.146,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
common_phase_scramble_r2,common_phase_scramble,1.0,1.0,2,deliberately_off_manifold_diagnostic,1000,0.6958102925157502,0.5390625,2.5102504104654084,0.7392578125,0.703125,0.9453125,0.09,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
channel_phase_scramble_r2,channel_phase_scramble,1.0,0.0,2,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
channel_phase_scramble_r2,channel_phase_scramble,1.0,0.25,2,deliberately_off_manifold_diagnostic,1000,0.5485015655782823,0.283203125,2.0789917457493985,0.607421875,0.75390625,0.98046875,0.152,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
channel_phase_scramble_r2,channel_phase_scramble,1.0,0.5,2,deliberately_off_manifold_diagnostic,1000,0.5385593188974854,0.26171875,2.1699618469951103,0.64453125,0.759765625,0.98046875,0.14,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
channel_phase_scramble_r2,channel_phase_scramble,1.0,0.75,2,deliberately_off_manifold_diagnostic,1000,0.634563665685306,0.447265625,2.3467253790355516,0.6875,0.689453125,0.9453125,0.087,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
channel_phase_scramble_r2,channel_phase_scramble,1.0,1.0,2,deliberately_off_manifold_diagnostic,1000,0.8053747332566841,0.685546875,2.5947753005827394,0.7568359375,0.6953125,0.94140625,0.074,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L2_r2,block_permutation,1.0,0.0,2,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L2_r2,block_permutation,1.0,0.25,2,deliberately_off_manifold_diagnostic,1000,0.5603757345167821,0.3095703125,2.050442482793728,0.595703125,0.73046875,0.96875,0.118,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L2_r2,block_permutation,1.0,0.5,2,deliberately_off_manifold_diagnostic,1000,0.5883097866904659,0.3603515625,2.122875178118912,0.6318359375,0.703125,0.95703125,0.104,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L2_r2,block_permutation,1.0,0.75,2,deliberately_off_manifold_diagnostic,1000,0.7210444495386144,0.572265625,2.110391289887045,0.626953125,0.642578125,0.94140625,0.081,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L2_r2,block_permutation,1.0,1.0,2,deliberately_off_manifold_diagnostic,1000,0.9227324851725238,0.7978515625,2.2180888512336496,0.66015625,0.6875,0.953125,0.102,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L4_r2,block_permutation,1.0,0.0,2,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L4_r2,block_permutation,1.0,0.25,2,deliberately_off_manifold_diagnostic,1000,0.5542161644611783,0.287109375,2.057820390161867,0.6015625,0.7421875,0.98046875,0.129,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L4_r2,block_permutation,1.0,0.5,2,deliberately_off_manifold_diagnostic,1000,0.566419874589849,0.322265625,2.168305991019067,0.64453125,0.71875,0.96484375,0.112,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L4_r2,block_permutation,1.0,0.75,2,deliberately_off_manifold_diagnostic,1000,0.6937044899847171,0.5361328125,2.197323192589063,0.654296875,0.65234375,0.94140625,0.079,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L4_r2,block_permutation,1.0,1.0,2,deliberately_off_manifold_diagnostic,1000,0.8850684945785919,0.75390625,2.370937084675511,0.6962890625,0.66796875,0.94140625,0.09,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L8_r2,block_permutation,1.0,0.0,2,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L8_r2,block_permutation,1.0,0.25,2,deliberately_off_manifold_diagnostic,1000,0.5525561531752736,0.287109375,2.1098403522124674,0.626953125,0.75390625,0.97265625,0.131,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L8_r2,block_permutation,1.0,0.5,2,deliberately_off_manifold_diagnostic,1000,0.5530275456005,0.287109375,2.2364738867622354,0.666015625,0.7421875,0.98046875,0.127,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L8_r2,block_permutation,1.0,0.75,2,deliberately_off_manifold_diagnostic,1000,0.6584389388379491,0.5,2.3705184627908586,0.6953125,0.68359375,0.94140625,0.08,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L8_r2,block_permutation,1.0,1.0,2,deliberately_off_manifold_diagnostic,1000,0.8321590429759436,0.71484375,2.50869225526613,0.73828125,0.66796875,0.94140625,0.083,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L16_r2,block_permutation,1.0,0.0,2,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L16_r2,block_permutation,1.0,0.25,2,deliberately_off_manifold_diagnostic,1000,0.5600769778046805,0.3095703125,2.081797109937905,0.6083984375,0.74609375,0.98046875,0.144,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L16_r2,block_permutation,1.0,0.5,2,deliberately_off_manifold_diagnostic,1000,0.5465309041843963,0.279296875,2.1995646967181415,0.654296875,0.76171875,0.98046875,0.146,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L16_r2,block_permutation,1.0,0.75,2,deliberately_off_manifold_diagnostic,1000,0.6176057987547832,0.4248046875,2.3913312979213455,0.705078125,0.703125,0.94140625,0.09,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L16_r2,block_permutation,1.0,1.0,2,deliberately_off_manifold_diagnostic,1000,0.7658974066288171,0.626953125,2.606994494628424,0.76953125,0.68359375,0.94140625,0.079,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L32_r2,block_permutation,1.0,0.0,2,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L32_r2,block_permutation,1.0,0.25,2,deliberately_off_manifold_diagnostic,1000,0.569223148188869,0.3291015625,2.099839837481281,0.619140625,0.740234375,0.97265625,0.123,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L32_r2,block_permutation,1.0,0.5,2,deliberately_off_manifold_diagnostic,1000,0.5552490532850312,0.2890625,2.2102452783789444,0.658203125,0.75390625,0.98046875,0.138,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L32_r2,block_permutation,1.0,0.75,2,deliberately_off_manifold_diagnostic,1000,0.6209668750204138,0.431640625,2.3683465194899003,0.6953125,0.69921875,0.9417968750000001,0.093,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
block_permutation_L32_r2,block_permutation,1.0,1.0,2,deliberately_off_manifold_diagnostic,1000,0.7403519773974753,0.59765625,2.589725903265187,0.7548828125,0.68359375,0.94140625,0.074,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.25,band_attenuation,0.25,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.25,band_attenuation,0.25,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6414567554505919,0.458984375,2.1056468965268595,0.625,0.72265625,0.96875,0.118,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.25,band_attenuation,0.25,0.5,0,deliberately_off_manifold_diagnostic,1000,0.620998451350429,0.431640625,2.091923328192087,0.615234375,0.73046875,0.9730468750000001,0.126,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.25,band_attenuation,0.25,0.75,0,deliberately_off_manifold_diagnostic,1000,0.5978606300843583,0.380859375,2.0788683261006673,0.607421875,0.734375,0.98046875,0.134,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.25,band_attenuation,0.25,1.0,0,deliberately_off_manifold_diagnostic,1000,0.5743997998495483,0.3388671875,2.059689922106808,0.6015625,0.748046875,0.984375,0.153,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.5,band_attenuation,0.5,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.5,band_attenuation,0.5,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6209984444881764,0.431640625,2.0919232993662815,0.615234375,0.73046875,0.9730468750000001,0.126,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.5,band_attenuation,0.5,0.5,0,deliberately_off_manifold_diagnostic,1000,0.5743997954947692,0.3388671875,2.0596898747658154,0.6015625,0.748046875,0.984375,0.153,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.5,band_attenuation,0.5,0.75,0,deliberately_off_manifold_diagnostic,1000,0.5360429924143594,0.2607421875,2.048332404765807,0.595703125,0.7734375,0.98828125,0.194,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.5,band_attenuation,0.5,1.0,0,deliberately_off_manifold_diagnostic,1000,0.5018622914250905,0.201171875,2.1139887920576466,0.62890625,0.80078125,0.9921875,0.247,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.75,band_attenuation,0.75,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.75,band_attenuation,0.75,0.25,0,deliberately_off_manifold_diagnostic,1000,0.5981095069862025,0.380859375,2.078254295083637,0.607421875,0.734375,0.98046875,0.134,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.75,band_attenuation,0.75,0.5,0,deliberately_off_manifold_diagnostic,1000,0.5360429942050331,0.2607421875,2.0441879467303243,0.5927734375,0.7734375,0.98828125,0.194,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.75,band_attenuation,0.75,0.75,0,deliberately_off_manifold_diagnostic,1000,0.48472183353891685,0.169921875,2.13777246022976,0.6337890625,0.828125,1.0,0.274,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d0.75,band_attenuation,0.75,1.0,0,deliberately_off_manifold_diagnostic,1000,0.44741269613883444,0.1357421875,2.1330472240866776,0.6328125,0.859375,1.0,0.34,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d1,band_attenuation,1.0,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d1,band_attenuation,1.0,0.25,0,deliberately_off_manifold_diagnostic,1000,0.5743998020111992,0.3388671875,2.0596898714432,0.6015625,0.75,0.984375,0.153,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d1,band_attenuation,1.0,0.5,0,deliberately_off_manifold_diagnostic,1000,0.5026575972858252,0.203125,2.11064027972834,0.6279296875,0.80078125,0.9921875,0.247,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d1,band_attenuation,1.0,0.75,0,deliberately_off_manifold_diagnostic,1000,0.4474126994241482,0.1357421875,2.1281481116704537,0.6328125,0.859375,1.0,0.34,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_low_d1,band_attenuation,1.0,1.0,0,deliberately_off_manifold_diagnostic,1000,0.4393025574936884,0.1220703125,2.1451800600071063,0.63671875,0.884765625,1.0,0.369,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
