perturbation,family,registered_dose,path_dose,replicate,validity_tag,n,reconstruction_rms_median,reconstruction_percentile_median,nearest_distance_median,nearest_percentile_median,warning_score_median,warning_score_q90,fraction_outside_heldout_central_95pct,warning_tail_definition,cyclic_anchor,interpretation
attenuate_mid_d0.25,band_attenuation,0.25,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.25,band_attenuation,0.25,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6421649882225005,0.4619140625,2.123240175010414,0.6328125,0.71875,0.95703125,0.11,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.25,band_attenuation,0.25,0.5,0,deliberately_off_manifold_diagnostic,1000,0.6291276130138214,0.44140625,2.109579951764335,0.625,0.71875,0.9613281250000001,0.116,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.25,band_attenuation,0.25,0.75,0,deliberately_off_manifold_diagnostic,1000,0.6159322273233121,0.4189453125,2.1000563261947316,0.6201171875,0.7265625,0.96875,0.119,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.25,band_attenuation,0.25,1.0,0,deliberately_off_manifold_diagnostic,1000,0.6007054036276243,0.3828125,2.0868561250540827,0.6142578125,0.73046875,0.96875,0.122,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.5,band_attenuation,0.5,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.5,band_attenuation,0.5,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6283158343405628,0.439453125,2.0948965613849313,0.615234375,0.71875,0.9613281250000001,0.116,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.5,band_attenuation,0.5,0.5,0,deliberately_off_manifold_diagnostic,1000,0.60192214399878,0.3828125,2.0868559337724166,0.6142578125,0.73046875,0.96875,0.119,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.5,band_attenuation,0.5,0.75,0,deliberately_off_manifold_diagnostic,1000,0.5738788275113691,0.337890625,2.0907101098647765,0.615234375,0.75390625,0.98046875,0.136,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.5,band_attenuation,0.5,1.0,0,deliberately_off_manifold_diagnostic,1000,0.5475954119566442,0.28125,2.0772372522335583,0.607421875,0.767578125,0.98046875,0.157,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.75,band_attenuation,0.75,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.75,band_attenuation,0.75,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6145891382661797,0.412109375,2.1000562533000284,0.6201171875,0.724609375,0.96875,0.118,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.75,band_attenuation,0.75,0.5,0,deliberately_off_manifold_diagnostic,1000,0.5741676954238055,0.337890625,2.0803985049473877,0.6103515625,0.75390625,0.98046875,0.137,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.75,band_attenuation,0.75,0.75,0,deliberately_off_manifold_diagnostic,1000,0.539060192226142,0.2626953125,2.0646759333639544,0.60546875,0.7734375,0.984375,0.172,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d0.75,band_attenuation,0.75,1.0,0,deliberately_off_manifold_diagnostic,1000,0.5084680741830856,0.21484375,2.087600686304072,0.6142578125,0.796875,0.98828125,0.233,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d1,band_attenuation,1.0,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d1,band_attenuation,1.0,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6007054096341222,0.3828125,2.0812389518886514,0.6103515625,0.73046875,0.96875,0.124,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d1,band_attenuation,1.0,0.5,0,deliberately_off_manifold_diagnostic,1000,0.5483510469556354,0.283203125,2.0722522322363215,0.607421875,0.76953125,0.98046875,0.158,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d1,band_attenuation,1.0,0.75,0,deliberately_off_manifold_diagnostic,1000,0.5064543665476294,0.212890625,2.083475644019476,0.611328125,0.796875,0.98828125,0.233,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_mid_d1,band_attenuation,1.0,1.0,0,deliberately_off_manifold_diagnostic,1000,0.49176973806024243,0.1845703125,2.0865112543644404,0.6142578125,0.80859375,0.98828125,0.265,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.25,band_attenuation,0.25,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.25,band_attenuation,0.25,0.25,0,deliberately_off_manifold_diagnostic,1000,0.661486662264315,0.5078125,2.1270013092363036,0.6328125,0.71484375,0.9609375,0.11,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.25,band_attenuation,0.25,0.5,0,deliberately_off_manifold_diagnostic,1000,0.6608701723959736,0.5068359375,2.126639576375037,0.6328125,0.71484375,0.9609375,0.112,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.25,band_attenuation,0.25,0.75,0,deliberately_off_manifold_diagnostic,1000,0.6594631143017977,0.501953125,2.1262788101267223,0.6328125,0.7109375,0.9574218750000001,0.112,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.25,band_attenuation,0.25,1.0,0,deliberately_off_manifold_diagnostic,1000,0.6600121584571101,0.50390625,2.1254012587671927,0.6328125,0.712890625,0.9574218750000001,0.112,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.5,band_attenuation,0.5,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.5,band_attenuation,0.5,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6608701740721648,0.5068359375,2.126295496496465,0.6328125,0.71484375,0.9609375,0.112,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.5,band_attenuation,0.5,0.5,0,deliberately_off_manifold_diagnostic,1000,0.6600121568248536,0.50390625,2.12457972448769,0.6328125,0.71484375,0.9574218750000001,0.112,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.5,band_attenuation,0.5,0.75,0,deliberately_off_manifold_diagnostic,1000,0.6594387160994999,0.501953125,2.1191035661385262,0.630859375,0.7109375,0.9574218750000001,0.112,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.5,band_attenuation,0.5,1.0,0,deliberately_off_manifold_diagnostic,1000,0.6572587300851006,0.5,2.124302392824446,0.6328125,0.7109375,0.9574218750000001,0.111,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.75,band_attenuation,0.75,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.75,band_attenuation,0.75,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6594631178676609,0.501953125,2.1261084396353342,0.6328125,0.712890625,0.9574218750000001,0.112,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.75,band_attenuation,0.75,0.5,0,deliberately_off_manifold_diagnostic,1000,0.6594387056618022,0.501953125,2.1194413244430796,0.630859375,0.7109375,0.9574218750000001,0.112,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.75,band_attenuation,0.75,0.75,0,deliberately_off_manifold_diagnostic,1000,0.6569247933390852,0.4990234375,2.1241060403597776,0.6328125,0.7109375,0.95703125,0.111,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d0.75,band_attenuation,0.75,1.0,0,deliberately_off_manifold_diagnostic,1000,0.656602687090496,0.498046875,2.123523231033472,0.6318359375,0.71875,0.9574218750000001,0.113,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d1,band_attenuation,1.0,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d1,band_attenuation,1.0,0.25,0,deliberately_off_manifold_diagnostic,1000,0.660307634035797,0.5048828125,2.1254012094531056,0.6328125,0.71484375,0.9574218750000001,0.112,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d1,band_attenuation,1.0,0.5,0,deliberately_off_manifold_diagnostic,1000,0.657258735257888,0.5,2.1243023078754453,0.6328125,0.7109375,0.9574218750000001,0.111,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d1,band_attenuation,1.0,0.75,0,deliberately_off_manifold_diagnostic,1000,0.6557850604539699,0.49609375,2.1206734729612897,0.630859375,0.71875,0.9574218750000001,0.113,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
attenuate_high_d1,band_attenuation,1.0,1.0,0,deliberately_off_manifold_diagnostic,1000,0.6550756223313956,0.494140625,2.137730582871948,0.6337890625,0.712890625,0.9613281250000001,0.113,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.25,amplitude_scaling,0.25,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.25,amplitude_scaling,0.25,0.25,0,deliberately_off_manifold_diagnostic,1000,0.622855728393962,0.4345703125,2.066449834480107,0.6064453125,0.71875,0.9652343750000001,0.124,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.25,amplitude_scaling,0.25,0.5,0,deliberately_off_manifold_diagnostic,1000,0.580591281604881,0.34765625,2.0239519211945804,0.583984375,0.73046875,0.97265625,0.135,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.25,amplitude_scaling,0.25,0.75,0,deliberately_off_manifold_diagnostic,1000,0.5399985940570846,0.265625,2.0131727459535367,0.58203125,0.7578125,0.9808593750000001,0.157,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.25,amplitude_scaling,0.25,1.0,0,deliberately_off_manifold_diagnostic,1000,0.499659598362165,0.197265625,1.978948954451821,0.556640625,0.7734375,0.98828125,0.18,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.5,amplitude_scaling,0.5,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.5,amplitude_scaling,0.5,0.25,0,deliberately_off_manifold_diagnostic,1000,0.5805912933169719,0.34765625,2.0239519178608516,0.583984375,0.73046875,0.97265625,0.135,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.5,amplitude_scaling,0.5,0.5,0,deliberately_off_manifold_diagnostic,1000,0.49965960759457984,0.197265625,1.9789489205261548,0.556640625,0.7734375,0.98828125,0.18,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.5,amplitude_scaling,0.5,0.75,0,deliberately_off_manifold_diagnostic,1000,0.4239185682255769,0.11328125,1.9948938787960921,0.560546875,0.84765625,0.98828125,0.301,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.5,amplitude_scaling,0.5,1.0,0,deliberately_off_manifold_diagnostic,1000,0.3534136867552793,0.03125,1.9905711547123872,0.560546875,0.94921875,1.0,0.497,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.75,amplitude_scaling,0.75,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.75,amplitude_scaling,0.75,0.25,0,deliberately_off_manifold_diagnostic,1000,0.5399986001649261,0.265625,2.0131726639097507,0.58203125,0.7578125,0.9808593750000001,0.157,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.75,amplitude_scaling,0.75,0.5,0,deliberately_off_manifold_diagnostic,1000,0.42391856742731693,0.11328125,1.9948938394587117,0.560546875,0.84765625,0.98828125,0.301,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.75,amplitude_scaling,0.75,0.75,0,deliberately_off_manifold_diagnostic,1000,0.31753183197534585,0.009765625,1.9942065640850388,0.560546875,0.98046875,1.0,0.598,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d0.75,amplitude_scaling,0.75,1.0,0,deliberately_off_manifold_diagnostic,1000,0.22402835161774082,0.0,1.9778490519634317,0.556640625,1.0,1.0,0.806,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d1,amplitude_scaling,1.0,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d1,amplitude_scaling,1.0,0.25,0,deliberately_off_manifold_diagnostic,1000,0.4996596177557392,0.197265625,1.9789489157282016,0.556640625,0.7734375,0.98828125,0.18,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d1,amplitude_scaling,1.0,0.5,0,deliberately_off_manifold_diagnostic,1000,0.35341369821964286,0.03125,1.9905710855927299,0.560546875,0.94921875,1.0,0.497,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d1,amplitude_scaling,1.0,0.75,0,deliberately_off_manifold_diagnostic,1000,0.22402835047973435,0.0,1.9778489880246055,0.556640625,1.0,1.0,0.806,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
scale_non_dc_d1,amplitude_scaling,1.0,1.0,0,deliberately_off_manifold_diagnostic,1000,0.16239315671906385,0.0,1.9513361434792358,0.544921875,1.0,1.0,0.821,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_0_bmag,channel_replacement,1.0,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_0_bmag,channel_replacement,1.0,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6459174892959112,0.46484375,2.056996387004352,0.6015625,0.72265625,0.96484375,0.113,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_0_bmag,channel_replacement,1.0,0.5,0,deliberately_off_manifold_diagnostic,1000,0.6426208439678655,0.462890625,2.1513109905441663,0.638671875,0.7265625,0.95703125,0.108,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_0_bmag,channel_replacement,1.0,0.75,0,deliberately_off_manifold_diagnostic,1000,0.6430445462210906,0.46484375,2.309651215433505,0.6796875,0.7421875,0.94921875,0.099,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_0_bmag,channel_replacement,1.0,1.0,0,deliberately_off_manifold_diagnostic,1000,0.6511248645895059,0.4755859375,2.4438682726686087,0.720703125,0.74609375,0.9453125,0.092,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_1_gbdrift,channel_replacement,1.0,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_1_gbdrift,channel_replacement,1.0,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6354004670999682,0.4482421875,1.980258559458177,0.556640625,0.71484375,0.9574218750000001,0.111,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_1_gbdrift,channel_replacement,1.0,0.5,0,deliberately_off_manifold_diagnostic,1000,0.6307890237268462,0.443359375,1.988772305483453,0.5595703125,0.697265625,0.94921875,0.095,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_1_gbdrift,channel_replacement,1.0,0.75,0,deliberately_off_manifold_diagnostic,1000,0.6365053795018183,0.44921875,2.0036006476434807,0.5693359375,0.68359375,0.94140625,0.08,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_1_gbdrift,channel_replacement,1.0,1.0,0,deliberately_off_manifold_diagnostic,1000,0.6494231404590489,0.470703125,2.0226404531690125,0.583984375,0.6484375,0.93359375,0.067,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_2_cvdrift,channel_replacement,1.0,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_2_cvdrift,channel_replacement,1.0,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6345113266860991,0.447265625,1.9855251637535627,0.5576171875,0.71875,0.9613281250000001,0.109,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_2_cvdrift,channel_replacement,1.0,0.5,0,deliberately_off_manifold_diagnostic,1000,0.6291334418807167,0.44140625,1.9946335257283454,0.560546875,0.6953125,0.953125,0.101,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_2_cvdrift,channel_replacement,1.0,0.75,0,deliberately_off_manifold_diagnostic,1000,0.6372195701864102,0.44921875,1.9810089584567738,0.556640625,0.67578125,0.94140625,0.084,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_2_cvdrift,channel_replacement,1.0,1.0,0,deliberately_off_manifold_diagnostic,1000,0.6517393344779879,0.478515625,2.0241058787451616,0.5849609375,0.6484375,0.93359375,0.07,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_3_gbdrift0_over_shat,channel_replacement,1.0,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_3_gbdrift0_over_shat,channel_replacement,1.0,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6112356015695471,0.404296875,2.0293553930951305,0.58984375,0.72265625,0.97265625,0.133,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_3_gbdrift0_over_shat,channel_replacement,1.0,0.5,0,deliberately_off_manifold_diagnostic,1000,0.5959419181742565,0.375,2.038906069769393,0.58984375,0.73046875,0.9734375000000002,0.136,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_3_gbdrift0_over_shat,channel_replacement,1.0,0.75,0,deliberately_off_manifold_diagnostic,1000,0.5933872152315812,0.37109375,2.0750648692490863,0.607421875,0.73046875,0.96875,0.127,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_3_gbdrift0_over_shat,channel_replacement,1.0,1.0,0,deliberately_off_manifold_diagnostic,1000,0.6074380583766992,0.392578125,2.1297480291319557,0.6328125,0.71875,0.953125,0.103,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_4_gds2,channel_replacement,1.0,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_4_gds2,channel_replacement,1.0,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6354161416269842,0.44921875,1.964447020326122,0.548828125,0.71875,0.9609375,0.112,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_4_gds2,channel_replacement,1.0,0.5,0,deliberately_off_manifold_diagnostic,1000,0.6279773811259618,0.439453125,2.0010181888452596,0.5625,0.71484375,0.953125,0.101,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_4_gds2,channel_replacement,1.0,0.75,0,deliberately_off_manifold_diagnostic,1000,0.6324297170753627,0.447265625,2.0589242718190137,0.6015625,0.705078125,0.94140625,0.09,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_4_gds2,channel_replacement,1.0,1.0,0,deliberately_off_manifold_diagnostic,1000,0.6420996876097511,0.4599609375,2.1506546788820673,0.638671875,0.69921875,0.94140625,0.082,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_5_gds21_over_shat,channel_replacement,1.0,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_5_gds21_over_shat,channel_replacement,1.0,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6456833042400916,0.46484375,2.2228219410919907,0.662109375,0.71875,0.9574218750000001,0.11,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_5_gds21_over_shat,channel_replacement,1.0,0.5,0,deliberately_off_manifold_diagnostic,1000,0.6344921145970617,0.4482421875,2.1907822138452855,0.65234375,0.71484375,0.9535156250000001,0.106,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_5_gds21_over_shat,channel_replacement,1.0,0.75,0,deliberately_off_manifold_diagnostic,1000,0.6365133864669625,0.44921875,2.2171236218619272,0.66015625,0.703125,0.94921875,0.097,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_5_gds21_over_shat,channel_replacement,1.0,1.0,0,deliberately_off_manifold_diagnostic,1000,0.6515066733749386,0.4775390625,2.2586044418519147,0.671875,0.6953125,0.94140625,0.077,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_6_gds22_over_shat_squared,channel_replacement,1.0,0.0,0,deliberately_off_manifold_diagnostic,1000,0.6488106234996165,0.4697265625,2.0248319668109045,0.5869140625,0.71875,0.96484375,0.114,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_6_gds22_over_shat_squared,channel_replacement,1.0,0.25,0,deliberately_off_manifold_diagnostic,1000,0.6266380205907651,0.4375,2.063307422376905,0.603515625,0.7265625,0.96875,0.122,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
replace_channel_6_gds22_over_shat_squared,channel_replacement,1.0,0.5,0,deliberately_off_manifold_diagnostic,1000,0.610074415700812,0.4033203125,2.1180446909466992,0.630859375,0.72265625,0.96484375,0.116,two_sided_p_below_0.025_or_above_0.975,argmax_joint_robust_standardized_energy,warning_only_not_physical_validity
