member_id,layer_index,layer_name,concept,estimand,canonical_function,stable_rows,unstable_rows,encoded_r2,encoded_r2_stable_or_near_floor,encoded_r2_unstable,permuted_r2,nonzero_fraction,outer_split_unit,inner_split_unit,encoded_column,used_column,validity_tag,control_type
2864601_0.437,4,canonical_atrous_relu_pool_5,bad_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,0.5167161346058384,0.5299468268816102,0.5121724078257265,-0.003681298414046408,0.9,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.437,4,canonical_atrous_relu_pool_5,geodesic_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,0.5481237941633053,0.6433763682191789,0.515031770956557,-0.000597914606198735,0.9,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.437,4,canonical_atrous_relu_pool_5,parallel_scale,"native max(log Q, -2)",invariant_tilde_f,240,760,0.3071203963596053,0.3077575926140852,0.30308304921004126,-0.0026812509355749192,0.8,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.437,4,canonical_atrous_relu_pool_5,cross_channel_colocation,"native max(log Q, -2)",invariant_tilde_f,240,760,0.4076952368078637,0.2593423308910153,0.41553235475396033,-0.004034871446617849,0.8,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.437,4,canonical_atrous_relu_pool_5,log_FSA_grad_x,"native max(log Q, -2)",invariant_tilde_f,240,760,0.7327385646753284,0.7741189250178502,0.715697444265727,-0.0015663423010499056,0.8,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.437,4,canonical_atrous_relu_pool_5,local_Qz_concentration,"native max(log Q, -2)",invariant_tilde_f,240,760,0.33859331464364717,-0.04654235479588098,0.4383467626096177,-0.003365142170849156,0.7,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.437,4,canonical_atrous_relu_pool_5,log10_zonal_phi2,"native max(log Q, -2)",invariant_tilde_f,240,760,0.043619520989971905,-3.1463306110368032,-3.4529258948321955,-0.002814699013723443,0.6,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.437,4,canonical_atrous_relu_pool_5,random_concept_control,"native max(log Q, -2)",,,,-0.0012753144887300838,,,,,equilibrium_files,equilibrium_files,,,observed-comparison,equilibrium_level_random_concept
2864601_0.371,0,canonical_atrous_relu_pool_1,log_f_Q,"native max(log Q, -2)",invariant_tilde_f,240,760,0.8358410823557845,0.8467983397688978,0.8243901095084786,-0.0010774086358944501,0.90625,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,0,canonical_atrous_relu_pool_1,f_stab,"native max(log Q, -2)",invariant_tilde_f,240,760,0.8697760625979492,0.9042832350788166,0.855164099020004,-0.004249494830579126,0.90625,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,0,canonical_atrous_relu_pool_1,log_compression,"native max(log Q, -2)",invariant_tilde_f,240,760,0.8896364517638894,0.8672165437340307,0.8944129859890125,-0.006022670105191086,0.53125,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,0,canonical_atrous_relu_pool_1,bad_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,0.9930533546495018,0.9920229521329736,0.9931807217596621,-0.0020971504342157665,0.625,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,0,canonical_atrous_relu_pool_1,geodesic_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,0.965529797063226,0.9697383494815844,0.9638545241830341,-0.003408493991834627,0.84375,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,0,canonical_atrous_relu_pool_1,parallel_scale,"native max(log Q, -2)",invariant_tilde_f,240,760,0.8878414421913261,0.8699850547624793,0.891057347722361,-0.0008230772369068884,0.8125,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,0,canonical_atrous_relu_pool_1,cross_channel_colocation,"native max(log Q, -2)",invariant_tilde_f,240,760,0.861958206874708,0.8348796925798067,0.8630612755800521,-0.001773188826623473,0.875,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,0,canonical_atrous_relu_pool_1,log_FSA_grad_x,"native max(log Q, -2)",invariant_tilde_f,240,760,0.9646490059775015,0.9663383551676246,0.9635645953899431,-0.0017784447785620383,0.9375,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,0,canonical_atrous_relu_pool_1,local_Qz_concentration,"native max(log Q, -2)",invariant_tilde_f,240,760,0.1843949969882822,-0.15412011047149599,0.2720150490154467,-0.0008236702803459117,0.71875,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,0,canonical_atrous_relu_pool_1,log10_zonal_phi2,"native max(log Q, -2)",invariant_tilde_f,240,760,0.02380657646891904,-3.267039415112734,-3.43358449142523,-0.004061251845068892,0.28125,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,0,canonical_atrous_relu_pool_1,random_concept_control,"native max(log Q, -2)",,,,-0.003078250796619386,,,,,equilibrium_files,equilibrium_files,,,observed-comparison,equilibrium_level_random_concept
2864601_0.371,1,canonical_atrous_relu_pool_2,log_f_Q,"native max(log Q, -2)",invariant_tilde_f,240,760,0.8260592417826658,0.8354674276662857,0.8148017251868869,-0.006487901219521808,0.6451612903225806,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,1,canonical_atrous_relu_pool_2,f_stab,"native max(log Q, -2)",invariant_tilde_f,240,760,0.8756187360851674,0.9050525160724829,0.8627490756124032,-0.003089396825042501,0.5161290322580645,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,1,canonical_atrous_relu_pool_2,log_compression,"native max(log Q, -2)",invariant_tilde_f,240,760,0.7782159761753479,0.7181432177091033,0.7914744983411118,-0.004132396933768767,0.8387096774193549,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,1,canonical_atrous_relu_pool_2,bad_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,0.9616076481924936,0.9256327724127459,0.9670915266541819,-0.0009440000443858843,0.8709677419354839,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,1,canonical_atrous_relu_pool_2,geodesic_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,0.8253289770252112,0.8370208404676797,0.8195152209855645,-0.0032735915854367192,0.7419354838709677,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,1,canonical_atrous_relu_pool_2,parallel_scale,"native max(log Q, -2)",invariant_tilde_f,240,760,0.6235708361772232,0.5020787858419901,0.6476278848577499,-0.0023429507123782223,0.6774193548387096,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,1,canonical_atrous_relu_pool_2,cross_channel_colocation,"native max(log Q, -2)",invariant_tilde_f,240,760,0.8257023656610485,0.7356136556586144,0.8324895849046888,-0.0028748640936071546,0.6129032258064516,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,1,canonical_atrous_relu_pool_2,log_FSA_grad_x,"native max(log Q, -2)",invariant_tilde_f,240,760,0.902859606290498,0.9101020983834589,0.8990760162376027,-0.0042089474837399,0.9032258064516129,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,1,canonical_atrous_relu_pool_2,local_Qz_concentration,"native max(log Q, -2)",invariant_tilde_f,240,760,0.24678069047411355,-0.08696229312470583,0.3331782006264372,-0.002312751572521199,0.5806451612903226,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,1,canonical_atrous_relu_pool_2,log10_zonal_phi2,"native max(log Q, -2)",invariant_tilde_f,240,760,0.047145270438502584,-3.1280642049097853,-3.4460650348147377,-0.005050896074892952,0.3870967741935484,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,1,canonical_atrous_relu_pool_2,random_concept_control,"native max(log Q, -2)",,,,-0.0010180879541701326,,,,,equilibrium_files,equilibrium_files,,,observed-comparison,equilibrium_level_random_concept
2864601_0.371,2,canonical_atrous_relu_pool_3,log_f_Q,"native max(log Q, -2)",invariant_tilde_f,240,760,0.8036196440551774,0.8140940616164157,0.7909684890221094,-0.0023946726282109143,0.6666666666666666,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,2,canonical_atrous_relu_pool_3,f_stab,"native max(log Q, -2)",invariant_tilde_f,240,760,0.8073484940539426,0.8572534077578051,0.7860845811899427,-0.004424171568043311,0.6666666666666666,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,2,canonical_atrous_relu_pool_3,log_compression,"native max(log Q, -2)",invariant_tilde_f,240,760,0.629032112782695,0.5298776587244739,0.6508857892500046,-0.003085838487916215,0.9444444444444444,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,2,canonical_atrous_relu_pool_3,bad_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,0.6178159925970073,0.7109133814836538,0.6011782815251463,-0.0016208222816771478,0.5,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,2,canonical_atrous_relu_pool_3,geodesic_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,0.6134630907325243,0.616901371939085,0.6068277228404024,-0.002117358488196608,0.8333333333333334,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,2,canonical_atrous_relu_pool_3,parallel_scale,"native max(log Q, -2)",invariant_tilde_f,240,760,0.5444137764078181,0.5025074835165813,0.5508782413726302,-0.0015295666497725513,0.6111111111111112,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,2,canonical_atrous_relu_pool_3,cross_channel_colocation,"native max(log Q, -2)",invariant_tilde_f,240,760,0.5000516495268206,0.38278847322460685,0.5058988138609709,-0.0018333057757637938,0.7222222222222222,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,2,canonical_atrous_relu_pool_3,log_FSA_grad_x,"native max(log Q, -2)",invariant_tilde_f,240,760,0.8501986469521114,0.8666741685897946,0.8427236281477414,-0.0023566583274423625,1.0,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,2,canonical_atrous_relu_pool_3,local_Qz_concentration,"native max(log Q, -2)",invariant_tilde_f,240,760,0.2758184519962664,-0.057886424000642256,0.36221329847465966,-0.00026365569757791363,0.6111111111111112,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,2,canonical_atrous_relu_pool_3,log10_zonal_phi2,"native max(log Q, -2)",invariant_tilde_f,240,760,0.022595306005099736,-3.245384757469803,-3.5254748615825546,-0.017582433237822936,0.4444444444444444,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,2,canonical_atrous_relu_pool_3,random_concept_control,"native max(log Q, -2)",,,,-0.0031751157184369827,,,,,equilibrium_files,equilibrium_files,,,observed-comparison,equilibrium_level_random_concept
2864601_0.371,3,canonical_atrous_relu_pool_4,log_f_Q,"native max(log Q, -2)",invariant_tilde_f,240,760,0.8439275075416688,0.8618775510091938,0.8300447051953073,-0.0013462235834396097,0.7894736842105263,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,3,canonical_atrous_relu_pool_4,f_stab,"native max(log Q, -2)",invariant_tilde_f,240,760,0.7625430402161348,0.8203298510006992,0.7374819226520376,-0.0012223688135590827,1.0,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,3,canonical_atrous_relu_pool_4,log_compression,"native max(log Q, -2)",invariant_tilde_f,240,760,0.6769337458668666,0.6435555809514375,0.6830568786193429,-0.0072199979071134734,0.8421052631578947,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,3,canonical_atrous_relu_pool_4,bad_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,0.5334701784535105,0.39817228702042085,0.5524579721824388,-0.0028605703642843316,0.8947368421052632,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,3,canonical_atrous_relu_pool_4,geodesic_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,0.5498097617951685,0.5956975731622398,0.5304508928001297,-0.002550397275431493,0.7894736842105263,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,3,canonical_atrous_relu_pool_4,parallel_scale,"native max(log Q, -2)",invariant_tilde_f,240,760,0.3385091940197459,0.26565448693211213,0.3504826120069583,-0.0007981444454421283,0.8947368421052632,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,3,canonical_atrous_relu_pool_4,cross_channel_colocation,"native max(log Q, -2)",invariant_tilde_f,240,760,0.4428255288598568,0.35159503491100397,0.4455343817406967,-0.00013464989002143213,0.7894736842105263,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,3,canonical_atrous_relu_pool_4,log_FSA_grad_x,"native max(log Q, -2)",invariant_tilde_f,240,760,0.7818728345961147,0.7921128952569566,0.7752384713547831,-0.004259473503444466,0.5263157894736842,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,3,canonical_atrous_relu_pool_4,local_Qz_concentration,"native max(log Q, -2)",invariant_tilde_f,240,760,0.3831105940607953,-0.07165010241217962,0.5009383369738882,-0.000801330426495328,0.5789473684210527,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,3,canonical_atrous_relu_pool_4,log10_zonal_phi2,"native max(log Q, -2)",invariant_tilde_f,240,760,0.030537521805936496,-3.2059925638754745,-3.504393049891756,0.0043842240536227095,0.5789473684210527,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,3,canonical_atrous_relu_pool_4,random_concept_control,"native max(log Q, -2)",,,,-0.00260045182787505,,,,,equilibrium_files,equilibrium_files,,,observed-comparison,equilibrium_level_random_concept
2864601_0.371,4,canonical_atrous_relu_pool_5,log_f_Q,"native max(log Q, -2)",invariant_tilde_f,240,760,0.8642501693766378,0.8871581094089305,0.8492735723905388,-0.0022935585353380805,0.8260869565217391,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,4,canonical_atrous_relu_pool_5,f_stab,"native max(log Q, -2)",invariant_tilde_f,240,760,0.7657873794978394,0.8285348767983423,0.739296032106775,-0.0018851290362495998,0.5217391304347826,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,4,canonical_atrous_relu_pool_5,log_compression,"native max(log Q, -2)",invariant_tilde_f,240,760,0.6447922955228766,0.6682739446809736,0.6368595417336256,-0.0036549705874002747,0.8260869565217391,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,4,canonical_atrous_relu_pool_5,bad_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,0.5367458104712655,0.4888680917921354,0.5419502817850333,-0.0028028526905559126,0.8260869565217391,equilibrium_files,equilibrium_files,True,False,observed-comparison,
2864601_0.371,4,canonical_atrous_relu_pool_5,geodesic_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,0.5315311134936253,0.5755041335902837,0.5124353493569874,-0.0008772399384113783,0.8260869565217391,equilibrium_files,equilibrium_files,True,False,observed-comparison,
