member_id,layer_index,layer_name,concept,estimand,canonical_function,stable_rows,unstable_rows,derivative_rows,derivative_stable_rows,derivative_unstable_rows,counterexample_max_abs_smd,encoded_r2,encoded_r2_stable_or_near_floor,encoded_r2_unstable,permuted_r2,nonzero_fraction,outer_split_unit,inner_split_unit,encoded_column,used_column,validity_tag,direction_source,mean_directional_derivative,mean_directional_derivative_stable_or_near_floor,mean_directional_derivative_unstable,directional_derivative_ci95_lower,directional_derivative_ci95_upper,bootstrap_p_value,tcav_positive_fraction,counterexample_set_sd,counterexample_sign_agreement,counterexample_subset_max_abs_smd,intervention_rms,random_intervention_rms_median,intervention_to_random_ratio,scale_matched_random_rms_median,intervention_to_scale_matched_random_ratio,orthogonal_complement_ablation_rms,perturbation_validity_tag,bootstrap_fdr_q_value,encoded_generalizes_by_equilibrium,tcav_stable_across_counterexamples,tcav_ci_excludes_zero,tcav_fdr_q_le_0_05,direction_intervention_beats_random,counterexample_balance_pass,use_claim_permitted,use_claim_rule
2864601_0.437,1,canonical_atrous_relu_pool_2,log_f_Q,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.12826962831676686,0.8368762183989719,0.8431165028945125,0.8273460439941255,-0.0006930825071249647,0.6896551724137931,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,0.12594997882843018,0.04604655131697655,0.15408502519130707,0.06610662750899791,0.18979617469012736,0.003992015968063872,0.6041666865348816,0.08242011030858411,1.0,0.1564869140018166,0.0692543163895607,0.059003252536058426,1.1737372672334898,0.061132630333304405,1.1328535352065767,0.5043529272079468,deliberately_off_manifold_diagnostic,0.005544466622310933,True,True,True,True,True,True,True,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,1,canonical_atrous_relu_pool_2,f_stab,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.02292347458380587,0.8728057232869844,0.9095078949903802,0.8576095642145929,-0.0032949178278141034,0.5172413793103449,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,0.19490216672420502,0.17129680514335632,0.2032139152288437,0.09676190409809352,0.3162875413894653,0.003992015968063872,0.6354166865348816,0.015746552030331106,1.0,0.03465144563101228,0.09918196499347687,0.050796495750546455,1.9525355741180217,0.04952394589781761,2.0027072398091676,0.9597248435020447,deliberately_off_manifold_diagnostic,0.005544466622310933,True,True,True,True,True,True,True,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,1,canonical_atrous_relu_pool_2,log_compression,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.16822386368782752,0.8069006992023512,0.7699382726685706,0.8147061121541741,-0.0011488562673109826,0.6896551724137931,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,0.17225277423858643,-0.06016869470477104,0.2540912926197052,0.08970006816089153,0.26808406710624694,0.003992015968063872,0.71875,0.01230969732948755,1.0,0.18780687100718424,0.08471044152975082,0.06462209485471249,1.3108587971374535,0.06288207322359085,1.3471318165440327,0.5581665635108948,deliberately_off_manifold_diagnostic,0.005544466622310933,True,True,True,True,True,True,True,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,1,canonical_atrous_relu_pool_2,bad_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.08989400942972435,0.9635700985316547,0.9543948550439469,0.9648334134104698,-0.0019194613215114398,0.6551724137931034,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,-0.10799580067396164,0.0853695273399353,-0.17608219385147095,-0.20260108336806298,-0.010369370738044392,0.027944111776447105,0.2708333432674408,0.005786300676795741,1.0,0.14841861629713235,0.08756706118583679,0.06193244084715843,1.413912643971863,0.05550256557762623,1.5777119539341828,0.6974098086357117,deliberately_off_manifold_diagnostic,0.03407818509322818,True,True,True,True,True,True,True,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,1,canonical_atrous_relu_pool_2,geodesic_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.08521070653895317,0.8475959109065738,0.8486344047604031,0.84506778502148,-0.000638059145950276,0.7931034482758621,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,-0.15063415467739105,0.06410706043243408,-0.22624725103378296,-0.24659919925034046,-0.06502137109637264,0.007984031936127744,0.2604166567325592,0.0069846319135389075,1.0,0.1054698417148718,0.08996816724538803,0.04683580994606018,1.9209269007838763,0.05753324367105961,1.5637596892636847,0.6508808732032776,deliberately_off_manifold_diagnostic,0.010324179227751393,True,True,True,True,True,True,True,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,1,canonical_atrous_relu_pool_2,parallel_scale,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.09600375315699965,0.5851025924325635,0.6054841933562354,0.5783759432876306,-0.001526400446902887,1.0,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,-0.17889843881130219,0.04395624250173569,-0.2573683261871338,-0.2671584941446781,-0.08790389969944966,0.003992015968063872,0.21875,0.0032074416467940607,1.0,0.1055908465811305,0.08738750964403152,0.043079257011413574,2.028528709789,0.06053720600903034,1.4435339092292419,0.637389063835144,deliberately_off_manifold_diagnostic,0.005544466622310933,True,True,True,True,True,True,True,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,1,canonical_atrous_relu_pool_2,cross_channel_colocation,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.13987804404973891,0.7574119351606717,0.8095307531386432,0.7497283875954213,-0.0011057544835331168,0.5517241379310345,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,-0.12960156798362732,0.05067332088947296,-0.19307862222194672,-0.21550868265330791,-0.04577933307737116,0.003992015968063872,0.2395833283662796,0.0071457788300368,1.0,0.1539827851010057,0.08088264614343643,0.05880344472825527,1.3754746259715636,0.0495871864259243,1.631119891511949,0.6256469488143921,deliberately_off_manifold_diagnostic,0.005544466622310933,True,True,True,True,True,True,True,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,1,canonical_atrous_relu_pool_2,log_FSA_grad_x,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.23066774123381684,0.8984190094544947,0.9114361187359652,0.8927798907024023,-0.002077625906827363,0.8620689655172413,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,0.05582989752292633,-0.11554139852523804,0.1161719337105751,-0.037428340036422016,0.15340347513556477,0.23952095808383234,0.6145833134651184,0.015844134789533056,1.0,0.2644496155666682,0.0836467370390892,0.058467425405979156,1.4306553855975859,0.06754434108734131,1.238397409650143,0.6092073917388916,deliberately_off_manifold_diagnostic,0.2584758540473011,True,True,False,False,True,False,False,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,1,canonical_atrous_relu_pool_2,local_Qz_concentration,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.05774796919682034,0.22380095147322798,-0.0461463257078627,0.2936418581114507,-0.0016965593889544106,0.5517241379310345,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,-0.05943658947944641,-0.10940799862146378,-0.04184102267026901,-0.12692358084022998,0.0075343860429711515,0.09580838323353294,0.40625,0.019323158268901793,1.0,0.10099362034272787,0.05736611410975456,0.04867948219180107,1.1784454461476699,0.055539991706609726,1.032879414400912,0.40486520528793335,deliberately_off_manifold_diagnostic,0.11054813450023032,True,True,False,False,True,True,False,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,1,canonical_atrous_relu_pool_2,log10_zonal_phi2,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.3520757464011924,0.027092116553119827,-3.231354628368522,-3.487017207103059,-0.022794824652794254,0.41379310344827586,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,0.1513867825269699,0.1684112548828125,0.14539220929145813,0.053984013944864274,0.25451359152793884,0.007984031936127744,0.5729166865348816,0.023776002763488294,1.0,0.38922491212431165,0.09771762043237686,0.047928906977176666,2.038803440247639,0.05337020382285118,1.8309396148593633,0.8959920406341553,deliberately_off_manifold_diagnostic,0.010324179227751393,False,True,True,True,True,False,False,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,2,canonical_atrous_relu_pool_3,log_f_Q,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.12826962831676686,0.8227834425148741,0.8145867380423497,0.8183863439282506,-0.0023118109857105384,0.7692307692307693,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,0.6124558448791504,0.20479145646095276,0.7559996843338013,0.4249395690858364,0.8328739881515501,0.003992015968063872,0.7604166865348816,0.017177906905785863,1.0,0.14199052580181648,0.2171579748392105,0.09149116650223732,2.3735403442899607,0.10141566768288612,2.141266530120729,0.7800394892692566,deliberately_off_manifold_diagnostic,0.005544466622310933,True,True,True,True,True,True,True,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,2,canonical_atrous_relu_pool_3,f_stab,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.02292347458380587,0.8900386346851858,0.9065079983814266,0.8816056360649664,-0.0041839766607352225,0.9615384615384616,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,0.6556951403617859,0.36845076084136963,0.7568373680114746,0.42471556589007375,0.9609732940793034,0.003992015968063872,0.7083333134651184,0.01209470226971488,1.0,0.06739282752418829,0.2374156266450882,0.11272063851356506,2.106230321047348,0.10175581276416779,2.3331898217483604,0.979939341545105,deliberately_off_manifold_diagnostic,0.005544466622310933,True,True,True,True,True,True,True,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,2,canonical_atrous_relu_pool_3,log_compression,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.16822386368782752,0.7449985909243819,0.6995974113741317,0.7544751482368195,-0.0032834851587271174,0.8461538461538461,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,0.5779615044593811,0.034128107130527496,0.7694520950317383,0.44063502326607706,0.7348484963178633,0.003992015968063872,0.8229166865348816,0.014956682073448163,1.0,0.18347555121332543,0.18478533625602722,0.08147182315587997,2.2680888815078752,0.08439196646213531,2.1896081345483998,0.47690439224243164,deliberately_off_manifold_diagnostic,0.005544466622310933,True,True,True,True,True,True,True,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,2,canonical_atrous_relu_pool_3,bad_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.08989400942972435,0.8327848798782881,0.8309287542193601,0.8322284049339127,-0.002051511774118442,0.46153846153846156,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,-0.13626974821090698,0.2050873190164566,-0.256465882062912,-0.3454558901488781,0.06890762932598586,0.25948103792415167,0.3958333432674408,0.03362086857597869,1.0,0.15419628848377032,0.1788932979106903,0.12585604935884476,1.4214119926855806,0.10854799300432205,1.6480571677043105,0.6232799887657166,deliberately_off_manifold_diagnostic,0.2780153977758768,True,True,False,False,True,True,False,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,2,canonical_atrous_relu_pool_3,geodesic_curvature,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.08521070653895317,0.8207037663776053,0.8473490860570023,0.8106695290136539,-0.0032275856786514456,0.9230769230769231,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,-0.16580615937709808,0.12655912339687347,-0.26875168085098267,-0.3719076178967953,0.041241774428635816,0.1317365269461078,0.4479166567325592,0.025361951006763604,1.0,0.12412855993133705,0.17656636238098145,0.10601441189646721,1.6654939571179688,0.07871890813112259,2.242998112815205,0.541458785533905,deliberately_off_manifold_diagnostic,0.14970059880239522,True,True,False,False,True,True,False,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,2,canonical_atrous_relu_pool_3,parallel_scale,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.09600375315699965,0.5611051543329091,0.617030635059787,0.5465853772498152,-0.0005333740236621587,0.6153846153846154,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,-0.3213948905467987,0.06748887151479721,-0.45832571387290955,-0.5031848147511482,-0.14892164878547193,0.007984031936127744,0.34375,0.033981403676365526,1.0,0.1520662388591998,0.1712178736925125,0.11817169934511185,1.4488906789135965,0.09271134063601494,1.8467845736878568,0.4902983605861664,deliberately_off_manifold_diagnostic,0.010324179227751393,True,True,True,True,True,True,True,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
2864601_0.437,2,canonical_atrous_relu_pool_3,cross_channel_colocation,"native max(log Q, -2)",invariant_tilde_f,240,760,96,25,71,0.13987804404973891,0.7915393820507197,0.7537623999117617,0.7929045427704589,-0.0031674884046599683,0.6538461538461539,equilibrium_files,equilibrium_files,True,True,observed-comparison,mean_of_five_paired_matched_counterexample_CAVs,0.1487669199705124,0.224455788731575,0.12211588770151138,-0.062325733713805676,0.36153679713606823,0.17165668662674652,0.53125,0.03475888444542356,1.0,0.16071552681203655,0.18461288511753082,0.10482962429523468,1.7610755200037753,0.0970156379044056,1.9029188397383854,0.7376351952552795,deliberately_off_manifold_diagnostic,0.19215300741799984,True,True,False,False,True,True,False,encoded_r2>=0.1; gain_over_permutation>=0.1; counterexample_sign_agreement>=0.8; grouped_CI_excludes_0; BH_FDR_q<=0.05_across_complete_member_layer_concept_family; scale_matched_intervention_ratio>1; parent_and_subset_matched_max_abs_SMD<=0.25
