entity,entity_type,gradient_set,stratum,n,shift,mean_absolute_change,rms_change,max_absolute_change
2864601_0.485,member,fixed,stable_near_floor,23,64,1.2439230213994565e-07,1.893041690302898e-07,4.76837158203125e-07
2864601_0.485,member,fixed,unstable,977,32,2.1454926767027121e-07,3.073787304524066e-07,1.8477439880371094e-06
2864601_0.485,member,fixed,unstable,977,64,2.1665403762395698e-07,3.0694514382437496e-07,1.430511474609375e-06
2864601_0.473,member,varied,all,1000,32,2.888217568397522e-07,4.2686904992584603e-07,4.291534423828125e-06
2864601_0.473,member,varied,all,1000,64,2.974793314933777e-07,4.411557287054736e-07,3.5762786865234375e-06
2864601_0.473,member,varied,stable_near_floor,240,32,2.8815120458602903e-07,3.971574134241551e-07,1.6689300537109375e-06
2864601_0.473,member,varied,stable_near_floor,240,64,2.924973766009013e-07,4.25759015359415e-07,1.9073486328125e-06
2864601_0.473,member,varied,unstable,760,32,2.890335101830332e-07,4.358310620550286e-07,4.291534423828125e-06
2864601_0.473,member,varied,unstable,760,64,2.990525804067913e-07,4.459074124619975e-07,3.5762786865234375e-06
2864601_0.473,member,fixed,all,1000,32,2.176910638809204e-07,3.07087951319285e-07,2.1457672119140625e-06
2864601_0.473,member,fixed,all,1000,64,2.2390484809875488e-07,3.1560012137139775e-07,1.6689300537109375e-06
2864601_0.473,member,fixed,stable_near_floor,23,32,2.436015916907269e-07,5.100200266784093e-07,2.1457672119140625e-06
2864601_0.473,member,fixed,stable_near_floor,23,64,2.591506294582201e-07,3.5328228966986557e-07,8.344650268554688e-07
2864601_0.473,member,fixed,unstable,977,32,2.1708109239716856e-07,3.0066497439410176e-07,1.5497207641601562e-06
2864601_0.473,member,fixed,unstable,977,64,2.2307511117831712e-07,3.146586653792161e-07,1.6689300537109375e-06
2864601_0.189,member,varied,all,1000,32,2.7623772621154786e-07,4.1328310799895027e-07,2.3543834686279297e-06
2864601_0.189,member,varied,all,1000,64,2.9608607292175294e-07,4.5918696481758936e-07,4.410743713378906e-06
2864601_0.189,member,varied,stable_near_floor,240,32,3.0919909477233887e-07,4.722359560781451e-07,1.9073486328125e-06
2864601_0.189,member,varied,stable_near_floor,240,64,3.1702220439910887e-07,4.7256889593301655e-07,1.9073486328125e-06
2864601_0.189,member,varied,unstable,760,32,2.6582887298182435e-07,3.9283265451773554e-07,2.3543834686279297e-06
2864601_0.189,member,varied,unstable,760,64,2.8947466298153525e-07,4.548793100800793e-07,4.410743713378906e-06
2864601_0.189,member,fixed,all,1000,32,1.9606947898864745e-07,2.9569025639085605e-07,2.2649765014648438e-06
2864601_0.189,member,fixed,all,1000,64,1.9934773445129395e-07,2.85747396122278e-07,1.1920928955078125e-06
2864601_0.189,member,fixed,stable_near_floor,23,32,3.6799389383067255e-07,4.5901129368903537e-07,1.1920928955078125e-06
2864601_0.189,member,fixed,stable_near_floor,23,64,3.628108812415082e-07,4.1889516895080133e-07,7.152557373046875e-07
2864601_0.189,member,fixed,unstable,977,32,1.9202212838335926e-07,2.907422229243618e-07,2.2649765014648438e-06
2864601_0.189,member,fixed,unstable,977,64,1.954995743937966e-07,2.8185612968659845e-07,1.1920928955078125e-06
2864601_0.395,member,varied,all,1000,32,1.6123056411743164e-07,2.621452663868606e-07,1.8477439880371094e-06
2864601_0.395,member,varied,all,1000,64,1.5097856521606445e-07,2.3568342828473502e-07,1.1920928955078125e-06
2864601_0.395,member,varied,stable_near_floor,240,32,9.511907895406088e-08,1.6863129129573099e-07,8.344650268554688e-07
2864601_0.395,member,varied,stable_near_floor,240,64,9.586413701375326e-08,1.704213435112929e-07,9.5367431640625e-07
2864601_0.395,member,varied,unstable,760,32,1.82107875221654e-07,2.8537919767081815e-07,1.8477439880371094e-06
2864601_0.395,member,varied,unstable,760,64,1.6838312149047853e-07,2.528163836771224e-07,1.1920928955078125e-06
2864601_0.395,member,fixed,all,1000,32,1.5211105346679688e-07,2.504813836747491e-07,1.9073486328125e-06
2864601_0.395,member,fixed,all,1000,64,1.4919042587280274e-07,2.418582864436326e-07,1.430511474609375e-06
2864601_0.395,member,fixed,stable_near_floor,23,32,1.1402627696161685e-07,1.925403721540566e-07,4.76837158203125e-07
2864601_0.395,member,fixed,stable_near_floor,23,64,2.0732050356657608e-07,2.722932056046299e-07,7.152557373046875e-07
2864601_0.395,member,fixed,unstable,977,32,1.5300762445924226e-07,2.5168474758015817e-07,1.9073486328125e-06
2864601_0.395,member,fixed,unstable,977,64,1.4782195935595852e-07,2.410955211380354e-07,1.430511474609375e-06
2864601_0.237,member,varied,all,1000,32,2.2596120834350585e-07,3.558547362341236e-07,2.6226043701171875e-06
2864601_0.237,member,varied,all,1000,64,2.1351873874664308e-07,3.238151244244932e-07,1.9073486328125e-06
2864601_0.237,member,varied,stable_near_floor,240,32,1.481423775355021e-07,2.6321401459653544e-07,1.9073486328125e-06
2864601_0.237,member,varied,stable_near_floor,240,64,1.324961582819621e-07,2.263881524287714e-07,1.1920928955078125e-06
2864601_0.237,member,varied,unstable,760,32,2.50535575967086e-07,3.804516102867811e-07,2.6226043701171875e-06
2864601_0.237,member,varied,unstable,760,64,2.391048167881213e-07,3.4897566622983407e-07,1.9073486328125e-06
2864601_0.237,member,fixed,all,1000,32,1.755952835083008e-07,2.6301984707304035e-07,1.4007091522216797e-06
2864601_0.237,member,fixed,all,1000,64,1.6679614782333374e-07,2.4721257706371327e-07,1.430511474609375e-06
2864601_0.237,member,fixed,stable_near_floor,23,32,1.0366025178328804e-07,1.9885484128673055e-07,4.76837158203125e-07
2864601_0.237,member,fixed,stable_near_floor,23,64,1.4512435249660327e-07,2.1091741011843272e-07,4.76837158203125e-07
2864601_0.237,member,fixed,unstable,977,32,1.7728873870755902e-07,2.643428058209768e-07,1.4007091522216797e-06
2864601_0.237,member,fixed,unstable,977,64,1.6730633338373784e-07,2.480030308177049e-07,1.430511474609375e-06
2864601_0.372,member,varied,all,1000,32,2.826899290084839e-07,4.0576740230695633e-07,2.384185791015625e-06
2864601_0.372,member,varied,all,1000,64,2.576708793640137e-07,3.768674238820024e-07,2.1457672119140625e-06
2864601_0.372,member,varied,stable_near_floor,240,32,2.649923165639242e-07,3.629077798392684e-07,1.430511474609375e-06
2864601_0.372,member,varied,stable_near_floor,240,64,2.3692846298217774e-07,3.469550141108935e-07,1.5497207641601562e-06
2864601_0.372,member,varied,unstable,760,32,2.882786487278185e-07,4.183908572618735e-07,2.384185791015625e-06
2864601_0.372,member,varied,unstable,760,64,2.642211161161724e-07,3.8583195746923435e-07,2.1457672119140625e-06
2864601_0.372,member,fixed,all,1000,32,2.1083652973175048e-07,3.6666698462369445e-07,7.152557373046875e-06
2864601_0.372,member,fixed,all,1000,64,2.0493566989898682e-07,3.8570037370199385e-07,8.463859558105469e-06
2864601_0.372,member,fixed,stable_near_floor,23,32,3.1098075534986414e-07,3.786083380605796e-07,9.5367431640625e-07
2864601_0.372,member,fixed,stable_near_floor,23,64,2.643336420473845e-07,3.417252609393272e-07,7.152557373046875e-07
2864601_0.372,member,fixed,unstable,977,32,2.0847898910819203e-07,3.6638117881165277e-07,7.152557373046875e-06
2864601_0.372,member,fixed,unstable,977,64,2.0353735530388635e-07,3.8667536381737645e-07,8.463859558105469e-06
2864601_0.472,member,varied,all,1000,32,2.92658805847168e-07,4.4615181496418287e-07,4.291534423828125e-06
2864601_0.472,member,varied,all,1000,64,2.9218196868896485e-07,4.4457633775619266e-07,4.76837158203125e-06
2864601_0.472,member,varied,stable_near_floor,240,32,3.262112538019816e-07,4.526659498661616e-07,1.7881393432617188e-06
2864601_0.472,member,varied,stable_near_floor,240,64,3.0721227327982585e-07,4.3585153550285343e-07,1.9073486328125e-06
2864601_0.472,member,varied,unstable,760,32,2.820632959667005e-07,4.440748678513364e-07,4.291534423828125e-06
2864601_0.472,member,varied,unstable,760,64,2.874355567129035e-07,4.472961833009613e-07,4.76837158203125e-06
2864601_0.472,member,fixed,all,1000,32,2.1380186080932618e-07,3.262966439961233e-07,2.2649765014648438e-06
2864601_0.472,member,fixed,all,1000,64,2.0694732666015625e-07,3.284697272375225e-07,2.1457672119140625e-06
2864601_0.472,member,fixed,stable_near_floor,23,32,2.280525539232337e-07,3.1441711110867833e-07,7.152557373046875e-07
2864601_0.472,member,fixed,stable_near_floor,23,64,1.7103941544242526e-07,2.7790808923253827e-07,8.344650268554688e-07
2864601_0.472,member,fixed,unstable,977,32,2.1346637878105608e-07,3.2657109920181196e-07,2.2649765014648438e-06
2864601_0.472,member,fixed,unstable,977,64,2.0779265107981625e-07,3.295665787953105e-07,2.1457672119140625e-06
2864601_0.436,member,varied,all,1000,32,3.021061420440674e-07,4.833758462026131e-07,5.125999450683594e-06
2864601_0.436,member,varied,all,1000,64,2.8978288173675536e-07,4.393000310214738e-07,2.86102294921875e-06
2864601_0.436,member,varied,stable_near_floor,240,32,3.203749656677246e-07,5.55262402315551e-07,5.125999450683594e-06
2864601_0.436,member,varied,stable_near_floor,240,64,2.689659595489502e-07,4.095154314712027e-07,1.6689300537109375e-06
2864601_0.436,member,varied,unstable,760,32,2.96337039847123e-07,4.5833837217490456e-07,3.993511199951172e-06
2864601_0.436,member,varied,unstable,760,64,2.9635664663816754e-07,4.482947573397865e-07,2.86102294921875e-06
2864601_0.436,member,fixed,all,1000,32,2.0360946655273437e-07,2.992396563247044e-07,1.430511474609375e-06
2864601_0.436,member,fixed,all,1000,64,2.0432472229003906e-07,2.886520700637166e-07,1.430511474609375e-06
2864601_0.436,member,fixed,stable_near_floor,23,32,2.746996672257133e-07,4.1070265014601855e-07,1.0728836059570312e-06
2864601_0.436,member,fixed,stable_near_floor,23,64,2.1250351615574048e-07,2.951588013877837e-07,7.152557373046875e-07
2864601_0.436,member,fixed,unstable,977,32,2.0193589990434285e-07,2.961105919783308e-07,1.430511474609375e-06
2864601_0.436,member,fixed,unstable,977,64,2.0413218159514537e-07,2.8849712411308405e-07,1.430511474609375e-06
2864601_0.454,member,varied,all,1000,32,2.578496932983398e-07,3.959062145329238e-07,2.86102294921875e-06
2864601_0.454,member,varied,all,1000,64,2.4993717670440673e-07,3.74836629112734e-07,3.3974647521972656e-06
2864601_0.454,member,varied,stable_near_floor,240,32,1.5236437320709228e-07,2.74716691285045e-07,1.9073486328125e-06
2864601_0.454,member,varied,stable_near_floor,240,64,1.5000502268473307e-07,2.3940992882080187e-07,1.1920928955078125e-06
2864601_0.454,member,varied,unstable,760,32,2.911608470113654e-07,4.2709099885899577e-07,2.86102294921875e-06
2864601_0.454,member,varied,unstable,760,64,2.8149469902640897e-07,4.083767467867878e-07,3.3974647521972656e-06
2864601_0.454,member,fixed,all,1000,32,1.787543296813965e-07,2.6888731449967905e-07,1.9073486328125e-06
2864601_0.454,member,fixed,all,1000,64,1.9253790378570556e-07,2.7299846413498763e-07,1.0728836059570312e-06
2864601_0.454,member,fixed,stable_near_floor,23,32,1.5549037767493207e-07,2.3051299175943588e-07,5.960464477539062e-07
2864601_0.454,member,fixed,stable_near_floor,23,64,1.6585640285326086e-07,2.5591698720410615e-07,7.152557373046875e-07
2864601_0.454,member,fixed,unstable,977,32,1.79301996924128e-07,2.697249336063459e-07,1.9073486328125e-06
2864601_0.454,member,fixed,unstable,977,64,1.931660250973189e-07,2.733877290204646e-07,1.0728836059570312e-06
2864601_0.377,member,varied,all,1000,32,2.737194299697876e-07,4.3459639612989853e-07,3.0994415283203125e-06
2864601_0.377,member,varied,all,1000,64,2.648383378982544e-07,4.1006766457836057e-07,2.86102294921875e-06
2864601_0.377,member,varied,stable_near_floor,240,32,2.879028518994649e-07,4.304615522852099e-07,2.384185791015625e-06
2864601_0.377,member,varied,stable_near_floor,240,64,2.7182201544443767e-07,3.8187405552683767e-07,1.0728836059570312e-06
2864601_0.377,member,varied,unstable,760,32,2.692404546235737e-07,4.3589398760977344e-07,3.0994415283203125e-06
2864601_0.377,member,varied,unstable,760,64,2.6263296604156494e-07,4.185765648764547e-07,2.86102294921875e-06
2864601_0.377,member,fixed,all,1000,32,1.8111616373062135e-07,2.9289870801899446e-07,4.291534423828125e-06
2864601_0.377,member,fixed,all,1000,64,1.8712878227233886e-07,2.8013449866004e-07,2.205371856689453e-06
2864601_0.377,member,fixed,stable_near_floor,23,32,1.2957531472911005e-07,2.1811801881894664e-07,7.152557373046875e-07
2864601_0.377,member,fixed,stable_near_floor,23,64,1.9177146579908289e-07,2.823196044465007e-07,7.152557373046875e-07
2864601_0.377,member,fixed,unstable,977,32,1.823295102270745e-07,2.944304171943137e-07,4.291534423828125e-06
2864601_0.377,member,fixed,unstable,977,64,1.8701948675430908e-07,2.8008285270976117e-07,2.205371856689453e-06
2864601_0.212,member,varied,all,1000,32,3.0994415283203126e-07,4.948783093764296e-07,3.5762786865234375e-06
2864601_0.212,member,varied,all,1000,64,3.006458282470703e-07,4.7466549100371694e-07,3.3974647521972656e-06
2864601_0.212,member,varied,stable_near_floor,240,32,3.358970085779826e-07,5.34316246040076e-07,2.205371856689453e-06
2864601_0.212,member,varied,stable_near_floor,240,64,3.19133202234904e-07,4.679613134265446e-07,2.1457672119140625e-06
2864601_0.212,member,varied,unstable,760,32,3.0174851417541504e-07,4.81753945854852e-07,3.5762786865234375e-06
2864601_0.212,member,varied,unstable,760,64,2.9480771014564915e-07,4.7676301426012553e-07,3.3974647521972656e-06
2864601_0.212,member,fixed,all,1000,32,1.9372999668121337e-07,2.7551316212815756e-07,1.430511474609375e-06
2864601_0.212,member,fixed,all,1000,64,1.8668174743652344e-07,2.712085023340087e-07,1.6689300537109375e-06
2864601_0.212,member,fixed,stable_near_floor,23,32,1.5549037767493207e-07,2.278168406262181e-07,4.76837158203125e-07
2864601_0.212,member,fixed,stable_near_floor,23,64,1.8658845320991849e-07,2.4354644701731167e-07,4.76837158203125e-07
2864601_0.212,member,fixed,unstable,977,32,1.9463021289118726e-07,2.7653690881013987e-07,1.430511474609375e-06
2864601_0.212,member,fixed,unstable,977,64,1.8668394371821423e-07,2.718257948178367e-07,1.6689300537109375e-06
2864601_0.123,member,varied,all,1000,32,2.392008900642395e-07,3.667242827445636e-07,2.294778823852539e-06
2864601_0.123,member,varied,all,1000,64,2.4940818548202516e-07,3.695671982808308e-07,1.6689300537109375e-06
2864601_0.123,member,varied,stable_near_floor,240,32,1.1964390675226848e-07,2.432607909186655e-07,2.1457672119140625e-06
2864601_0.123,member,varied,stable_near_floor,240,64,1.2184803684552511e-07,2.107479617851448e-07,1.0728836059570312e-06
2864601_0.123,member,varied,unstable,760,32,2.769557268995988e-07,3.9783047265417347e-07,2.294778823852539e-06
2864601_0.123,member,varied,unstable,760,64,2.8969033768302513e-07,4.0704387651436664e-07,1.6689300537109375e-06
2864601_0.123,member,fixed,all,1000,32,2.014562487602234e-07,2.924359053556653e-07,2.086162567138672e-06
2864601_0.123,member,fixed,all,1000,64,2.067387104034424e-07,2.9238550292359544e-07,1.7881393432617188e-06
2864601_0.123,member,fixed,stable_near_floor,23,32,9.847723919412364e-08,1.511983471934155e-07,4.76837158203125e-07
2864601_0.123,member,fixed,stable_near_floor,23,64,8.811121401579483e-08,1.4279176166737504e-07,4.76837158203125e-07
2864601_0.123,member,fixed,unstable,977,32,2.0388052431807426e-07,2.949471390918549e-07,2.086162567138672e-06
2864601_0.123,member,fixed,unstable,977,64,2.0953137408503491e-07,2.949946204847225e-07,1.7881393432617188e-06
2864601_0.288,member,varied,all,1000,32,2.45705246925354e-07,3.8769631461660365e-07,2.682209014892578e-06
2864601_0.288,member,varied,all,1000,64,2.4425983428955077e-07,3.6981067684503905e-07,1.8477439880371094e-06
2864601_0.288,member,varied,stable_near_floor,240,32,1.2976427872975668e-07,2.3680659824805697e-07,1.430511474609375e-06
2864601_0.288,member,varied,stable_near_floor,240,64,1.2889504432678223e-07,2.513250656308291e-07,1.8477439880371094e-06
2864601_0.288,member,varied,unstable,760,32,2.823181842502795e-07,4.243413856132641e-07,2.682209014892578e-06
2864601_0.288,member,varied,unstable,760,64,2.8069082059358297e-07,4.0000083460627425e-07,1.4901161193847656e-06
2864601_0.288,member,fixed,all,1000,32,2.1800398826599122e-07,3.05134159934191e-07,1.2516975402832031e-06
2864601_0.288,member,fixed,all,1000,64,2.269744873046875e-07,3.241446138588229e-07,1.9073486328125e-06
2864601_0.288,member,fixed,stable_near_floor,23,32,1.2439230213994565e-07,1.8601167144906376e-07,4.76837158203125e-07
2864601_0.288,member,fixed,stable_near_floor,23,64,1.4512435249660327e-07,2.2232647138603062e-07,4.76837158203125e-07
2864601_0.288,member,fixed,unstable,977,32,2.2020774341532493e-07,3.0738279705436895e-07,1.2516975402832031e-06
2864601_0.288,member,fixed,unstable,977,64,2.2890135844141824e-07,3.261588461998554e-07,1.9073486328125e-06
2864601_0.349,member,varied,all,1000,32,2.4467706680297854e-07,3.5886995863872133e-07,1.9073486328125e-06
2864601_0.349,member,varied,all,1000,64,2.5722384452819825e-07,3.7768021179598466e-07,2.0265579223632812e-06
2864601_0.349,member,varied,stable_near_floor,240,32,2.3245811462402343e-07,3.5157478589189823e-07,1.3113021850585938e-06
2864601_0.349,member,varied,stable_near_floor,240,64,2.5952855745951336e-07,3.79653202994086e-07,2.0265579223632812e-06
2864601_0.349,member,varied,unstable,760,32,2.485356832805433e-07,3.611430828767205e-07,1.9073486328125e-06
2864601_0.349,member,varied,unstable,760,64,2.5649604044462505e-07,3.7705501708667926e-07,1.9073486328125e-06
2864601_0.349,member,fixed,all,1000,32,1.7973780632019042e-07,2.5868175490093447e-07,1.430511474609375e-06
2864601_0.349,member,fixed,all,1000,64,1.8072128295898438e-07,2.9923668819262093e-07,4.5299530029296875e-06
2864601_0.349,member,fixed,stable_near_floor,23,32,1.6585640285326086e-07,2.4607031180483816e-07,7.152557373046875e-07
2864601_0.349,member,fixed,stable_near_floor,23,64,1.5549037767493207e-07,2.5104193144906777e-07,5.960464477539062e-07
2864601_0.349,member,fixed,unstable,977,32,1.8006459473343442e-07,2.5897124747344093e-07,1.430511474609375e-06
2864601_0.349,member,fixed,unstable,977,64,1.8131525514069697e-07,3.002780839772175e-07,4.5299530029296875e-06
2864601_0.510,member,varied,all,1000,32,3.0022859573364257e-07,4.7346877449165833e-07,2.86102294921875e-06
2864601_0.510,member,varied,all,1000,64,2.810955047607422e-07,4.222096180186969e-07,2.1457672119140625e-06
2864601_0.510,member,varied,stable_near_floor,240,32,1.224378744761149e-07,2.0040076732414807e-07,1.1920928955078125e-06
2864601_0.510,member,varied,stable_near_floor,240,64,1.231829325358073e-07,2.056144274551909e-07,1.1920928955078125e-06
2864601_0.510,member,varied,unstable,760,32,3.563730340254934e-07,5.313019859493715e-07,2.86102294921875e-06
2864601_0.510,member,varied,unstable,760,64,3.3096263283177424e-07,4.7032241360363317e-07,2.1457672119140625e-06
2864601_0.510,member,fixed,all,1000,32,3.030896186828613e-07,4.2328950963016514e-07,2.384185791015625e-06
2864601_0.510,member,fixed,all,1000,64,2.901554107666016e-07,4.093585211054755e-07,1.6689300537109375e-06
2864601_0.510,member,fixed,stable_near_floor,23,32,1.7622242803158966e-07,2.384185791015625e-07,4.76837158203125e-07
2864601_0.510,member,fixed,stable_near_floor,23,64,1.7622242803158966e-07,2.583200163297469e-07,7.152557373046875e-07
2864601_0.510,member,fixed,unstable,977,32,3.0607625674322903e-07,4.266776873153324e-07,2.384185791015625e-06
2864601_0.510,member,fixed,unstable,977,64,2.928375587736694e-07,4.12248032896262e-07,1.6689300537109375e-06
2864601_0.376,member,varied,all,1000,32,2.385079860687256e-07,3.529141136539156e-07,2.7418136596679688e-06
2864601_0.376,member,varied,all,1000,64,2.498626708984375e-07,3.569517101464863e-07,1.9073486328125e-06
2864601_0.376,member,varied,stable_near_floor,240,32,2.0389755566914877e-07,3.017377826956606e-07,1.3113021850585938e-06
2864601_0.376,member,varied,stable_near_floor,240,64,2.137074867884318e-07,3.232384396192283e-07,1.6689300537109375e-06
2864601_0.376,member,varied,unstable,760,32,2.4943759566859196e-07,3.675978318307472e-07,2.7418136596679688e-06
2864601_0.376,member,varied,unstable,760,64,2.612800974594919e-07,3.6695507765562635e-07,1.9073486328125e-06
2864601_0.376,member,fixed,all,1000,32,1.849830150604248e-07,2.7243707880879673e-07,1.430511474609375e-06
2864601_0.376,member,fixed,all,1000,64,1.9297003746032714e-07,2.819164229519563e-07,2.384185791015625e-06
2864601_0.376,member,fixed,stable_near_floor,23,32,2.0732050356657608e-07,2.9200193199910854e-07,8.344650268554688e-07
2864601_0.376,member,fixed,stable_near_floor,23,64,2.539676168690557e-07,3.0746231804648466e-07,7.152557373046875e-07
2864601_0.376,member,fixed,unstable,977,32,1.8445715811503947e-07,2.719595369219417e-07,1.430511474609375e-06
2864601_0.376,member,fixed,unstable,977,64,1.9153406578540314e-07,2.812870855951632e-07,2.384185791015625e-06
2864601_0.305,member,varied,all,1000,32,2.3756921291351318e-07,3.5071806798403696e-07,1.9073486328125e-06
2864601_0.305,member,varied,all,1000,64,2.334415912628174e-07,3.531487178107871e-07,2.6226043701171875e-06
2864601_0.305,member,varied,stable_near_floor,240,32,2.391636371612549e-07,3.659137832465373e-07,1.7881393432617188e-06
2864601_0.305,member,varied,stable_near_floor,240,64,2.1532177925109862e-07,3.306356914965832e-07,1.7881393432617188e-06
2864601_0.305,member,varied,unstable,760,32,2.3706571051948948e-07,3.457807108286852e-07,1.9073486328125e-06
2864601_0.305,member,varied,unstable,760,64,2.391636371612549e-07,3.599656898369863e-07,2.6226043701171875e-06
2864601_0.305,member,fixed,all,1000,32,1.7473101615905763e-07,2.5730469794169523e-07,9.5367431640625e-07
2864601_0.305,member,fixed,all,1000,64,1.6871094703674315e-07,2.426044503678121e-07,1.1920928955078125e-06
2864601_0.305,member,fixed,stable_near_floor,23,32,1.9177146579908289e-07,2.4732258611015963e-07,5.960464477539062e-07
2864601_0.305,member,fixed,stable_near_floor,23,64,2.280525539232337e-07,2.834117539963995e-07,4.76837158203125e-07
2864601_0.305,member,fixed,unstable,977,32,1.7432985920745006e-07,2.575350299951005e-07,9.5367431640625e-07
2864601_0.305,member,fixed,unstable,977,64,1.673139593618309e-07,2.415607478630998e-07,1.1920928955078125e-06
2864601_0.496,member,varied,all,1000,32,2.613067626953125e-07,4.157055433407329e-07,4.291534423828125e-06
2864601_0.496,member,varied,all,1000,64,2.663731575012207e-07,4.27357405558974e-07,5.245208740234375e-06
2864601_0.496,member,varied,stable_near_floor,240,32,2.016623814900716e-07,3.0856559528219186e-07,1.1920928955078125e-06
2864601_0.496,member,varied,stable_near_floor,240,64,2.3245811462402343e-07,3.771299125517802e-07,1.7881393432617188e-06
2864601_0.496,member,varied,unstable,760,32,2.8014183044433595e-07,4.442024852151046e-07,4.291534423828125e-06
2864601_0.496,member,varied,unstable,760,64,2.7708317104138826e-07,4.420345888171716e-07,5.245208740234375e-06
2864601_0.496,member,fixed,all,1000,32,2.0939111709594726e-07,3.4455918650425843e-07,4.172325134277344e-06
2864601_0.496,member,fixed,all,1000,64,2.1207332611083983e-07,3.3754337155265257e-07,3.2186508178710938e-06
2864601_0.496,member,fixed,stable_near_floor,23,32,1.6585640285326086e-07,2.812232134912436e-07,9.5367431640625e-07
2864601_0.496,member,fixed,stable_near_floor,23,64,1.6067339026409647e-07,2.4732258611015963e-07,7.152557373046875e-07
2864601_0.496,member,fixed,unstable,977,32,2.1041598754383036e-07,3.4591051966672074e-07,4.172325134277344e-06
2864601_0.496,member,fixed,unstable,977,64,2.1328335530682255e-07,3.3937846294042674e-07,3.2186508178710938e-06
2864601_0.261,member,varied,all,1000,32,1.6605854034423828e-07,2.4443446234612107e-07,9.5367431640625e-07
2864601_0.261,member,varied,all,1000,64,1.5752017498016357e-07,2.3284512713206996e-07,1.0728836059570312e-06
2864601_0.261,member,varied,stable_near_floor,240,32,1.734122633934021e-07,2.547346859612543e-07,9.5367431640625e-07
2864601_0.261,member,varied,stable_near_floor,240,64,1.524264613787333e-07,2.332896436899397e-07,9.5367431640625e-07
2864601_0.261,member,varied,unstable,760,32,1.637363120129234e-07,2.4109035193975447e-07,9.5367431640625e-07
2864601_0.261,member,varied,unstable,760,64,1.5912871611745734e-07,2.3270457707154336e-07,1.0728836059570312e-06
2864601_0.261,member,fixed,all,1000,32,1.4048814773559572e-07,2.1742116760083323e-07,1.1920928955078125e-06
2864601_0.261,member,fixed,all,1000,64,1.3877451419830323e-07,2.2041683602257287e-07,1.5497207641601562e-06
2864601_0.261,member,fixed,stable_near_floor,23,32,1.2439230213994565e-07,2.0193804594514842e-07,5.960464477539062e-07
2864601_0.261,member,fixed,stable_near_floor,23,64,1.814054406207541e-07,2.951588013877837e-07,1.0728836059570312e-06
2864601_0.261,member,fixed,unstable,977,32,1.4086706733508387e-07,2.1777240076748728e-07,1.1920928955078125e-06
2864601_0.261,member,fixed,unstable,977,64,1.3777092022929978e-07,2.1834928092955733e-07,1.5497207641601562e-06
2864601_0.252,member,varied,all,1000,32,3.011971712112427e-07,4.374945145309308e-07,3.0994415283203125e-06
2864601_0.252,member,varied,all,1000,64,2.9651075601577757e-07,4.2826239285585436e-07,2.6226043701171875e-06
2864601_0.252,member,varied,stable_near_floor,240,32,3.1702220439910887e-07,4.730541761646989e-07,3.0994415283203125e-06
2864601_0.252,member,varied,stable_near_floor,240,64,2.664824326833089e-07,3.980032928928068e-07,1.6689300537109375e-06
2864601_0.252,member,varied,unstable,760,32,2.9619979230981125e-07,4.2564840535199316e-07,2.6226043701171875e-06
2864601_0.252,member,varied,unstable,760,64,3.059933844365572e-07,4.3738319953322214e-07,2.6226043701171875e-06
2864601_0.252,member,fixed,all,1000,32,2.1492689847946168e-07,3.0741704079216405e-07,1.7881393432617188e-06
2864601_0.252,member,fixed,all,1000,64,2.1186470985412598e-07,3.0577476870226687e-07,3.0994415283203125e-06
2864601_0.252,member,fixed,stable_near_floor,23,32,1.9695447838824728e-07,2.877389012581786e-07,7.152557373046875e-07
2864601_0.252,member,fixed,stable_near_floor,23,64,1.9177146579908289e-07,2.7790808923253827e-07,7.152557373046875e-07
2864601_0.252,member,fixed,unstable,977,32,2.1534999537004298e-07,3.0786513955479786e-07,1.7881393432617188e-06
2864601_0.252,member,fixed,unstable,977,64,2.1233773402328257e-07,3.0640025791550897e-07,3.0994415283203125e-06
2864601_0.208,member,varied,all,1000,32,2.802684903144836e-07,4.1824210955400406e-07,2.9802322387695312e-06
2864601_0.208,member,varied,all,1000,64,2.8853118419647216e-07,4.293083761439649e-07,2.7567148208618164e-06
2864601_0.208,member,varied,stable_near_floor,240,32,2.8312206268310547e-07,4.3423528012166006e-07,2.6226043701171875e-06
2864601_0.208,member,varied,stable_near_floor,240,64,2.7865171432495116e-07,4.240246668469049e-07,1.9073486328125e-06
2864601_0.208,member,varied,unstable,760,32,2.7936736219807675e-07,4.1306300552225994e-07,2.9802322387695312e-06
2864601_0.208,member,varied,unstable,760,64,2.916510167874788e-07,4.309634577936931e-07,2.7567148208618164e-06
2864601_0.208,member,fixed,all,1000,32,1.9299983978271484e-07,2.746636099167293e-07,1.1920928955078125e-06
2864601_0.208,member,fixed,all,1000,64,1.945197582244873e-07,2.8067870893422146e-07,1.3113021850585938e-06
2864601_0.208,member,fixed,stable_near_floor,23,32,2.539676168690557e-07,3.3808978241009157e-07,9.5367431640625e-07
2864601_0.208,member,fixed,stable_near_floor,23,64,1.6067339026409647e-07,2.2916888122386668e-07,4.76837158203125e-07
2864601_0.208,member,fixed,unstable,977,32,1.915645696977754e-07,2.729929841333952e-07,1.1920928955078125e-06
2864601_0.208,member,fixed,unstable,977,64,1.9531655091956304e-07,2.817779038560765e-07,1.3113021850585938e-06
2864601_0.230,member,varied,all,1000,32,2.8990209102630613e-07,4.3823831198698545e-07,2.384185791015625e-06
