function,method,gradient_set,stratum,channel,channel_name,statistic,estimate,ci_lower,ci_upper,replicates,member_resampling_unit,sample_resampling_unit
invariant_tilde_f,periodic_mask,fixed,stable_or_near_floor,2,cvdrift,mean_absolute_attribution,0.07149138031122478,0.06334656774997711,0.08011508917962404,500,members,equilibrium_files
invariant_tilde_f,periodic_mask,fixed,stable_or_near_floor,3,gbdrift0_over_shat,mean_absolute_attribution,0.18375359060971633,0.16314172702072108,0.20569895915606098,500,members,equilibrium_files
invariant_tilde_f,periodic_mask,fixed,stable_or_near_floor,4,gds2,mean_absolute_attribution,0.10308284993566896,0.09054955353960395,0.1167482094535523,500,members,equilibrium_files
invariant_tilde_f,periodic_mask,fixed,stable_or_near_floor,5,gds21_over_shat,mean_absolute_attribution,0.1008138942208303,0.08698698622700961,0.11612644141944854,500,members,equilibrium_files
invariant_tilde_f,periodic_mask,fixed,stable_or_near_floor,6,gds22_over_shat_squared,mean_absolute_attribution,0.11280480879156486,0.09406226272087383,0.13497938798092626,500,members,equilibrium_files
invariant_tilde_f,periodic_mask,fixed,unstable,0,bmag,mean_absolute_attribution,0.05219835120004467,0.04905585766818442,0.054928660876197,500,members,equilibrium_files
invariant_tilde_f,periodic_mask,fixed,unstable,1,gbdrift,mean_absolute_attribution,0.15758401611734071,0.15155972108030177,0.16288336121919733,500,members,equilibrium_files
invariant_tilde_f,periodic_mask,fixed,unstable,2,cvdrift,mean_absolute_attribution,0.07440540107589562,0.07060995094236959,0.07805709923933304,500,members,equilibrium_files
invariant_tilde_f,periodic_mask,fixed,unstable,3,gbdrift0_over_shat,mean_absolute_attribution,0.17970577682632508,0.17355571425071262,0.18642286301310484,500,members,equilibrium_files
invariant_tilde_f,periodic_mask,fixed,unstable,4,gds2,mean_absolute_attribution,0.14198296142621927,0.13572199212069774,0.14726104227813366,500,members,equilibrium_files
invariant_tilde_f,periodic_mask,fixed,unstable,5,gds21_over_shat,mean_absolute_attribution,0.11527861184788489,0.10982557368276383,0.12078660555781096,500,members,equilibrium_files
invariant_tilde_f,periodic_mask,fixed,unstable,6,gds22_over_shat_squared,mean_absolute_attribution,0.13019668362289286,0.12257225580768472,0.13868967938063878,500,members,equilibrium_files
