function,method,gradient_set,stratifier,stratum_value,sample_count,channel,channel_name,median_signed,median_absolute,sign_agreement
invariant_tilde_f,ig_low_pass,fixed,equilibrium_class,4,223,0,bmag,9.170158587880124e-07,4.646344871004327e-05,0.71875
invariant_tilde_f,ig_low_pass,fixed,equilibrium_class,4,223,1,gbdrift,7.320385503646953e-08,0.00013007461084314743,0.803125
invariant_tilde_f,ig_low_pass,fixed,equilibrium_class,4,223,2,cvdrift,3.55958037679158e-07,6.262221488965759e-05,0.7083333333333334
invariant_tilde_f,ig_low_pass,fixed,equilibrium_class,4,223,3,gbdrift0_over_shat,3.219870687679499e-06,0.000555305416369546,0.853125
invariant_tilde_f,ig_low_pass,fixed,equilibrium_class,4,223,4,gds2,1.4274739653282583e-06,0.0002116586604094106,0.7072916666666668
invariant_tilde_f,ig_low_pass,fixed,equilibrium_class,4,223,5,gds21_over_shat,-1.756322623234066e-06,0.0006743821211917972,0.8145833333333332
invariant_tilde_f,ig_low_pass,fixed,equilibrium_class,4,223,6,gds22_over_shat_squared,2.1384103442477355e-06,0.00021978276513272632,0.8239583333333332
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,low,334,0,bmag,4.898597736900348e-06,0.00013006775102057528,0.7260416666666667
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,low,334,1,gbdrift,2.9219402428739775e-06,0.0006057264801519192,0.8104166666666667
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,low,334,2,cvdrift,1.3559734399755178e-07,0.0003502096679281103,0.7937499999999998
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,low,334,3,gbdrift0_over_shat,4.4619351583470265e-05,0.0010180445251727174,0.7708333333333334
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,low,334,4,gds2,-3.7583617003658956e-05,0.0005191287836647016,0.7583333333333334
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,low,334,5,gds21_over_shat,-1.2507078031965188e-05,0.0006316872369341678,0.8354166666666667
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,low,334,6,gds22_over_shat_squared,-1.659722127007994e-05,0.0004249666617924019,0.7937500000000002
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,medium,333,0,bmag,-3.513739494236692e-06,0.0003563927415025648,0.725
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,medium,333,1,gbdrift,-1.9278807138963244e-05,0.0011822815114999488,0.7999999999999998
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,medium,333,2,cvdrift,-3.343084033200481e-06,0.000653468491574596,0.7374999999999999
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,medium,333,3,gbdrift0_over_shat,0.00010076260568284498,0.0016668866498533294,0.734375
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,medium,333,4,gds2,1.9050164720883586e-05,0.0008178162018917674,0.7010416666666667
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,medium,333,5,gds21_over_shat,-1.3233822944444298e-05,0.0009253120413574672,0.7708333333333334
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,medium,333,6,gds22_over_shat_squared,-3.2293778700051025e-05,0.0006369782263457715,0.796875
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,high,333,0,bmag,6.9596941643912945e-06,0.0006746202860323855,0.759375
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,high,333,1,gbdrift,-1.1090615873340755e-05,0.002773777856406147,0.7833333333333332
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,high,333,2,cvdrift,2.6721436979400124e-05,0.001340617859363467,0.6927083333333334
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,high,333,3,gbdrift0_over_shat,0.00018237501040534765,0.003080268025989907,0.7833333333333332
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,high,333,4,gds2,-1.1996569525697195e-05,0.002480958147559652,0.6489583333333333
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,high,333,5,gds21_over_shat,-0.00012354847810473667,0.0017864683950590016,0.7104166666666667
invariant_tilde_f,ig_low_pass,fixed,member_absolute_error,high,333,6,gds22_over_shat_squared,-2.2777672981006143e-05,0.0009996882766730782,0.7531250000000002
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,low,334,0,bmag,-5.585707923498047e-06,0.00015183582651124398,0.7625000000000001
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,low,334,1,gbdrift,6.968103636511405e-06,0.0005953231375871574,0.790625
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,low,334,2,cvdrift,-2.3109663774535153e-06,0.00035461369570233904,0.7739583333333334
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,low,334,3,gbdrift0_over_shat,6.152828642935591e-05,0.001018261144044669,0.771875
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,low,334,4,gds2,-2.5025217010702185e-05,0.00046956116097573276,0.796875
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,low,334,5,gds21_over_shat,-1.3911706758474893e-05,0.0005548198918760326,0.709375
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,low,334,6,gds22_over_shat_squared,-2.145310795846309e-05,0.00044550618309960826,0.8197916666666667
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,medium,333,0,bmag,4.139972802477388e-06,0.0002377170994093678,0.7781250000000001
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,medium,333,1,gbdrift,-2.3891691759554697e-05,0.0008203470658107214,0.7760416666666666
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,medium,333,2,cvdrift,4.622801476072728e-06,0.00046992425609351817,0.8052083333333334
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,medium,333,3,gbdrift0_over_shat,5.0679521513245254e-05,0.0012848422381633341,0.7979166666666667
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,medium,333,4,gds2,-3.523556230418243e-05,0.0006756410011961767,0.7312500000000001
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,medium,333,5,gds21_over_shat,-4.141296795314407e-06,0.0008217385838370422,0.8250000000000001
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,medium,333,6,gds22_over_shat_squared,-2.6732336494473196e-05,0.00048250929335589746,0.803125
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,high,333,0,bmag,9.792117688204638e-06,0.0007755603717732304,0.6958333333333334
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,high,333,1,gbdrift,-2.4335517137705976e-05,0.0031599957175420207,0.7666666666666666
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,high,333,2,cvdrift,2.420398707342853e-05,0.001523128160214223,0.6979166666666666
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,high,333,3,gbdrift0_over_shat,0.0002321084300209334,0.0034336778321312545,0.7947916666666667
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,high,333,4,gds2,1.3869232222287305e-05,0.002712285931402944,0.615625
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,high,333,5,gds21_over_shat,-0.0001297008887299587,0.0019466600874905916,0.7364583333333332
invariant_tilde_f,ig_low_pass,fixed,ensemble_spread,high,333,6,gds22_over_shat_squared,-2.2252946848098156e-05,0.0011323741030061956,0.7510416666666667
