function,method,stratum,statistic,estimate,ci_lower,ci_upper,replicates,resampling_unit,native_gap_estimate,native_gap_ci_lower,native_gap_ci_upper,oriented_native_gap_estimate,oriented_native_gap_ci_lower,oriented_native_gap_ci_upper,per_row_oriented_native_gap_estimate,per_row_oriented_native_gap_ci_lower,per_row_oriented_native_gap_ci_upper,row_favouring_fraction_estimate,denominator_estimate,denominator_ci_lower,denominator_ci_upper,denominator_negative_fraction,denominator_abs_below_0_005_fraction,control_map,control_map_normalized_margin_estimate,control_map_per_row_oriented_native_gap_estimate,control_map_per_row_oriented_native_gap_ci_lower,control_map_per_row_oriented_native_gap_ci_upper,control_map_row_favouring_fraction_estimate,method_minus_control_map_gap_estimate,method_minus_control_map_gap_ci_lower,method_minus_control_map_gap_ci_upper
invariant_tilde_f,expected_gradients,all,insertion_margin_vs_random,0.4486250226316408,0.39514417837505716,0.49800986223322796,500,equilibrium_files,0.42579662166535853,0.3293971753353253,0.5298714742762968,0.42579662166535853,0.3293971753353253,0.5298714742762968,0.47797267030691726,0.38168942721385973,0.5800502031238284,0.8984375,0.9491147398948669,0.7411555862985552,1.165578804910183,0.0,0.0,absolute_input_minus_baseline,0.11351231690351049,0.15406093014753425,0.10280444983334747,0.2090829591706278,0.7109375,0.323911740159383,0.24922971428517487,0.4055431638291338
invariant_tilde_f,expected_gradients,stable_or_near_floor,deletion_margin_vs_random,0.44876828737277374,-0.9758331347562896,1.9173402835067035,500,equilibrium_files,-0.05049555897712708,-0.13771018251776695,0.0013649910688400247,0.05049555897712708,-0.001364991068840027,0.13771018251776693,0.055670088439276726,0.0042773975657694275,0.14446867354214188,0.7878787878787878,-0.11252033710479736,-0.36761326193809507,0.05821237862110129,0.826,0.042,absolute_input_minus_baseline,0.17586231008095232,0.016955474651221072,-0.010869181101972408,0.05764421305647403,0.5757575757575758,0.03871461378805566,0.0004815059493888506,0.09556446555437453
invariant_tilde_f,expected_gradients,stable_or_near_floor,insertion_margin_vs_random,0.2846705491853386,-0.6767467195771618,1.819581447049585,500,equilibrium_files,-0.03203122615814209,-0.13456280909478663,0.01736157059669494,0.03203122615814209,-0.017361570596694947,0.13456280909478663,0.05087791717413701,0.0021584405704881226,0.1503548075123267,0.696969696969697,-0.11252033710479736,-0.42592348754405973,0.06311498880386351,0.848,0.048,absolute_input_minus_baseline,0.05524701527404176,0.014148979882399243,-0.026366588891004072,0.07467645491275823,0.5454545454545454,0.03672893729173777,0.002280797996755803,0.08730306369450055
invariant_tilde_f,expected_gradients,unstable,deletion_margin_vs_random,0.3192809867644627,0.27112542529374756,0.36097288984297654,500,equilibrium_files,0.4207783066434786,0.31371087160543537,0.5367357785161584,0.4207783066434786,0.31371087160543537,0.5367357785161584,0.4777227763537513,0.3823724772150285,0.5870019697080807,0.9263157894736842,1.3178934045135975,1.0639062866568565,1.549969655647874,0.0,0.0,absolute_input_minus_baseline,0.11934558982683056,0.23493168604021006,0.16049977637018617,0.32906681601428667,0.6842105263157895,0.24279109031354126,0.1840225925647016,0.29671181948487896
invariant_tilde_f,expected_gradients,unstable,insertion_margin_vs_random,0.45303764988471285,0.40969650393134055,0.499231462183806,500,equilibrium_files,0.5970553307794034,0.4741238058544695,0.7341959905996918,0.5970553307794034,0.4741238058544695,0.7341959905996918,0.6449996512814573,0.5250408757548582,0.7722135033599639,0.968421052631579,1.3178934045135975,1.0747646777890623,1.5561127956956624,0.0,0.0,absolute_input_minus_baseline,0.1210595447587248,0.22132967495604564,0.1473966934155477,0.28938566182043995,0.8105263157894737,0.4236699763254117,0.3181882211365983,0.5330294840884835
invariant_tilde_f,periodic_mask,all,deletion_margin_vs_random,5.246975513295976,-18.577974137334014,32.84364895957893,500,equilibrium_files,0.2500357897952199,0.10561530449893325,0.4202074463898316,0.2500357897952199,0.10561530449893325,0.4202074463898316,0.26178214149549606,0.10375875635189005,0.40330775656882906,0.65625,0.04765331745147705,-0.20619288831949234,0.2761858448386192,0.34,0.032,absolute_input_minus_baseline,-1.026830659232761,0.17248715242603793,0.11354972700413782,0.2260171089711366,0.6796875,0.08929498906945812,-0.06934574258295469,0.2366820291746989
invariant_tilde_f,periodic_mask,all,insertion_margin_vs_random,5.292568387346933,-28.916331621634185,23.13667073670042,500,equilibrium_files,0.2522084414958954,0.1333966820500791,0.36132292051799586,0.2522084414958954,0.1333966820500791,0.36132292051799586,0.21612094269366933,0.10172815017111135,0.3171301112964283,0.640625,0.04765331745147705,-0.20573213808238505,0.2900916647166013,0.346,0.032,absolute_input_minus_baseline,0.2566094635330023,0.11178769219550304,0.05544432031703764,0.170891038832342,0.65625,0.10433325049816629,0.005754534272709847,0.19524109982870871
invariant_tilde_f,periodic_mask,stable_or_near_floor,deletion_margin_vs_random,0.4309318851835915,0.13586554833542022,1.2702664216955282,500,equilibrium_files,-0.2117868483066559,-0.4199066320806742,-0.050989963114261634,0.2117868483066559,0.05098996311426163,0.4199066320806742,0.12955264715534268,-0.03180334029549902,0.3270867292616852,0.7878787878787878,-0.49146246910095215,-1.0064086452126504,-0.1341950327157975,1.0,0.0,absolute_input_minus_baseline,0.22798204253246548,0.11069845232096585,0.03943076891203722,0.21882086625604913,0.6666666666666666,0.018854194834376822,-0.1367849285426465,0.20227337895695
invariant_tilde_f,periodic_mask,stable_or_near_floor,insertion_margin_vs_random,0.05504043359111026,-0.11071687201545076,0.20353634985288532,500,equilibrium_files,-0.027050307393074034,-0.09798188686370848,0.03664927527308462,0.027050307393074034,-0.03664927527308464,0.09798188686370836,0.04610186381773514,-0.017097087409911733,0.1260288080697258,0.7575757575757576,-0.49146246910095215,-0.9516247987747192,-0.16532559096813212,0.996,0.002,absolute_input_minus_baseline,0.05367012549585392,0.03693393742044766,-0.01575767381173191,0.0933030964473657,0.7272727272727273,0.00916792639728748,-0.06214341981336472,0.07290446790612556
invariant_tilde_f,periodic_mask,unstable,deletion_margin_vs_random,1.7442419298775302,-8.269826402082684,10.935194153776175,500,equilibrium_files,0.4097662985324859,0.22581923425197603,0.6150806016313436,0.4097662985324859,0.22581923425197603,0.6150806016313436,0.32676946207096697,0.10391257455435239,0.5406713089413547,0.631578947368421,0.23492515087127686,-0.07826903313398362,0.5513623639941215,0.074,0.01,absolute_input_minus_baseline,-0.11791248772641123,0.21300556263837375,0.13600589930766116,0.2931318657345285,0.7052631578947368,0.11376389943259321,-0.10551697405314951,0.3225273975470643
invariant_tilde_f,periodic_mask,unstable,insertion_margin_vs_random,1.5271077716237165,-5.949637023676806,10.135326787636124,500,equilibrium_files,0.358756023645401,0.20970848262310027,0.49527520235627887,0.358756023645401,0.20970848262310027,0.49527520235627887,0.3405019090520708,0.18634011722865854,0.47936809596144836,0.6105263157894737,0.23492515087127686,-0.04649016857147217,0.5450361236929891,0.048,0.002,absolute_input_minus_baseline,0.149752092535882,0.20311123355634905,0.12749090903698415,0.2804698878482082,0.7263157894736842,0.13739067549572173,0.010308026785913239,0.2593339059062694
invariant_tilde_f,periodic_mask_robust_constant,all,deletion_margin_vs_random,0.39919587050217464,0.2748322753341255,0.5338659482453839,500,equilibrium_files,0.34837927352637055,0.22133324578404426,0.4735322341462597,0.34837927352637055,0.22133324578404426,0.4735322341462597,0.42238819459453225,0.2940591738637886,0.5582091380518978,0.765625,0.8727025985717773,0.6641359213739634,1.1019223522394894,0.0,0.0,absolute_input_minus_baseline,0.14675393760347286,0.19881235727953026,0.1411287717616506,0.2795357152262295,0.765625,0.223575837315002,0.09423186237992928,0.34413818199856905
invariant_tilde_f,periodic_mask_robust_constant,all,insertion_margin_vs_random,0.5016111123964588,0.40536683276470353,0.6101731238485842,500,equilibrium_files,0.4377573212608695,0.3370921460073441,0.538480051709339,0.4377573212608695,0.3370921460073441,0.538480051709339,0.4417158801690676,0.3340924190101214,0.5459275883965891,0.7734375,0.8727025985717773,0.6550505995750427,1.0951108165085315,0.0,0.0,absolute_input_minus_baseline,0.11752439989581,0.1508546379089239,0.09843187196627697,0.2027249841571756,0.7109375,0.2908612422601437,0.19892983831854505,0.38183000789722427
invariant_tilde_f,periodic_mask_robust_constant,stable_or_near_floor,deletion_margin_vs_random,0.7743592288688901,-2.7777895924166582,5.64250812372169,500,equilibrium_files,-0.10462507605552673,-0.21968266606330872,-0.012676383256912246,0.10462507605552673,0.012676383256912232,0.21968266606330866,0.11330590166828848,0.021897311009692427,0.22483112654451157,0.7575757575757576,-0.13511180877685547,-0.39900480806827543,0.04966916143894195,0.88,0.02,absolute_input_minus_baseline,0.199111566966649,0.030023180083795033,0.0014222049193851885,0.07216439397723386,0.696969696969697,0.08328272158449344,0.017497421383406177,0.16493029701890363
invariant_tilde_f,periodic_mask_robust_constant,stable_or_near_floor,insertion_margin_vs_random,-0.15456420945826718,-4.9714945230624,6.083906524622648,500,equilibrium_files,0.02088344991207123,-0.08328541740775108,0.10993174649775025,-0.02088344991207123,-0.10993174649775028,0.08328541740775108,0.08907989778301934,0.012729659267898763,0.17883898166544504,0.7272727272727273,-0.13511180877685547,-0.43624520897865293,0.04705899357795712,0.876,0.022,absolute_input_minus_baseline,0.057828061584612664,0.022389443715413414,-0.01542765698536779,0.07846900809782019,0.6666666666666666,0.06669045406760592,-0.003071097112966304,0.15075902689812756
invariant_tilde_f,periodic_mask_robust_constant,unstable,deletion_margin_vs_random,0.4020349429685581,0.27305556615066895,0.5284862805039965,500,equilibrium_files,0.49160256423056126,0.319918434319552,0.6620288215577601,0.49160256423056126,0.319918434319552,0.6620288215577601,0.5326534750743918,0.371622055417613,0.7109349117769223,0.7684210526315789,1.2227856628596783,1.0048657331615687,1.453652808908373,0.0,0.0,absolute_input_minus_baseline,0.13720296337583282,0.26034424023996844,0.18580451237547552,0.3440316932855272,0.7684210526315789,0.2723092348344233,0.12332042593548169,0.4241230605447566
invariant_tilde_f,periodic_mask_robust_constant,unstable,insertion_margin_vs_random,0.46535953793666346,0.3798341760193403,0.5730798986481517,500,equilibrium_files,0.5690349710639566,0.45445080508477986,0.6882584776729345,0.5690349710639566,0.45445080508477986,0.6882584776729345,0.5511483492016007,0.42944824918526175,0.6720568996772268,0.8315789473684211,1.2227856628596783,0.9831745699048042,1.4391000107396394,0.0,0.0,absolute_input_minus_baseline,0.10416732952203153,0.1824172500932687,0.1180676759209876,0.2527755794254082,0.7263157894736842,0.368731099108332,0.24291091889314548,0.48875549350394615
