candidate,outcome,regime,matched_pairs,mean_high_minus_low,ci95_lower,ci95_upper,median_candidate_contrast,median_nuisance_distance_iqr_units,max_abs_nuisance_smd_before,max_abs_nuisance_smd_after,bootstrap_replicates,bootstrap_unit,interval_interpretable,interval_interpretability_minimum_pairs,validity_tag,causal_claim_permitted
bad_curvature_compression,target_native,either_stable_or_near_floor,3,5.505507866541545,5.372500896453857,5.605224132537842,12.681045443786587,1.594000032615417,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,False,20,observed-comparison,False
bad_curvature_compression,target_native,both_unstable,212,1.8267970609880615,1.656827991315436,1.9927051681737449,3.8826927870003765,0.8542302191768338,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
bad_curvature_compression,log_Q,all,215,1.882486813990814,1.7163227324106347,2.0868927828724617,3.956572681015349,0.8597396668543346,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
bad_curvature_compression,log_Q,either_stable_or_near_floor,3,5.81789538641129,5.587113438439204,6.23114435557174,12.681045443786587,1.594000032615417,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,False,20,observed-comparison,False
bad_curvature_compression,log_Q,both_unstable,212,1.826797070041468,1.6679003259174243,2.0031801815609187,3.8826927870003765,0.8542302191768338,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
bad_curvature_compression,log10_Q_stds,all,215,0.8175536355718437,0.7424120821863298,0.8954656585404946,3.956572681015349,0.8597396668543346,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
bad_curvature_compression,log10_Q_stds,either_stable_or_near_floor,3,2.5266798626088103,2.4054696299859204,2.7061516095674008,12.681045443786587,1.594000032615417,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,False,20,observed-comparison,False
bad_curvature_compression,log10_Q_stds,both_unstable,212,0.7933678870760376,0.7215493177440455,0.8634779792355877,3.8826927870003765,0.8542302191768338,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
bad_curvature_compression,log10_zonal_phi2,all,215,0.43805435600854153,0.3168150330806004,0.571544343053725,3.956572681015349,0.8597396668543346,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
bad_curvature_compression,log10_zonal_phi2,either_stable_or_near_floor,3,3.8529761966063987,2.5311256013646797,4.893143000848314,12.681045443786587,1.594000032615417,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,False,20,observed-comparison,False
bad_curvature_compression,log10_zonal_phi2,both_unstable,212,0.3897299903397039,0.2838815321176325,0.4959647051605328,3.8826927870003765,0.8542302191768338,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
bad_curvature_compression,Qz_localization,all,215,1.7604941148347992,1.5159921525988163,1.9688050092026839,3.956572681015349,0.8597396668543346,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
bad_curvature_compression,Qz_localization,either_stable_or_near_floor,3,3.0544143749435047,0.9845547789754083,6.355442688333523,12.681045443786587,1.594000032615417,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,False,20,observed-comparison,False
bad_curvature_compression,Qz_localization,both_unstable,212,1.7421839224747706,1.5055678992024057,1.9650165901067238,3.8826927870003765,0.8542302191768338,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
bad_curvature_compression,Qz_positive_fraction,all,215,0.0,0.0,0.0,3.956572681015349,0.8597396668543346,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
bad_curvature_compression,Qz_positive_fraction,either_stable_or_near_floor,3,0.0,0.0,0.0,12.681045443786587,1.594000032615417,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,False,20,observed-comparison,False
bad_curvature_compression,Qz_positive_fraction,both_unstable,212,0.0,0.0,0.0,3.8826927870003765,0.8542302191768338,3.389677156040502,3.7465191250190304,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
geodesic_curvature_compression,target_native,all,198,1.316841864482161,1.1499375293833307,1.502380691403041,0.26174380459044566,0.684010131083836,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
geodesic_curvature_compression,target_native,either_stable_or_near_floor,7,4.281695297786167,4.063095541511263,4.4640319849763594,0.32068526532560204,1.5513579562343929,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,False,20,observed-comparison,False
geodesic_curvature_compression,target_native,both_unstable,191,1.2081823145704957,1.0668367934586354,1.3566522202252456,0.25743575341831193,0.6619950765161027,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
geodesic_curvature_compression,log_Q,all,198,1.4361075903522327,1.1945886108371868,1.6996980022064727,0.26174380459044566,0.684010131083836,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
geodesic_curvature_compression,log_Q,either_stable_or_near_floor,7,7.655211466550845,4.483995188202987,11.56268132148258,0.32068526532560204,1.5513579562343929,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,False,20,observed-comparison,False
geodesic_curvature_compression,log_Q,both_unstable,191,1.2081823174025457,1.048425166957418,1.3726530639707928,0.25743575341831193,0.6619950765161027,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
geodesic_curvature_compression,log10_Q_stds,all,198,0.6236936019093502,0.5220959403686414,0.7327033197624829,0.26174380459044566,0.684010131083836,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
geodesic_curvature_compression,log10_Q_stds,either_stable_or_near_floor,7,3.3246160977255315,1.9950538017465465,4.9788462032881124,0.32068526532560204,1.5513579562343929,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,False,20,observed-comparison,False
geodesic_curvature_compression,log10_Q_stds,both_unstable,191,0.5247069135810085,0.45261917602488316,0.5898249330342729,0.25743575341831193,0.6619950765161027,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
geodesic_curvature_compression,log10_zonal_phi2,all,198,0.6109495282493697,0.4181976791129803,0.8137259943744908,0.26174380459044566,0.684010131083836,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
geodesic_curvature_compression,log10_zonal_phi2,either_stable_or_near_floor,7,5.978192159591205,3.488507740051172,9.031680852322173,0.32068526532560204,1.5513579562343929,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,False,20,observed-comparison,False
geodesic_curvature_compression,log10_zonal_phi2,both_unstable,191,0.4142443009227055,0.2944970806391501,0.5145844739874601,0.25743575341831193,0.6619950765161027,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
geodesic_curvature_compression,Qz_localization,all,198,-0.12209282796043566,-0.34557374328609985,0.07773996687861552,0.26174380459044566,0.684010131083836,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
geodesic_curvature_compression,Qz_localization,either_stable_or_near_floor,7,0.810054341263726,0.3148996570434396,1.3111665336645888,0.32068526532560204,1.5513579562343929,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,False,20,observed-comparison,False
geodesic_curvature_compression,Qz_localization,both_unstable,191,-0.1562552896597504,-0.3504592723396334,0.07514452801384214,0.25743575341831193,0.6619950765161027,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
geodesic_curvature_compression,Qz_positive_fraction,all,198,0.0,0.0,0.0,0.26174380459044566,0.684010131083836,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
geodesic_curvature_compression,Qz_positive_fraction,either_stable_or_near_floor,7,0.0,0.0,0.0,0.32068526532560204,1.5513579562343929,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,False,20,observed-comparison,False
geodesic_curvature_compression,Qz_positive_fraction,both_unstable,191,0.0,0.0,0.0,0.25743575341831193,0.6619950765161027,1.206343433131149,1.068121850701722,500,disjoint matched pair of equilibrium_files,True,20,observed-comparison,False
